date,Ростовская область,Московская область,Краснодарский край,Республика Башкортостан,Нижегородская область,Челябинская область
2016-01-01,21 478,16 474,23 004,26 832,11 573,14 529
2017-01-01,22 249,18 579,23 161,27 510,10 814,14 072
2018-01-01,22 379,17 776,23 072,27 744,10 622,13 759
2019-01-01,22 311,17 922,22 651,25 921,10 544,13 619
2020-01-01,23 538,18 684,23 628,26 632,11 014,14 510
2021-01-01,22 908,19 762,23 615,25 772,11 213,14 483
