year_month,avg_salary,count_in_day,quarter,month,year,split,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_92_бензин_розничные_цены_month,Цена_на_95_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_нежилых_коммерческие_здания_quarter,из_коммерческих_торговые_площади_quarter,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Республика Башкортостан_Индекс потребительских цен на товары и услуги,Республика Башкортостан_Индекс промышленного производства (по месяцам),Республика Башкортостан_Коэффициент ликвидации организаций (по месяцам),Республика Башкортостан_Коэффициент рождаемости организаций на организаций по субъектам Российской Федерации,Республика Башкортостан_Оборот розничной торговли (в % к пред месяцу),Республика Башкортостан_Объем платных услуг населению,Республика Башкортостан_Численность зарегистрированных безработных (по месяцам),Республика Башкортостан_Cреднедушевые денежные доходы,Республика Башкортостан_Индекс производства продукции сельского хозяйства (поквартально),Республика Башкортостан_Количество организаций,Республика Башкортостан_Уровень безработицы (по методологии МОТ),Республика Башкортостан_Численность безработных (МОТ),Республика Башкортостан_Численность занятых (по обследованиям),Республика Башкортостан_Численность принятых работников (по кварталам),Республика Башкортостан_Численность рабочей силы,Республика Башкортостан_Численность требуемых работников на вакантные рабочие места,Республика Башкортостан__ВРП на душу населения,Республика Башкортостан__Численность населения на январ,Республика Башкортостан_Динамика инвестиций в ОК (%),Республика Башкортостан_Доля инвестиций в ОК к ВРП,Республика Башкортостан_Индекс физического объема ВРП,Республика Башкортостан_Количество активных предприятий,Республика Башкортостан_Количество умерших предприятий,Республика Башкортостан_Коэффициент миграционного прироста,Республика Башкортостан_Коэффициент напряженности на рынке труда,Республика Башкортостан_Наличие основных фондов,Республика Башкортостан_Показатели предпринимательской активности _акти,Республика Башкортостан_Показатели предпринимательской активности _рос,Республика Башкортостан_Показатели предпринимательской активности _уга,Республика Башкортостан_Потребительские расходы в среднем на душу населения,Республика Башкортостан_Потребность в работниках,Республика Башкортостан_Степень износа ОФ,"Республика Башкортостан_Численность обучающихся (квалиф рабочие, служащие)"
2021-05,49823.33333333334,15.266666666666667,2.0,5.0,2021.0,16.233333333333334,1870227.531,7327.0,801.4999999999999,728.1999999999997,11562.0,3185.0,1082.0,4930.0,266000000.0,9263648.68,243582518.26,11370275.79,357.3231645072703,109.56322263352895,44.18185185185185,47.201538461538476,48.00534883720933,16311634.0,5254721.0,201.19354840000003,146.8709677,240.3531094619665,1043.065,947.185,26647.3,76899.04,71267.45,24.500000000000004,13.2,64.3711424042272,187.9032258,155.9677419,119.09677420000001,16.11354839,100.99,98.4,5.1,5.3,100.2,117.2,56667.0,29244.0,99.9,75845.0,87.0,87.0,1820.1,47.5,1907.1,23.6,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-06,51958.33333333334,19.4,2.0,6.0,2021.0,15.5,1803761.0829999992,7822.0,801.4999999999999,728.1999999999997,14612.0,4876.0,1600.0,6194.0,197000000.0,24401891.010000005,161768167.48000002,10418144.970000004,357.3231645072703,109.56322263352895,44.345172413793094,47.45239999999999,47.97893617021279,16311634.0,5254721.0,205.33333330000002,161.7666667,240.3531094619665,1040.56,983.545,19569.25,80145.01,67782.41,24.500000000000004,13.2,64.3711424042272,206.9666667,175.2666667,123.8,16.698,100.77,107.5,12.3,6.6,100.5,111.2,45359.0,29244.0,99.9,75845.0,87.0,87.0,1820.1,47.5,1907.1,23.6,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-07,48766.12903225807,22.064516129032263,3.0,7.0,2021.0,16.0,1804976.853000001,7418.0,878.2000000000003,768.4000000000003,12376.0,2391.0,878.0,5521.0,287000000.0,34483875.0,194347673.88,47093448.48,411.1719722146692,164.91032619973655,44.358185185185405,47.15495798319329,47.89892307692289,18993765.0,7914909.0,225.5333333,150.3,240.3531094619665,1073.383,931.0733,14585.8,80824.03,69110.38,39.5,26.1,64.3711424042272,207.66666669999998,200.0,108.73333329999998,17.052,100.38,113.2,9.6,5.3,100.7,102.5,38554.0,31963.0,78.2,74690.0,76.0,76.0,1824.7,49.055666251556644,1900.7,27.5,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-08,51725.8064516129,22.41935483870968,3.0,8.0,2021.0,16.0,1887899.424,8270.0,878.2000000000003,768.4000000000003,12693.0,2818.0,957.0,5526.0,760000000.0,54046531.71999998,541047765.8900001,159359692.75,411.1719722146692,164.91032619973655,44.763327787022234,47.71711743772271,48.10704797047992,18993765.0,7914909.0,209.6451613,175.2580645,240.3531094619665,1022.37,851.705,16004.75,75902.79,72643.52,39.5,26.1,64.3711424042272,206.4516129,178.2258065,130.5806452,17.57258065,100.07,113.0,9.9,6.3,107.5,102.6,34722.0,31963.0,78.2,74690.0,76.0,76.0,1824.7,49.055666251556644,1900.7,27.5,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-09,48650.0,19.4,3.0,9.0,2021.0,15.5,2003080.915,8127.0,878.2000000000003,768.4000000000003,13873.0,3664.0,1141.0,5756.0,1230000000.0,88772824.16,799634903.5399997,343576524.76,411.1719722146692,164.91032619973655,44.7326373626374,48.43904255319152,47.97971830985917,18993765.0,7914909.0,216.83333330000002,152.6,240.3531094619665,915.25,830.27,11575.03,82470.51,76007.97,39.5,26.1,76.2,213.7333333,183.0333333,116.46666670000002,18.01333333,100.7,105.3,12.9,5.5,99.7,101.2,29771.0,31963.0,78.2,74690.0,76.0,76.0,1824.7,49.055666251556644,1900.7,27.5,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-10,51458.33333333334,14.4,4.0,10.0,2021.0,16.2,2253430.522,8567.0,1262.7999999999995,1052.1,14054.0,3213.0,1031.0,5867.0,970000000.0,80801818.81000003,763239082.4599997,121218810.12999998,529.4335567420757,95.1602634504013,44.79786885245901,47.79758620689667,48.25469387755101,24766924.0,4709608.0,227.38709680000002,150.7096774,240.3531094619665,1035.15,815.945,13569.27,75760.49,70112.0,132.89999999999998,58.2,72.2,207.4193548,198.7096774,108.83870970000001,17.01225806,100.69,105.7,12.2,4.7,97.5,101.0,27975.0,41543.0,81.0,73496.0,73.5,73.5,1837.6,48.7,1911.0,26.3,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-11,51431.66666666666,17.3,4.0,11.0,2021.0,15.5,2425517.844999996,8665.0,1262.7999999999995,1052.1,14513.0,4039.0,1275.0,5812.0,1080000000.0,36352008.0,1021012815.9600002,19974762.879999995,529.4335567420757,95.1602634504013,45.2445674044265,48.220081967213105,49.39622844827547,24766924.0,4709608.0,208.43333330000002,151.5,240.3531094619665,891.12,827.63,22702.39,79844.21,72495.88000000003,132.89999999999998,58.2,65.7,209.9,183.43333330000002,95.5,17.31666667,101.2,121.0,7.0,5.2,120.2,102.3,25070.0,41543.0,81.0,73496.0,73.5,73.5,1837.6,48.7,1911.0,26.3,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-12,49034.48275862068,15.724137931034482,4.0,12.0,2021.0,15.89655172413793,2624455.14,8492.0,1262.7999999999995,1052.1,18473.0,5337.0,1689.0,7217.0,1950000000.0,142728810.5,1189588198.4200006,618391543.3399999,529.4335567420757,95.1602634504013,45.83363939899822,48.78650793650773,50.82306763285115,24766924.0,4709608.0,182.4516129,164.0322581,240.3531094619665,916.2033,797.0767,21975.77,83849.22,72980.93,132.89999999999998,58.2,68.9,239.9354839,146.3952821276751,110.06451609999999,16.20354839,100.85,117.3,12.7,5.3,115.0,106.3,22167.0,41543.0,81.0,73496.0,73.5,73.5,1837.6,48.7,1911.0,26.3,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2022-01,51141.55172413793,18.86206896551724,1.0,1.0,2022.0,17.0,2647440.555999997,8273.0,1124.9,992.8,9151.0,2880.0,912.0,3639.0,6234001.48,3035268.12,1447167.36,551270.0,305.3720985769601,127.65611765267616,46.2414956011733,49.21011111111112,51.94511627906965,14455898.0,6723281.0,248.38709680000002,215.2580645,240.3531094619665,950.45,836.0150000000001,17700.2,84157.38,74762.46,21.2,5.5,56.0,240.483871,232.2580645,174.5806452,16.50258065,101.15,115.7,13.4,3.9,71.3,104.3,20409.0,29907.0,99.1,71735.0,68.7,68.7,1822.1568245125347,50.3,1928.0,26.9,433819.4281040892,4041.5524233983283,105.36824512534821,18.756505576208177,99.78163568773235,60475.762674094716,8282.003342618384,-2.9795543175487427,1.9987743732590533,5929581.323119777,60475.762674094716,13268.308077994428,1852.344289693593,25437.364312267666,44168.218587360585,44.978384401114205,26517.326462395544
2022-02,53734.490740740745,27.85185185185185,1.0,2.0,2022.0,14.592592592592592,2318816.828000001,8032.0,1124.9,992.8,13204.0,4304.0,1308.0,5015.0,15852095.869999995,6044282.62,3189816.31,3086787.94,305.3720985769601,127.65611765267616,45.76407407407411,48.37541666666667,52.7504119850185,14455898.0,6723281.0,215.9285714,153.96428569999995,240.3531094619665,900.62,788.335,26198.35,79434.13,83399.5,21.2,5.5,62.4,221.46428569999998,206.96428569999998,115.9642857,17.10857143,101.15,109.2,9.2,6.1,92.4,106.2,20335.0,29907.0,99.1,71735.0,68.7,68.7,1822.1568245125347,50.3,1928.0,26.9,433819.4281040892,4041.5524233983283,105.36824512534821,18.756505576208177,99.78163568773235,60475.762674094716,8282.003342618384,-2.9795543175487427,1.9987743732590533,5929581.323119777,60475.762674094716,13268.308077994428,1852.344289693593,25437.364312267666,44168.218587360585,44.978384401114205,26517.326462395544
2022-03,48711.12903225807,17.419354838709676,1.0,3.0,2022.0,16.0,2498596.748000001,7610.0,1124.9,992.8,17740.0,7561.0,2470.0,6852.0,404138161.1758781,47435882.51475873,249653527.6298124,104840796.48599198,305.3720985769601,127.65611765267616,45.46559999999999,48.975106382978744,53.30585365853657,14455898.0,6723281.0,219.29032259999997,147.7741935,240.3531094619665,851.4333,775.6967,29430.27,81483.33,89873.63,21.2,5.5,59.2,232.64516129999998,216.2258065,100.4516129,13.00467742,109.28,106.1,15.9,5.8,106.9,103.4,20233.0,29907.0,99.1,71735.0,68.7,68.7,1822.1568245125347,50.3,1928.0,26.9,433819.4281040892,4041.5524233983283,105.36824512534821,18.756505576208177,99.78163568773235,60475.762674094716,8282.003342618384,-2.9795543175487427,1.9987743732590533,5929581.323119777,60475.762674094716,13268.308077994428,1852.344289693593,25437.364312267666,44168.218587360585,44.978384401114205,26517.326462395544
2022-04,48724.13793103449,14.275862068965518,2.0,4.0,2022.0,15.93103448275862,2068572.2410000009,7209.0,793.3000000000003,677.1000000000001,4261.0,2114.0,593.0,1638.0,404138161.1758781,47435882.51475873,249653527.6298124,104840796.48599198,370.12288070410807,120.32895937073884,45.572626262626216,48.844328358208934,52.436521739130455,17182732.0,6330137.0,202.1,146.7666667,240.3531094619665,869.3,789.15,25458.3,83261.25,89643.9,25.500000000000004,12.6,60.4,159.7,194.9666667,102.9333333,12.50633333,101.53,93.3,11.1,6.4,99.3,98.8,21364.0,33790.0,100.8,70537.0,77.8,77.8,1822.1568245125347,47.5,1900.1,28.3,433819.4281040892,4041.5524233983283,105.36824512534821,18.756505576208177,99.78163568773235,60475.762674094716,8282.003342618384,-2.9795543175487427,1.9987743732590533,5929581.323119777,60475.762674094716,13268.308077994428,1852.344289693593,25437.364312267666,44168.218587360585,44.978384401114205,26517.326462395544
2022-05,49935.483870967735,16.483870967741936,2.0,5.0,2022.0,16.0,1966176.033,8310.0,793.3000000000003,677.1000000000001,3257.0,1628.0,351.0,1222.0,404138161.1758781,47435882.51475873,249653527.6298124,104840796.48599198,370.12288070410807,120.32895937073884,44.62900000000001,47.67840000000001,52.79176470588235,17182732.0,6330137.0,162.61290319999995,148.0322581,240.3531094619665,874.8,780.775,26074.8,84938.6,89208.78,25.500000000000004,12.6,57.9,154.0322581,160.8709677,102.83870970000001,12.06483871,99.87,108.2,14.6,4.779350900806874,99.7,101.0,21069.0,33790.0,100.8,70537.0,77.8,77.8,1822.1568245125347,47.5,1900.1,28.3,433819.4281040892,4041.5524233983283,105.36824512534821,18.756505576208177,99.78163568773235,60475.762674094716,8282.003342618384,-2.9795543175487427,1.9987743732590533,5929581.323119777,60475.762674094716,13268.308077994428,1852.344289693593,25437.364312267666,44168.218587360585,44.978384401114205,26517.326462395544
2022-06,52058.33333333334,17.466666666666665,2.0,6.0,2022.0,15.5,1938735.6489999983,7293.0,793.3000000000003,677.1000000000001,6702.0,2412.0,503.0,2464.0,404138161.1758781,47435882.51475873,249653527.6298124,104840796.48599198,370.12288070410807,120.32895937073884,44.46476190476192,47.35727272727275,52.59250000000001,17182732.0,6330137.0,174.06666669999996,154.1,240.3531094619665,889.3933,777.5,175597.4,87078.8,88055.09,25.500000000000004,12.6,60.4,150.8,165.33333330000005,96.3,12.90666667,99.0,77.2,7.9,5.5,82.9,99.0,21215.0,33790.0,100.8,70537.0,77.8,77.8,1822.1568245125347,47.5,1900.1,28.3,433819.4281040892,4041.5524233983283,105.36824512534821,18.756505576208177,99.78163568773235,60475.762674094716,8282.003342618384,-2.9795543175487427,1.9987743732590533,5929581.323119777,60475.762674094716,13268.308077994428,1852.344289693593,25437.364312267666,44168.218587360585,44.978384401114205,26517.326462395544
2022-07,49225.0,16.433333333333334,3.0,7.0,2022.0,15.533333333333333,2007188.3800000031,5995.0,1068.1,823.0999999999997,9372.0,3021.0,588.0,3476.0,404138161.1758781,47435882.51475873,249653527.6298124,104840796.48599198,377.0057202901957,111.29296164394552,43.28,45.74400000000001,52.125,16482878.600743955,5209108.32300062,177.1,139.9666667,240.3531094619665,882.9,764.8,208080.5,86180.4,89408.9,47.2,20.6,59.3,148.06666669999996,172.3,86.9,13.94933333,99.42,116.0,10.190582796668071,5.233394874180465,106.4,102.7,40289.53194726166,30164.83113590264,99.10633874239352,78222.07099391481,92.14695740365113,92.14695740365113,1822.1568245125347,49.055666251556644,1915.9444726166328,19.524847870182555,433819.4281040892,4041.5524233983283,105.36824512534821,18.756505576208177,99.78163568773235,60475.762674094716,8282.003342618384,-2.9795543175487427,1.9987743732590533,5929581.323119777,60475.762674094716,13268.308077994428,1852.344289693593,25437.364312267666,44168.218587360585,44.978384401114205,26517.326462395544
2022-08,53667.741935483864,20.548387096774192,3.0,8.0,2022.0,16.0,1997480.0799999991,6752.0,1068.1,823.0999999999997,13929.0,4319.0,884.0,4964.0,404138161.1758781,47435882.51475873,249653527.6298124,104840796.48599198,377.0057202901957,111.29296164394552,43.93533333333334,46.86161290322581,52.02906976744186,16482878.600743955,5209108.32300062,173.1290323,166.2258065,240.3531094619665,870.965,747.1,26155.32,91046.04,95598.6,47.2,20.6,58.8,159.516129,180.3548387,105.90322579999999,11.6983871,99.19,114.8,9.2390550767367,6.1593700511578025,107.8,105.6,40289.53194726166,30164.83113590264,99.10633874239349,78222.07099391481,92.14695740365113,92.14695740365113,1822.1568245125347,49.055666251556644,1915.9444726166328,19.52484787018255,433819.4281040892,4041.5524233983283,105.36824512534821,18.756505576208177,99.78163568773235,60475.762674094716,8282.003342618384,-2.9795543175487427,1.9987743732590533,5929581.323119777,60475.762674094716,13268.308077994428,1852.344289693593,25437.364312267666,44168.218587360585,44.978384401114205,26517.326462395544
2022-09,52896.20689655173,18.620689655172416,3.0,9.0,2022.0,15.89655172413793,1987172.3219999985,8282.0,1068.1,823.0999999999997,15930.0,4999.0,1036.0,5561.0,404138161.1758781,47435882.51475873,249653527.6298124,104840796.48599198,377.0057202901957,111.29296164394552,44.04666666666667,47.0908,52.204594594594624,16482878.600743955,5209108.32300062,167.3666667,144.46666669999996,240.3531094619665,886.65,732.35,20581.5,86218.8,98722.27,47.2,20.6,56.0,152.6,176.1,93.63333333,13.04733333,100.15,98.0,15.140834728463595,5.8595470966604974,95.6,105.1,40289.53194726166,30164.83113590264,99.10633874239352,78222.07099391482,92.14695740365113,92.14695740365113,1822.1568245125347,49.055666251556644,1915.9444726166328,19.52484787018256,433819.4281040892,4041.5524233983283,105.36824512534821,18.756505576208177,99.78163568773235,60475.762674094716,8282.003342618384,-2.9795543175487427,1.9987743732590533,5929581.323119777,60475.762674094716,13268.308077994428,1852.344289693593,25437.364312267666,44168.218587360585,44.978384401114205,26517.326462395544
