year_month,avg_salary,count_in_day,quarter,month,year,split,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_92_бензин_розничные_цены_month,Цена_на_95_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_нежилых_коммерческие_здания_quarter,из_коммерческих_торговые_площади_quarter,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Республика Башкортостан_Индекс потребительских цен на товары и услуги,Республика Башкортостан_Индекс промышленного производства (по месяцам),Республика Башкортостан_Коэффициент ликвидации организаций (по месяцам),Республика Башкортостан_Коэффициент рождаемости организаций на организаций по субъектам Российской Федерации,Республика Башкортостан_Оборот розничной торговли (в % к пред месяцу),Республика Башкортостан_Объем платных услуг населению,Республика Башкортостан_Численность зарегистрированных безработных (по месяцам),Республика Башкортостан_Cреднедушевые денежные доходы,Республика Башкортостан_Индекс производства продукции сельского хозяйства (поквартально),Республика Башкортостан_Количество организаций,Республика Башкортостан_Уровень безработицы (по методологии МОТ),Республика Башкортостан_Численность безработных (МОТ),Республика Башкортостан_Численность занятых (по обследованиям),Республика Башкортостан_Численность принятых работников (по кварталам),Республика Башкортостан_Численность рабочей силы,Республика Башкортостан_Численность требуемых работников на вакантные рабочие места,Республика Башкортостан__ВРП на душу населения,Республика Башкортостан__Численность населения на январ,Республика Башкортостан_Динамика инвестиций в ОК (%),Республика Башкортостан_Доля инвестиций в ОК к ВРП,Республика Башкортостан_Индекс физического объема ВРП,Республика Башкортостан_Количество активных предприятий,Республика Башкортостан_Количество умерших предприятий,Республика Башкортостан_Коэффициент миграционного прироста,Республика Башкортостан_Коэффициент напряженности на рынке труда,Республика Башкортостан_Наличие основных фондов,Республика Башкортостан_Показатели предпринимательской активности _акти,Республика Башкортостан_Показатели предпринимательской активности _рос,Республика Башкортостан_Показатели предпринимательской активности _уга,Республика Башкортостан_Потребительские расходы в среднем на душу населения,Республика Башкортостан_Потребность в работниках,Республика Башкортостан_Степень износа ОФ,"Республика Башкортостан_Численность обучающихся (квалиф рабочие, служащие)"
2018-11,41645.833333333336,13.566666666666665,4.0,11.0,2018.0,15.5,2132567.90921519,7933.062684365783,1310.7,1164.1,8966.0,2426.0,1207.0,4953.0,320000000.0,90607444.33000006,189918583.13999987,35397924.40999997,425.2252285612906,86.61213877384041,40.15000000000001,43.086111111111094,45.43881856540085,17724731.0,3960337.0,156.7612427002786,128.13426617891568,261.5,726.7,644.8,22467.15,63500.25,62762.5,33.20000000000002,13.1,64.3711424042272,156.08759631024097,146.39528212767513,101.06803813908886,15.676822336453315,100.51,96.9,12.1,8.4,100.1,101.2,18479.0,33927.0,108.9,81538.0,89.5,89.5,1844.8,47.9,1934.3,14.6,428715.6,4063.3,92.4,15.4,103.2,62756.0,7759.0,-21.83,2.1,3380216.0,62756.0,11046.0,2759.0,25043.0,42943.0,48.8,27744.0
2018-12,38433.87096774193,10.967741935483868,4.0,12.0,2018.0,16.0,2132567.90921519,7933.062684365783,1310.7,1164.1,10899.0,3086.0,1496.0,5845.0,1500000000.0,166471897.32999992,719537161.8399999,617105749.6099999,425.2252285612906,86.61213877384041,40.24634146341469,43.118333333333425,46.01111111111112,17724731.0,3960337.0,156.7612427002786,128.13426617891568,274.3,742.4,631.05,23612.3,66560.3,64667.7,33.20000000000002,13.1,64.3711424042272,156.08759631024097,146.39528212767513,101.06803813908886,15.676822336453315,100.93,107.4,9.4,9.7,105.0,100.5,19591.0,33927.0,108.9,81538.0,89.5,89.5,1844.8,47.9,1934.3,14.6,428715.6,4063.3,92.4,15.4,103.2,62756.0,7759.0,-21.83,2.1,3380216.0,62756.0,11046.0,2759.0,25043.0,42943.0,48.8,27744.0
2019-01,42072.32142857143,11.928571428571427,1.0,1.0,2019.0,17.392857142857142,2132567.90921519,7355.0,568.6,495.9,5258.0,1636.0,803.0,2935.0,3859427.81,2882594.73,584538.95,392294.13,312.40675141250546,103.23224998432724,40.937866108786615,43.5656779661017,46.21355932203388,13265534.0,4784544.0,156.7612427002786,128.13426617891568,279.15,1921.85,3276.65,24008.1,68086.0,64890.1,16.9,7.4,64.3711424042272,156.08759631024097,146.39528212767513,101.06803813908884,15.676822336453315,100.86,103.7,8.1,5.6,71.1,100.3,21455.0,26619.0,96.7,81408.0,86.3,86.3,1808.3,47.2,1894.6,16.1,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-02,40598.21428571428,14.928571428571427,1.0,2.0,2019.0,14.5,2132567.90921519,7257.0,568.6,495.9,7036.0,2069.0,967.0,3830.0,100140572.18999998,16594285.12,82224866.58,1650235.2599999998,312.40675141250546,103.23224998432724,42.338753412482035,43.5,46.27857142857143,13265534.0,4784544.0,120.1111111,91.74074074,244.7,11493.45,9281.6,22215.4,69183.25,65050.15,16.9,7.4,64.3711424042272,90.22222222,105.96296300000002,92.59259259,15.12357143,100.52,111.6,9.7,11.6,90.8,98.6,23405.0,26619.0,96.7,81408.0,86.3,86.3,1808.3,47.2,1894.6,16.1,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-03,42237.5,13.225806451612904,1.0,3.0,2019.0,16.0,2132567.90921519,8359.0,568.6,495.9,6307.0,1913.0,928.0,3518.0,208000000.0,15815017.019999996,190123924.77,2059316.73,312.40675141250546,103.23224998432724,42.338753412482035,44.895,46.55,13265534.0,4784544.0,88.58064516,90.03225806,245.0,11380.6,10266.45,12900.85,64908.15,61917.65,16.9,7.4,64.3711424042272,84.35483871,91.03225806,97.41935484,16.06290323,100.21,104.9,9.0,8.7,100.3,99.7,23981.0,26619.0,96.7,81408.0,86.3,86.3,1808.3,47.2,1894.6,16.1,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-04,42591.66666666666,15.133333333333333,2.0,4.0,2019.0,15.5,2132567.90921519,8107.0,662.6,560.4,7318.0,2131.0,1028.0,4003.0,196000000.0,26176742.160000004,139552142.76,30045972.38,359.916667756028,105.56949338140032,40.86666666666665,43.9568,44.831111111111106,15331659.0,4745800.0,117.86666670000001,91.46666667,222.15,1007.2,1043.9,10608.7,52379.35,70935.1,34.4,12.8,64.3711424042272,90.2,103.3,91.96666667,15.601666670000002,100.19,111.1,8.2,10.1,97.4,99.8,23253.0,27508.0,102.5,80966.0,85.2,85.2,1812.4,48.4,1897.6,17.5,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-05,43208.333333333336,13.2,2.0,5.0,2019.0,16.233333333333334,2132567.90921519,9039.0,662.6,560.4,5600.0,1788.0,849.0,3058.0,359000000.0,11585120.609999998,129194747.29000002,217762706.88,359.916667756028,105.56949338140032,41.1490654205606,43.96417910447754,44.95365853658533,15331659.0,4745800.0,91.29032258,96.03225806,219.0667,798.3667,697.6333,14821.63,65593.83,65464.2,34.4,12.8,64.3711424042272,93.90322581,87.38709677,96.38709677,14.50096774,100.39,108.7,9.4,6.5,104.0,99.8,21428.0,27508.0,102.5,80966.0,85.2,85.2,1812.4,48.4,1897.6,17.5,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-06,44083.33333333334,13.733333333333333,2.0,6.0,2019.0,15.5,2132567.90921519,8056.0,662.6,560.4,6474.0,1907.0,886.0,3483.0,223000000.0,37811627.35,132000379.09000002,54895975.34000003,359.916667756028,105.56949338140032,41.40536480686683,44.244736842105205,45.078054298642655,15331659.0,4745800.0,103.2333333,106.53333329999998,207.45,783.2,696.1,14250.2,69338.0,65146.75,34.4,12.8,64.3711424042272,104.9,95.96666667,106.66666670000001,14.581,100.19,110.4,8.1,6.5,103.8,99.2,20618.0,27508.0,102.5,80966.0,85.2,85.2,1812.4,48.4,1897.6,17.5,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-07,45798.3870967742,16.032258064516128,3.0,7.0,2019.0,16.0,2132567.90921519,9145.0,915.8,665.3,7121.0,1719.0,810.0,3846.0,480000000.0,27054852.96,202595149.67,251335113.0899999,428.92499451533007,159.42203163618385,41.32592592592591,44.36617647058824,45.0,18369075.0,7166906.0,128.63333329999998,101.5333333,192.4,755.05,679.5,13076.65,68981.1,65926.45,40.60000000000001,13.599999999999998,64.3711424042272,103.2333333,106.76666670000002,103.9333333,14.36933333,100.28,105.9,13.8,8.1,110.1,103.6,20079.0,31113.0,100.0,79144.0,78.6,78.6,1797.9,49.055666251556644,1876.5,18.0,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-08,46862.90322580645,14.0,3.0,8.0,2019.0,16.0,2132567.90921519,9058.0,915.8,665.3,7149.0,1795.0,838.0,3822.0,630000000.0,78748932.38000003,526676287.91,19488483.850000024,428.92499451533007,159.42203163618385,41.4,44.3,44.96666666666667,18369075.0,7166906.0,93.22580645,110.77419350000001,193.1,746.75,674.8,14908.6,69950.5,66891.8,40.60000000000001,13.599999999999998,64.3711424042272,106.83870970000001,99.87096774,108.77419350000001,14.31709677,99.62,102.0,15.9,8.3,108.0,99.2,19626.0,31113.0,100.0,79144.0,78.6,78.6,1797.9,49.055666251556644,1876.5,18.0,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-09,42222.5,15.6,3.0,9.0,2019.0,15.5,2132567.90921519,10198.0,915.8,665.3,7913.0,2203.0,988.0,4208.0,340000000.0,129073574.83,205899981.45000008,7132197.430000068,428.92499451533007,159.42203163618387,42.338753412482035,44.2,44.90000000000001,18369075.0,7166906.0,108.6,102.2666667,177.15,778.0,668.55,15105.5,77848.45,67074.3,40.60000000000001,13.599999999999998,64.3711424042272,104.83333329999999,98.4,105.2,14.37166667,99.87000000000002,110.3,16.0,8.9,109.7,100.0,18302.0,31113.0,100.0,79144.0,78.6,78.6,1797.9,49.055666251556644,1876.5,18.0,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-10,42733.333333333336,15.733333333333333,4.0,10.0,2019.0,16.333333333333332,2132567.90921519,8804.0,1298.4,1030.3000000000004,8828.0,2335.0,1029.0,4609.0,290000000.0,93046937.75,185950271.54,7808302.309999943,416.14391108975957,74.35302136099708,41.29999999999999,44.4725,45.19090909090911,17848214.0,3410663.0,130.5483871,101.6451613,161.2,730.8333,666.9666999999997,15121.8,74749.27,69188.17,73.0,19.200000000000006,64.3711424042272,103.19354840000001,107.7419355,103.19354840000001,14.35774194,100.47,114.5,8.0,10.8,108.2,96.2,17826.0,36977.0,107.8,78952.0,85.0,85.0,1829.9,49.5,1914.9,16.9,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-11,45925.0,15.033333333333333,4.0,11.0,2019.0,15.5,2132567.90921519,9201.0,1298.4,1030.3000000000004,8717.0,2252.0,1024.0,4577.0,650000000.0,85553894.17999996,261872994.43000004,303500782.62,416.14391108975957,74.35302136099708,41.29999999999999,44.42708333333334,46.108968609865656,17848214.0,3410663.0,109.53333329999998,101.6,240.3531094619665,718.05,676.25,14287.75,75250.8,71480.7,73.0,19.200000000000006,64.3711424042272,111.43333329999999,122.43333329999999,103.6333333,15.08566667,100.01,102.5,16.1,11.7,101.7,97.9,17919.0,36977.0,107.8,78952.0,85.0,85.0,1829.9,49.5,1914.9,16.9,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2019-12,45950.0,12.6,4.0,12.0,2019.0,15.5,2539362.315000001,10420.0,1298.4,1030.3000000000004,11114.0,3029.0,1288.0,5833.0,2000000000.0,192507528.68,831058549.3499999,983366449.94,416.14391108975957,74.35302136099708,41.59726562500021,44.240291262135905,46.31374999999991,17848214.0,3410663.0,103.16129029999999,101.61290320000002,240.3531094619665,737.5,689.0,9825.8,74363.5,70344.7,73.0,19.200000000000006,73.64516,128.19354840000003,110.80645159999999,108.5483871,13.05612903,100.23,96.8,7.3,12.7,106.1,100.2,18259.0,36977.0,107.8,78952.0,85.0,85.0,1829.9,49.5,1914.9,16.9,447535.2,4051.0,119.0,18.7,101.9,61858.0,8912.0,-13.6,1.8,6522045.0,61858.0,22597.0,1254.0,26423.0,38912.0,43.2,25921.0
2020-01,43418.333333333336,20.8,1.0,1.0,2020.0,16.4,2487234.493000004,8977.0,775.7,731.5,5935.0,1563.0,701.0,3046.0,4826611.0,2514576.14,910266.1,1401768.72,302.8406232436477,103.92932347100874,41.75501672240796,44.465624999999896,46.534154929577426,13015176.0,4914442.0,142.2903226,156.5483871,240.3531094619665,780.0,714.1,8837.15,77734.95,70876.85,20.5,15.6,63.9,157.32258059999995,160.7096774,158.0322581,15.55290323,100.34,102.4,6.6,9.0,70.0,90.5,2486.0,26916.0,105.4,78880.0,85.8,85.8,1758.9,46.4,1844.7,17.2,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-02,40612.06896551724,22.344827586206893,1.0,2.0,2020.0,15.0,2339172.8510000017,9196.0,775.7,731.5,7604.0,1778.0,750.0,3906.0,38412834.0,17383906.62,19503736.85,1525190.4400000004,302.8406232436477,103.92932347100874,41.55,44.34125,48.08,13015176.0,4914442.0,93.07142857,95.5,275.8,792.4,716.4,11947.4,74169.55,69695.05,20.5,15.6,73.0,102.67857140000001,119.7857143,98.25,15.61321429,100.39,103.0,7.7,9.3,91.2,93.5,19726.0,26916.0,105.4,78880.0,85.8,85.8,1758.9,46.4,1844.7,17.2,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-03,39911.29032258064,15.774193548387096,1.0,3.0,2020.0,16.0,2389170.691000001,8736.0,775.7,731.5,9368.0,2456.0,1018.0,4698.0,87760555.0,12787937.11,73530054.59,1930340.47,302.8406232436477,103.92932347100874,41.55,44.2,47.245,13015176.0,4914442.0,111.4193548,94.06451613,282.9,845.1,769.45,8040.7,75659.4,69107.0,20.5,15.6,71.4,124.06451609999999,109.7419355,78.93548387,13.32774194,100.8,102.4,15.0,10.4,106.5,90.6,19588.0,26916.0,105.4,78880.0,85.8,85.8,1758.9,46.4,1844.7,17.2,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-04,46818.96551724138,8.931034482758621,2.0,4.0,2020.0,15.379310344827585,2133723.7830000008,10585.0,493.09999999999985,453.90000000000015,6937.0,1494.0,665.0,3583.0,136000000.0,28084288.69,104469297.71,2634128.04,290.9266458104732,101.13909076302023,41.51041666666666,44.675,46.31458333333332,12536513.0,4687121.0,77.46666667,60.63333333,261.65,863.8,746.05,7236.425,73028.45,69330.55,23.5,17.4,42.8,87.16666667,49.86666667,21.36666667,18.99766667,101.09,96.9,9.2,4.7,63.4,77.5,41593.0,26798.0,100.4,78349.0,117.7,117.7,1773.0,34.6,1890.7,18.1,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-05,39603.44827586207,12.827586206896553,2.0,5.0,2020.0,16.689655172413794,1866301.4780000001,9962.0,493.09999999999985,453.90000000000015,6264.0,2120.0,950.0,3126.0,113000000.0,17441986.47,89594317.17000002,6309526.57,290.9266458104732,101.13909076302023,41.34,44.05,46.29818181818182,12536513.0,4687121.0,112.2903226,91.29032257999998,277.025,892.75,717.05,5950.45,70989.95,68100.55,23.5,17.4,56.5,127.4193548,84.74193548,34.19354839,16.35354839,100.17,103.1,7.0,5.0,118.4,71.9,68235.0,26798.0,100.4,78349.0,117.7,117.7,1773.0,34.6,1890.7,18.1,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-06,40675.0,15.2,2.0,6.0,2020.0,15.5,1723584.2050000003,7882.0,493.0999999999999,453.90000000000015,8905.0,2850.0,1264.0,4500.0,176000000.0,26962898.19,143769217.03,3204604.979999998,290.9266458104732,101.13909076302023,42.02984126984148,44.94472049689453,46.41718750000004,12536513.0,4687121.0,129.2666667,110.83333329999999,292.4,888.0,724.35,5811.1,72147.5,66358.4,23.5,17.4,69.6,147.9666667,113.1,61.93333333,15.22233333,100.11,99.1,8.8,8.2,124.1,73.0,88031.0,26798.0,100.4,78349.0,117.7,117.7,1773.0,34.6,1890.7,18.1,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-07,43808.87096774193,15.870967741935484,3.0,7.0,2020.0,16.0,1787393.1730000004,7944.0,808.3,729.5999999999997,10535.0,3338.0,1354.0,5138.0,377000000.0,41591962.140000015,312898133.52000004,10811719.040000003,415.3329751097554,159.4454361505569,42.443750000000136,45.218749999999936,46.548333333333346,18490325.0,7426022.0,170.6333333,112.26666670000002,240.3531094619665,886.3167,716.4333,6077.933000000001,66508.6,61936.03,31.8,15.1,74.3,147.93333330000004,141.06666669999996,86.66666667,16.97233333,100.22,90.4,14.9,9.5,107.1,71.2,109306.0,29203.0,104.7,77806.0,126.8,126.8,1811.2,49.055666251556644,1938.0,19.4,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-08,44170.967741935485,18.61290322580645,3.0,8.0,2020.0,16.0,1754281.453000001,6740.0,808.3,729.5999999999997,11961.0,4152.0,1661.0,5749.0,357000000.0,26970727.33999997,209028546.39,123172330.54,415.3329751097554,159.4454361505569,42.40526315789472,47.5,46.51052631578946,18490325.0,7426022.0,130.4193548,126.35483870000002,240.3531094619665,853.95,690.9,6087.7,66778.6,60236.85,31.8,15.1,69.3,153.4193548,117.87096770000001,97.38709677,17.29741935,99.99,87.5,9.2,8.9,108.3,73.7,126214.0,29203.0,104.7,77806.0,126.8,126.8,1811.2,49.055666251556644,1938.0,19.4,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-09,44512.06896551724,20.379310344827584,3.0,9.0,2020.0,15.586206896551724,1776483.0430000015,6972.0,808.3,729.5999999999997,15152.0,4476.0,1686.0,7180.0,540000000.0,43482616.05000001,135879523.93999994,356364389.99,415.3329751097554,159.4454361505569,42.48333333333333,47.06458333333335,46.66333333333334,18490325.0,7426022.0,143.9,116.33333329999999,240.3531094619665,831.35,752.6,6144.0,66368.75,57565.1,31.8,15.1,72.9,150.7333333,137.6,101.63333330000002,17.57933333,100.07,90.2,10.7,9.1,109.7,79.1,128678.0,29203.0,104.7,77806.0,126.8,126.8,1811.2,49.055666251556644,1938.0,19.4,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-10,43134.5,19.066666666666666,4.0,10.0,2020.0,16.2,2020018.502999999,6700.0,1066.5,832.8000000000003,15550.0,4598.0,1783.0,7355.0,340000000.0,35762898.47,184883520.4100001,101912634.20999998,461.26960244290535,66.93059059750397,42.48636363636364,45.45887096774189,46.66739130434784,20347251.0,3163522.0,174.0,112.4516129,240.3531094619665,773.75,740.25,9795.85,64047.8,60068.9,39.10000000000001,17.1,71.5,148.67741940000005,141.8709677,86.74193548,16.90387097,100.45,100.1,15.3,8.1,108.4,82.8,122040.0,38353.0,101.1,77126.0,116.4,116.4,1813.9,48.2,1930.3,21.1,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-11,46150.0,17.266666666666666,4.0,11.0,2020.0,15.5,2175656.367000001,5295.0,1066.5,832.8000000000003,13436.0,3604.0,1390.0,6424.0,240000000.0,34441967.71000001,142815099.48000002,39856413.88999999,461.26960244290535,66.93059059750397,42.42769230769231,45.84840000000001,47.599511278195656,20347251.0,3163522.0,152.0333333,109.96666670000002,240.3531094619665,770.2,674.75,9145.15,62629.6,60682.8,39.10000000000001,17.1,59.8,161.83333330000005,137.9666667,76.13333333,17.96,100.65,97.3,9.4,8.7,101.7,82.3,115008.0,38353.0,101.1,77126.0,116.4,116.4,1813.9,48.2,1930.3,21.1,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2020-12,44256.379310344826,15.06896551724138,4.0,12.0,2020.0,15.965517241379311,2449969.461999997,5034.0,1066.5,832.8000000000003,15213.0,3472.0,1382.0,7227.0,1140000000.0,67105868.98000002,798051617.75,268456293.0500001,461.26960244290535,66.93059059750397,42.49418604651163,45.95292682926829,47.53023255813953,20347251.0,3163522.0,128.9032258,125.06451609999999,240.3531094619665,802.0667000000003,706.3667,13880.3,71327.87,69934.0,39.10000000000001,17.1,64.3711424042272,199.9677419,147.8709677,85.32258065,16.33387097,100.64,103.8,7.9,8.8,107.9,83.6,106450.0,38353.0,101.1,77126.0,116.4,116.4,1813.9,48.2,1930.3,21.1,425161.0,4038.1,105.0,22.2,94.2,60237.0,8348.0,-12.9,2.6,6698420.0,60237.0,10460.0,1622.0,24843.0,50696.0,43.9,26632.0
2021-01,50887.5,17.966666666666665,1.0,1.0,2021.0,16.2,2380150.1440000017,4622.0,821.1999999999997,756.4,7073.0,2026.0,704.0,3230.0,7159486.0,245064.53,0.0,5425031.0,309.34776452051693,104.08432950973251,42.74980079681275,45.45436893203875,46.2,13745392.0,4903785.0,170.0967742,177.2258065,240.3531094619665,958.05,906.5,16097.0,79695.4,73944.25,28.2,16.2,64.3711424042272,212.516129,192.8709677,149.9032258,17.90548387,100.54,97.8,17.5,4.8,74.0,98.9,96874.0,27150.0,100.1,76306.0,96.2,96.2,1836.1,43.2,1932.3,22.1,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-02,42727.67857142857,20.928571428571427,1.0,2.0,2021.0,14.5,2198648.174999996,5512.0,821.1999999999997,756.4,11140.0,2711.0,975.0,5122.0,16325611.0,9177566.98,4519977.17,1503279.7000000004,309.34776452051693,104.08432950973257,43.026642335766304,45.83032258064515,47.53043478260869,13745392.0,4903785.0,133.4285714,124.3928571,240.3531094619665,1330.3,1081.915,16483.4,83001.7,61569.89,28.2,16.2,64.3711424042272,172.8571429,161.25,94.39285714,19.9175,100.53,102.0,9.5,9.9,89.6,99.3,90783.0,27150.0,100.1,76306.0,96.2,96.2,1836.1,43.2,1932.3,22.1,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-03,46384.596774193546,23.387096774193548,1.0,3.0,2021.0,16.0,2352345.975,7324.0,821.1999999999997,756.4,13932.0,3340.0,1216.0,6355.0,121514903.0,10232504.38,91552337.64,2963096.07,309.34776452051693,104.08432950973251,43.35689655172431,46.18273809523814,47.610294117647115,13745392.0,4903785.0,162.61290319999995,124.3870968,240.3531094619665,1312.567,1016.3330000000001,24388.3,86958.12,69623.71,28.2,16.2,64.3711424042272,175.0322581,175.4193548,103.90322579999999,17.68225806,100.62,102.1,8.9,9.8,107.1,102.4,75579.0,27150.0,100.1,76306.0,96.2,96.2,1836.1,43.2,1932.3,22.1,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
2021-04,48900.0,19.766666666666666,2.0,4.0,2021.0,15.5,2055034.6670000008,7666.0,801.4999999999999,728.1999999999997,14935.0,3796.0,1317.0,6662.0,125000000.0,19752800.96,92329302.32,7085320.990000001,357.3231645072703,109.56322263352895,43.87657894736844,46.83962962962961,47.89759999999999,16311634.0,5254721.0,246.0,130.9333333,240.3531094619665,1021.35,970.8350000000003,27099.35,82219.35,75321.5,24.500000000000004,13.2,64.3711424042272,186.6333333,184.66666669999998,104.4333333,17.267,101.03,107.0,9.0,9.7,101.6,119.3,67674.0,29244.0,99.9,75845.0,87.0,87.0,1820.1,47.5,1907.1,23.6,433819.4281040892,4013.8,105.1,18.756505576208177,99.78163568773235,57053.0,8111.0,36.3,1.5,7125795.0,57053.0,8966.0,1771.0,25437.364312267666,44168.218587360585,44.0,25772.0
