year_month,avg_salary,count_in_day,quarter,month,year,split,из_нежилых_Промышленные_здания_quarter,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_92_бензин_розничные_цены_month,Цена_на_95_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_нежилых_коммерческие_здания_quarter,Индекс_потребительской_активности_-_Сбериндекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Московская область_Индекс потребительских цен на товары и услуги,Московская область_Индекс промышленного производства (по месяцам),Московская область_Коэффициент ликвидации организаций (по месяцам),Московская область_Коэффициент рождаемости организаций на организаций по субъектам Российской Федерации,Московская область_Оборот розничной торговли (в % к пред месяцу),Московская область_Объем платных услуг населению,Московская область_Численность зарегистрированных безработных (по месяцам),Московская область_Cреднедушевые денежные доходы,Московская область_Индекс производства продукции сельского хозяйства (поквартально),Московская область_Количество организаций,Московская область_Уровень безработицы (по методологии МОТ),Московская область_Численность безработных (МОТ),Московская область_Численность занятых (по обследованиям),Московская область_Численность принятых работников (по кварталам),Московская область_Численность рабочей силы,Московская область_Численность требуемых работников на вакантные рабочие места,Московская область__ВРП на душу населения,Московская область__Численность населения на январ,Московская область_Динамика инвестиций в ОК (%),Московская область_Доля инвестиций в ОК к ВРП,Московская область_Индекс физического объема ВРП,Московская область_Количество активных предприятий,Московская область_Количество умерших предприятий,Московская область_Коэффициент миграционного прироста,Московская область_Коэффициент напряженности на рынке труда,Московская область_Наличие основных фондов,Московская область_Показатели предпринимательской активности _акти,Московская область_Показатели предпринимательской активности _рос,Московская область_Показатели предпринимательской активности _уга,Московская область_Потребительские расходы в среднем на душу населения,Московская область_Потребность в работниках,Московская область_Степень износа ОФ,"Московская область_Численность обучающихся (квалиф рабочие, служащие)"
2022-03,72244.59677419356,41.903225806451616,1.0,3.0,2022.0,16.0,65.7,10610978.88200001,25053.0,6165.8,5405.8,36992.0,16225.0,3069.0,7743.0,938669988.9519156,148626660.57973665,370728957.0665964,412799288.88878214,716.3100843051907,408.1723424247934,46.82261111111097,51.4044008958566,53.47536979166635,35114147.7,21778735.6,86.45161290322581,1225.35,1114.75,410.75,102777.3,109423.2,30269.05,471.1,60.8,124.22580645161293,17.07225806,107.27,108.3,7.2,7.0,104.7,115.4,19560.0,49228.0,103.2,187232.0,124.2,124.2,4021.700493691717,152.7,4157.4,133.1,656649.1163862472,7625.794898518926,108.0684585847504,20.633577176298466,102.36466715435259,160045.49808008777,23167.382885353807,123.84575973669777,2.5257816785518377,22597299.1574328,160045.49808008777,35756.21009325288,9783.244651673067,36713.061448427216,45875.83174835406,29.262589138782225,18536.91497531541
2022-04,74216.66666666669,39.13333333333333,2.0,4.0,2022.0,15.5,111.5,9429896.279999996,26451.0,5209.0999999999985,4074.3,13184.0,8238.0,1386.0,2758.0,938669988.9519156,148626660.57973665,370728957.0665964,412799288.88878214,875.7536038570357,436.82236025837346,46.794913741820366,51.38085040347612,53.36780421481975,42953793.89999999,23268364.4,88.06666666666666,1152.95,1152.5,431.35,114995.5,120414.9,31180.95,614.1,59.4,118.7333333333333,16.644000000000002,101.72,99.2,7.5,7.8,81.2,102.5,21604.0,58453.0,103.1,186278.0,130.9,130.9,4021.700493691717,146.2,4158.7,144.7,656649.1163862472,7625.794898518926,108.0684585847504,20.633577176298466,102.36466715435259,160045.49808008777,23167.382885353807,123.84575973669777,2.5257816785518377,22597299.1574328,160045.49808008777,35756.21009325288,9783.244651673067,36713.061448427216,45875.83174835406,29.262589138782225,18536.91497531541
2022-05,73287.16129032258,42.67741935483871,2.0,5.0,2022.0,16.0,111.5,8595551.670000004,28171.0,5209.0999999999985,4074.3,14686.0,11086.0,1549.0,2486.0,938669988.9519156,148626660.57973665,370728957.0665964,412799288.88878214,875.7536038570357,436.82236025837346,46.72719376391966,51.33627278071728,53.12705450091864,42953793.89999999,23268364.4,90.29032258064517,1143.5,1217.15,463.8,115020.8,130902.8,36660.6,614.1,59.4,103.09677419354841,15.11548387,100.32,99.9,9.8,6.771819479545043,103.9,97.7,21866.0,58453.0,103.1,186278.0,130.9,130.9,4021.700493691717,146.2,4158.7,144.7,656649.1163862472,7625.794898518926,108.0684585847504,20.633577176298466,102.36466715435259,160045.49808008777,23167.382885353807,123.84575973669777,2.5257816785518377,22597299.1574328,160045.49808008777,35756.21009325288,9783.244651673067,36713.061448427216,45875.83174835406,29.262589138782225,18536.91497531541
2022-06,72937.16666666669,45.83333333333334,2.0,6.0,2022.0,15.5,111.5,7910992.531000001,29036.0,5209.0999999999985,4074.3,24517.0,16164.0,2030.0,4045.0,938669988.9519156,148626660.57973665,370728957.0665964,412799288.88878214,875.7536038570357,436.82236025837346,46.678022471910104,51.369589923842994,53.30715590345692,42953793.89999999,23268364.4,94.03333333333332,1207.0330000000001,1136.433,474.5667,119374.5,133420.4,38267.37,614.1,63.1,101.8,16.26066667,99.83,92.6,7.1,7.5,101.5,97.5,22334.0,58453.0,103.1,186278.0,130.9,130.9,4021.700493691717,146.2,4158.7,144.7,656649.1163862472,7625.794898518926,108.0684585847504,20.633577176298466,102.36466715435259,160045.49808008777,23167.382885353807,123.84575973669777,2.5257816785518377,22597299.1574328,160045.49808008777,35756.21009325288,9783.244651673067,36713.061448427216,45875.83174835406,29.262589138782225,18536.91497531541
2022-07,74387.25806451614,45.451612903225815,3.0,7.0,2022.0,16.0,180.2,8285503.930999997,28256.0,4714.700000000002,3761.5,29917.0,16708.0,2124.0,5202.0,938669988.9519156,148626660.57973665,370728957.0665964,412799288.88878214,780.6883718412853,380.1562926503666,46.63743859649134,51.328189884649184,53.29710434782599,34886068.03711151,17812073.972516757,77.3,1356.9,966.1,449.0,132389.8,135633.1,44069.0,470.5999999999999,61.0,99.16666666666669,19.95,99.57,99.4,7.355374142279841,8.14190013832009,105.3,95.7,50874.92065868264,48774.2000998004,103.46292415169658,205567.21806387228,129.03483033932142,129.03483033932142,4021.700493691717,149.92261613691932,4151.524151696607,98.55818363273451,656649.1163862472,7625.794898518926,108.0684585847504,20.633577176298466,102.36466715435259,160045.49808008777,23167.382885353807,123.84575973669777,2.5257816785518377,22597299.1574328,160045.49808008777,35756.21009325288,9783.244651673067,36713.061448427216,45875.83174835406,29.262589138782225,18536.91497531541
2022-08,72538.70967741935,49.032258064516135,3.0,8.0,2022.0,16.0,180.2,8547243.078999996,28484.0,4714.700000000002,3761.5,39132.0,19796.0,2481.0,6608.0,938669988.9519156,148626660.57973665,370728957.0665964,412799288.88878214,780.6883718412853,380.1562926503666,46.668400239664535,51.273651295009486,53.53980533926613,34886068.03711151,17812073.972516757,96.93548387096772,1409.5,957.45,433.0,140959.0,133144.4,50388.65,470.5999999999999,59.4,98.06451612903228,15.30967742,99.59,102.6,5.691294647692075,9.016180388589252,101.8,99.1,50874.92065868264,48774.2000998004,103.46292415169658,205567.21806387228,129.03483033932142,129.03483033932142,4021.700493691717,149.92261613691932,4151.524151696607,98.55818363273451,656649.1163862472,7625.794898518926,108.0684585847504,20.633577176298466,102.36466715435259,160045.49808008777,23167.382885353807,123.84575973669777,2.5257816785518377,22597299.1574328,160045.49808008777,35756.21009325288,9783.244651673067,36713.061448427216,45875.83174835406,29.262589138782225,18536.91497531541
2022-09,76741.66666666669,46.66666666666666,3.0,9.0,2022.0,15.5,180.2,8711138.227999993,28437.0,4714.700000000002,3761.5,41967.0,20032.0,2525.0,7157.0,938669988.9519156,148626660.57973665,370728957.0665964,412799288.88878214,780.6883718412853,380.1562926503666,46.71821149425272,51.376883116883285,53.93183213429281,34886068.03711151,17812073.972516757,83.1,1468.15,995.85,431.7,140421.1,135882.0,56130.55,470.59999999999985,55.6,98.46666666666668,17.666999999999994,100.4,103.9,7.434462190140692,9.357913163752677,93.7,97.2,50874.92065868264,48774.2000998004,103.46292415169658,205567.21806387228,129.03483033932142,129.03483033932142,4021.700493691717,149.92261613691932,4151.524151696607,98.55818363273451,656649.1163862472,7625.794898518926,108.0684585847504,20.633577176298466,102.36466715435259,160045.49808008777,23167.382885353807,123.84575973669777,2.5257816785518377,22597299.1574328,160045.49808008777,35756.21009325288,9783.244651673067,36713.061448427216,45875.83174835406,29.262589138782225,18536.91497531541
2022-10,71538.46153846152,23.153846153846153,4.0,10.0,2022.0,16.0,337.2503121233563,9257795.334019903,27317.36914417292,7593.399469986029,5060.570800841994,47998.163595573475,18896.593373767184,2824.8433078624066,9319.727301897392,727054716.9880294,172305913.30099452,307285573.37935024,168804564.4869808,761.6145329615725,409.7065062609804,46.66887379290906,51.427984542476,52.13146581606288,37051200.72395092,21449867.15688735,99.80068210556738,1376.3867881263488,976.2636629833798,378.4425569134087,109887.52445243397,112398.57707823807,49707.29949583913,443.46296448484435,69.0269115004663,130.0829490770879,20.505073450208908,100.972535546569,112.08362060082905,6.6336943872630325,8.048344685890065,101.3054165450377,112.42581178992424,39161.52365658058,64370.63831662988,106.29894176101746,188003.1408152669,130.91742021803523,130.91742021803523,4022.2838775318046,153.00408221987792,4160.944177671383,145.54092068704136,679450.1333794693,7733.3346690103845,101.3130653192583,20.5836169944471,102.36466715435259,147325.21062983555,17805.12446443743,123.84575973669777,2.4638296554132686,35064563.530767106,147325.21062983555,31577.89997630816,6887.107128118162,37134.265309140144,46957.49931930421,24.61791786299241,19352.396417255863
2022-11,,,4.0,11.0,2022.0,15.5,337.24423114216927,9463860.883869056,26417.262825966533,7576.913724657665,5048.187382267906,48758.45609244005,19756.69704784049,2951.953366209932,9269.037522704368,1238673678.7628672,217133710.03852487,691580466.9681821,334891550.12412566,761.5878879628199,409.6843434651259,46.93348452880994,51.74277460241382,53.268348882630555,37049710.24341521,21437214.550504044,96.79135992404608,1394.2611506555234,969.0245580406793,385.029485629394,110898.02640729783,98636.49505158783,49478.498637825935,460.3286338679729,65.76149865205845,125.80992243477422,21.105656703760946,101.26935795781502,115.32113088476973,7.12196705589897,6.952414725522572,99.32356630743394,113.12104189305893,36475.24927250458,64333.08446034008,106.29893664709049,188564.54858952976,130.86277410276602,130.86277410276602,4022.280885748549,152.9904040122816,4160.943735326444,144.55345501234405,679434.7052180243,7733.300384969587,101.29137269419554,20.583616228678387,102.36466715435259,147298.72973745543,17729.323671246766,123.84575973669777,2.4635505180223727,34988110.933236234,147298.72973745543,31624.752557662592,6877.233704935654,37134.13227503384,46957.364224775985,24.60552121210815,19350.463388241285
2022-12,,,4.0,12.0,2022.0,15.754098360655734,337.2381422877803,10639737.45127717,26666.124968825483,7560.702495282167,5036.024771624736,57734.93008849332,20499.148451338595,3333.20241104342,10816.866674091336,4454803209.905052,962996497.0355947,2120516478.8915355,1408154981.843174,761.5611698308148,409.6622480018915,47.13837974981846,51.98300561004146,54.32173802755889,37048224.27566995,21424695.62325892,100.71469440217312,1350.782937427593,952.3469293151027,392.9290852098432,121048.16435096599,99014.95306121344,43824.04782818255,460.3286338679729,68.2170626532466,122.9034417687825,20.284217362983245,101.15944924875237,110.90349396885608,8.429651710365116,6.645152390163712,117.30452686358605,108.37793583460213,38112.46268690064,64295.88327600433,106.29893153281724,189095.84313418588,130.8086567281331,130.8086567281331,4022.277892640553,152.9767742937961,4160.943292933521,143.6027635469218,679419.3073029353,7733.266130585269,101.26949955075881,20.583615462979363,102.36466715435259,147272.10175856942,17652.27328649247,123.84575973669777,2.463272330314441,34913504.803704835,147272.10175856942,31667.703036662948,6866.623105766888,37133.99935995991,46957.22921392546,24.592997423952497,19348.53700848808
2023-01,,,1.0,1.0,2023.0,16.0,78.83940767341524,10011060.384861587,24582.587897303605,3733.6623013667495,2873.553239310743,29699.736310803768,13536.393702775233,2125.8231842543432,5715.231436335733,40287501.75297174,4438058.044013558,25400950.64625412,0.0,704.3654780875279,379.3620203081614,46.349095236859796,51.2360296387315,53.66951067123554,35158001.95362513,20859887.12419849,151.12091001555785,1474.9215277457886,1038.8464241326492,445.0680293179025,129948.1478651042,104105.88003222046,48897.47150001634,429.6412686952808,63.58834359314661,171.38341506573838,20.057932499722614,101.39262923878469,108.85421651290336,5.707126838547454,5.479500528360669,74.21518286101136,115.40932553828593,40821.56618084215,50501.099832987566,103.1580286259275,184159.1729548397,133.6681199215961,133.6681199215961,4012.3134512605684,155.83562162825646,4142.690425306632,151.73661054311358,671985.8756205009,7758.637363487442,103.10154053087528,20.644839113693628,102.69864226505159,149061.8824581823,16340.56793839867,165.07216231897473,2.5746965573352854,38701318.31995699,149061.8824581823,44631.206869087815,5018.994536528009,37107.7689634463,46214.912701437774,24.794908543611477,19671.052802670074
2023-02,,,1.0,2.0,2023.0,14.5,78.83858051167594,9681706.992978927,25477.30305131167,3724.373876529245,2865.5064672813587,40116.751012939465,19331.746474407788,2679.8484230278104,7890.6642392064905,325309949.51442856,34776486.23851911,133451724.04529954,136589410.90635726,704.348856776469,379.3209693703176,46.46777155491228,51.28153570034414,53.737687205367905,35154101.142988525,20833995.42853797,92.74750951357832,1445.6230052910266,1053.2663366241811,405.63639518538025,127322.36975240154,109599.62497065867,48873.838950005,441.5135573110056,64.92497067878381,129.68235140982063,20.057714823145176,101.14207278864477,112.72931502592728,5.9075054969208605,6.5910236488791165,99.53085626051495,111.54242709122036,42918.45081479782,50451.355274374095,103.15802720340172,184295.96021020733,133.60175366072477,133.60175366072477,4012.3032171197337,155.83026508661283,4142.689839188294,151.52166105486126,671970.9648475699,7758.568144515993,103.07783347895729,20.64483860148052,102.69854914769527,149011.7861612788,16273.607361581591,165.07060432713482,2.574617743114503,38592711.12129771,149011.7861612788,44718.16926586898,4991.778920904122,37107.59222768191,46214.80830687771,24.777690344187537,19667.691664440168
2023-03,,,1.0,3.0,2023.0,16.0,78.83775226370798,9592540.911492072,24567.78912349329,3715.242379123837,2857.6053166154447,44123.878878336014,18904.571944719428,2855.1092926373053,8022.689266268657,674906314.5680939,51244953.99051393,307887960.3192082,260771911.02964783,704.3321891427522,379.280045933219,47.06861778592507,51.80194226441503,53.74199493798599,35150212.60558958,20808398.710485067,91.28654913588323,1317.4812783566838,1122.0348181720858,423.6537319655115,111294.37170373893,119047.54204337145,32367.70868101588,450.0058328642535,64.02580352514349,126.79365494413936,18.281126448988665,101.04164638272093,109.27660384295253,5.382807636202839,7.102803988264305,115.36757571680172,116.0298767810962,43637.81169235157,50402.10941787927,103.1580257807795,187311.39310858256,133.5360351984922,133.5360351984922,4012.298322973097,155.82492681477996,4142.689253006392,151.31161336597438,671956.0830397154,7758.498985809543,103.05512623059766,20.64483808931399,102.69851776212454,148961.42305573294,16205.449445577951,165.07063205260783,2.5745391824643744,38486730.76029536,148961.42305573294,44813.37774852999,4972.397550298362,37107.41565011846,46214.703976578836,24.76029712854019,19664.342427987805
2023-04,,,2.0,4.0,2023.0,15.5,93.84132873319984,9272789.882723128,25721.436464110673,4313.118131331497,3059.4855779915033,39023.40696245339,18889.99481011533,2754.739244889517,7489.359319214972,537702225.5666852,63722230.75591326,397900244.07352746,182280365.9551181,617.3796632436303,384.2769088079506,47.55297631030199,52.19100051138109,53.62532924245287,30802050.553288896,20084649.25574847,95.32813215845408,1253.8294098573351,1107.1884871815544,377.47205197112396,124162.87153147733,121172.63406243488,35862.24850386654,646.9927432820423,63.58445761233989,121.18342748439709,20.05727892099771,101.20830349548484,110.61490483483976,4.299256313118958,7.914412990355013,98.82920667215818,115.3245085587932,54968.93902224998,57962.092178808976,101.19411742006456,189690.55732162873,132.45690397375964,132.45690397375964,3981.613460465888,149.18681403001355,4125.940468967489,164.27559620534538,671941.2301126203,7758.429887289428,103.03230589552427,20.644837577194053,102.69851842150094,148910.79100092815,16136.061785778213,165.0707381842658,2.5744608741631385,38383283.07432284,148910.79100092815,45045.79896111663,4969.826472258231,37107.23923054364,46214.599710481816,24.74272621458168,19661.005030208482
2023-05,,,2.0,5.0,2023.0,16.0,93.83891468208708,8623479.665109968,26953.78766725432,4298.852232576485,3048.0368397260936,29461.621085448867,15865.802608285183,2276.739624034497,5702.633405005571,448015394.8681479,53870252.98982269,222311294.31584668,192976006.9773025,617.3237099162081,384.2570417512073,47.85464974870774,52.882250825249216,54.82301299184557,30798664.02173945,20073998.54403916,99.77555604469069,1266.9067519443538,1119.0807877766147,396.26789265566805,124129.67559553395,121097.52885972164,37833.50749231109,651.800681654373,63.583159314408704,105.22055169670902,20.05706069496597,101.07329777250263,107.85943498158652,3.420425271537823,6.871029506102492,103.5401207162692,113.15300117138577,51875.579066127975,57888.23792146669,101.19411045276159,191320.48182443538,132.37116759196786,132.37116759196786,3981.610943213857,149.18173770988946,4125.939739518803,164.0573676789223,671926.4059822928,7758.360848877114,103.00928870253517,20.644837065120694,102.69852508231995,148859.88783673075,16065.41079760331,165.0708168745041,2.5743828169968697,38282278.34813166,148859.88783673075,45230.79985179101,4945.137086725147,37107.062968745486,46214.49550852741,24.72497486513956,19657.67940844304
2023-06,,,2.0,6.0,2023.0,15.5,93.83649752807564,8050467.031480257,28565.98585898964,4284.847187384909,3036.813655991361,34867.09950528923,18727.650503727647,2481.3442825078155,7333.344571669154,546151779.0868164,112622486.6235948,192664257.2952861,265744897.1407309,617.2676075055431,384.2372339166845,48.30333428940595,53.27235788242776,55.113210099925716,30795288.09528524,20063452.99845002,103.37330739547428,1271.231010713942,1130.9312601786053,419.4688732852322,128766.17958921164,106211.60413304788,36623.074779963776,654.6139277281762,64.02264429340522,116.38033066535921,20.056842285320407,101.00266454934305,111.83187769321206,3.901551916018436,7.104927942195832,101.55887865581049,113.68954498964615,48955.24852003337,57815.15905286479,101.19410348498708,191572.86504796805,132.2863065275901,132.2863065275901,3981.6085173667525,149.1766786156814,4125.939009991046,163.84395112698024,671911.6105650683,7758.2918704942,102.98607019819008,20.64483655309391,102.69853830896318,148808.71137981207,15993.461662302458,165.0708956057206,2.574305009759416,38183631.05434927,148808.71137981207,45384.64208432958,4938.662612287259,37106.88686451247,46214.391370656434,24.70704028653533,19654.365500473705
2023-07,,,3.0,7.0,2023.0,16.0,176.5320707525621,8433073.25247963,29025.081487886324,5071.922504095265,4061.3876526069457,44095.44761498694,19323.3633273722,2235.6789918567592,8120.180648171852,993370791.2464057,131639342.290264,336463286.5060112,611931296.3004553,791.3173621123402,421.3646100329866,48.25663896734313,53.22357381855749,55.07991609100576,38940734.80963007,22728835.15311995,99.18900078050436,1424.7820894167346,1042.2265741460506,399.0599616948815,142737.60440707929,120948.8994715882,37290.3807130006,464.1199511038722,64.02158878124698,129.55976752111462,20.056623691829206,100.83599410570784,113.3925494427462,6.605908684114847,8.152281899888742,101.81805211933771,114.5642135322922,57846.73075628723,58323.49703859831,103.38962918278459,190096.58835047722,129.774523797736,129.774523797736,4006.875167768908,159.45190331192163,4133.705175718267,167.11281798404943,671896.8437776052,7758.222952062434,102.96264823774614,20.644836041113685,102.69857321307065,148757.25942333657,15920.178269735603,165.07100325170902,2.574227451252337,38087259.61193723,148757.25942333657,45516.31486249062,4915.292285253366,37106.710917633376,46214.287296809816,24.688919627118644,19651.063244520257
2023-08,,,3.0,8.0,2023.0,16.0,176.5283950464246,8574991.574048653,30550.256514017958,5069.681158615748,4059.4084099785546,45855.39832620594,22618.70324811797,2610.8808061857762,8750.38088586209,1081173747.5514581,157529023.53897607,280198601.26746976,622681511.2386558,791.2622441427341,421.3316311219471,48.28400124101146,53.23268152637458,55.060165911450326,38937611.28959496,22702280.35365209,111.07909255345692,1380.3060217343673,1034.1414760424543,396.23471127931015,149917.61416802247,120875.36423111249,38293.31409826988,465.6992645891351,64.0205320481119,126.45754332798485,20.05640491426013,100.42821449582763,111.01923176071743,5.506669704431468,7.219320181846286,101.85904697268086,112.39477486516985,57768.012650959376,58269.063246533806,103.38962206287172,190578.97056531627,129.7110853003761,129.7110853003761,4006.872731009803,159.43510811632947,4133.704882722712,166.268409055198,671882.1055368837,7758.154093503683,102.93902069171233,20.644835529180025,102.69867936521769,148705.52973664386,15845.523157942815,165.07108294218781,2.5741501402848423,37993086.16117614,148705.52973664386,45631.33922690987,4903.399601274992,37106.535127897434,46214.1832869285,24.67060997575581,19647.772579236134
2023-09,,,3.0,9.0,2023.0,15.5,176.5247145697324,8751319.179842032,30720.825371632887,5067.467763816471,4057.4551218449683,47032.78015249203,22898.17411463149,2796.034464400113,8137.0865663501,1146334726.3138838,157484808.4749792,528119658.8591564,412279068.4833977,791.206976321113,421.29875185523764,48.3308845065471,53.26246042302818,54.955214788329286,38934497.32655946,22676018.08807147,102.15252077314017,1457.0446200768445,1030.5048964398136,443.4649893274336,145542.81129076338,120802.3413847132,44348.38365344597,468.159579957588,64.01947409188017,128.3812052147879,20.056185952380574,100.58481309797442,114.60265416997316,5.938493363794625,6.898251998687848,96.62403827714476,111.24083144762392,56829.73627918741,58215.15923384368,103.38961494247684,191033.4426924086,129.64824840715482,129.64824840715482,4006.870194201721,159.41837201903203,4133.704589695329,165.44822914550096,671867.3957602053,7758.085294739964,102.91518705077759,20.64483501729291,102.6990753877908,148653.52006492726,15769.457449288207,165.07119145710018,2.5740730756737307,37901036.35387306,148653.52006492726,45733.37333576182,4881.20086686672,37106.35949509419,46214.07934095356,24.65210836027064,19644.493443704705
2023-10,,,4.0,10.0,2023.0,16.0,334.55948048412426,9287834.372642692,30266.528610645884,8158.039352705975,5456.143278021691,53734.25771366234,21743.1496693054,2971.445267844344,9649.423425518193,768815285.286854,182524591.72376657,338588183.1373459,168591810.2391162,748.7536229068661,416.8636548356231,48.275222892320755,53.30968231789241,54.56769883198451,37706335.2636823,22627621.06760714,99.52923679004887,1444.3932046724328,1010.1387325751117,390.1174021775296,118311.89828370648,116412.50000271725,51276.69773547112,514.1665858313719,68.53705883994937,132.73983283627666,20.39924131879943,101.15837404247549,112.41136851496564,5.276091914225564,8.165540941771306,101.36417096499241,115.0141933327098,44350.382300040656,67556.04099695764,106.2556968585548,185224.96637732975,126.62310471173066,126.62310471173066,4028.056816914625,156.0982944034809,4158.230319142717,163.98283215004403,687225.8747714083,7772.990199097411,101.76127244975507,20.59484706617456,102.70061461068691,146155.83331246683,15162.400678936534,165.07222404982898,2.510861632621859,39202363.56585108,146155.83331246683,45344.15822845298,4756.673156382232,37332.02292292671,47129.92212629951,22.956053262718118,19727.07204814026
2023-11,,,4.0,11.0,2023.0,15.5,334.5516577435081,9494560.248466546,29533.075903016103,8136.857983521972,5440.23807395405,54527.952422246846,22695.92143370487,3104.492307308286,9595.976616118729,1309481694.0504394,229947593.03026468,761437465.8066268,334469422.41566366,748.7093051286337,416.8307015887342,48.5443211314857,53.630235204369534,55.748054370725185,37703854.55407026,22608912.511768743,96.52803990363032,1462.8682422058675,1002.5514951140332,396.87707786700776,119345.89860005696,102148.50165600756,51036.573597421884,531.9672300398233,65.29454299670388,128.3751654533229,20.996677930263505,101.45571416893,115.65826357215862,5.639149808487206,7.053529859213947,99.38116852351645,115.72044256055777,41255.39914452069,67503.55446096412,106.25569028057195,185817.50402795943,126.55291012166617,126.55291012166617,4028.052507637183,156.07913427997804,4158.229729575141,162.67884841731907,687202.8617069129,7772.9388008675905,101.72865255007001,20.594845789433254,102.70664064399898,146116.01565381035,15064.894981004172,165.1010313332081,2.5105024780610083,39076683.10896739,146116.01565381035,45393.10095772136,4739.499688414623,37331.8014568213,47129.733792200714,22.935096447326565,19724.498130325905
2023-12,,,4.0,12.0,2023.0,16.0,334.5438248733344,10674241.85823094,29582.66370807351,8116.028774726305,5424.6160073736355,64499.8886220986,23511.4824335128,3504.7034662190417,11197.282889295031,4708251928.839021,1019548457.1876851,2332923300.122533,1406379829.019749,748.6648655770094,416.7978481724141,48.751634566919385,53.873482604006426,56.84070828588121,37701381.34641799,22590399.82519921,100.44063885527667,1416.9791645296125,985.2021142847577,404.9888291406041,130211.07610190113,102530.0052572794,45200.452561787155,533.632665515217,67.73238386485671,125.40517131846102,20.179434993571295,101.34557466310926,111.22763305928585,6.643581348897053,6.741681742524777,117.3725537620692,110.86358519592092,43053.21454916908,67451.56005692338,106.25568370214368,186379.43873488958,126.48339410083142,126.48339410083142,4028.063609497818,156.06004203768418,4158.229139943604,161.42274852475194,687179.8936738677,7772.887447060251,101.69992773468888,20.594844512808145,102.73035892657936,146075.97555161623,14965.779322678269,165.9934873757884,2.510144545021007,38954012.32586096,146075.97555161623,45438.808021848694,4712.6532675103945,37331.580188802414,47129.545574648386,22.913923768122,19721.933051449167
2024-01,,,1.0,1.0,2024.0,16.0,78.20911151012284,10043517.236148782,27326.601949756645,4006.2278767084363,3093.866549138427,33146.08357296453,15501.492128469043,2234.734776381515,5915.641915114309,42568777.27356609,4697413.73881627,27924237.60150495,0.0,692.4208718698651,385.9602659924185,47.93082666041853,53.09371130711875,56.14865618886397,35776925.26703141,21989737.580248106,150.7096004508513,1546.9072916186826,1074.5830301658114,458.69316854197166,139723.09573020838,107790.76006444092,50429.2108862382,457.5391912424548,63.136283965074774,174.8660587973286,19.954274429836023,101.57915508654163,109.17228868387112,4.476169118063272,5.559001056721337,74.25821943321363,118.05119064594312,46056.957726052686,52969.624791234455,103.116057251855,181549.9859515395,130.25605068671803,130.25605068671803,4018.137901154945,158.9712432565129,4139.988031633289,170.37322108622723,679654.2552376278,7798.371704359301,103.59318179943173,20.656101051088786,102.98286178708076,151669.84921553414,13821.757251198227,166.3938721623271,2.6236114361187326,43137403.97993549,151669.84921553414,60117.31781686724,11168.519351304742,37305.12272095584,46384.453177979616,23.092362815417207,20050.063363204088
2024-02,,,1.0,2.0,2024.0,15.0,78.20787076751394,9713087.569638574,27963.51531774181,3994.6173456615556,3083.8080841016967,44727.30121552735,22104.61971161168,2816.560528784764,8166.552318941988,343644076.95553565,36798940.29703821,146599748.01662445,136417186.9427145,692.3876292477472,385.9089523201136,48.04905601078264,53.13526635328432,56.21046328237095,35772049.25373565,21957372.960672468,92.49501902715664,1515.89300793654,1089.3954207802262,418.0227903707605,136840.13950480314,113467.54994131734,50400.8518262246,468.33745839144655,64.46313515142279,132.31314225457828,19.9540132179431,101.32810918296713,113.05863005185455,4.610007329227813,6.686535473318673,99.58857032564372,114.09091250946443,48364.563518497285,52907.44409296762,103.11605440680344,181720.13186098792,130.17309286062888,130.17309286062888,4018.126507896924,158.96053017322572,4139.987298985368,169.9433221097225,679631.8890782313,7798.285180644989,103.55845257573138,20.656100026662568,102.98271584697069,151607.2288399554,13732.476482108788,166.3921730639413,2.623453807677168,42974493.18194657,151607.2288399554,60233.72076536803,11163.157475908762,37304.85761730925,46384.29658613954,23.066535516281306,20046.0299973282
