year_month,avg_salary,count_in_day,quarter,month,year,split,из_нежилых_Промышленные_здания_quarter,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_нежилых_коммерческие_здания_quarter,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Челябинская область_Индекс потребительских цен на товары и услуги,Челябинская область_Индекс промышленного производства (по месяцам),Челябинская область_Коэффициент ликвидации организаций (по месяцам),Челябинская область_Коэффициент рождаемости организаций на  организаций по субъектам Российской Федерации,Челябинская область_Оборот розничной торговли (в % к пред месяцу),Челябинская область_Объем платных услуг населению,Челябинская область_Численность зарегистрированных безработных (по месяцам),Челябинская область_Cреднедушевые денежные доходы,Челябинская область_Индекс производства продукции сельского хозяйства (поквартально),Челябинская область_Количество организаций,Челябинская область_Уровень безработицы (по методологии МОТ),Челябинская область_Численность безработных (МОТ),Челябинская область_Численность занятых (по обследованиям),Челябинская область_Численность принятых работников (по кварталам),Челябинская область_Численность рабочей силы,Челябинская область_Численность требуемых работников на вакантные рабочие места,Челябинская область__ВРП на душу населения,Челябинская область__Численность населения на  январ,Челябинская область_Динамика инвестиций в ОК (%),Челябинская область_Доля инвестиций в ОК к ВРП,Челябинская область_Индекс физического объема ВРП,Челябинская область_Количество активных предприятий,Челябинская область_Количество умерших предприятий,Челябинская область_Коэффициент миграционного прироста,Челябинская область_Коэффициент напряженности на рынке труда,Челябинская область_Наличие основных фондов,Челябинская область_Показатели предпринимательской активности _акти,Челябинская область_Показатели предпринимательской активности _рос,Челябинская область_Показатели предпринимательской активности _уга,Челябинская область_Потребительские расходы в среднем на душу населения,Челябинская область_Потребность в работниках,Челябинская область_Степень износа ОФ,"Челябинская область_Численность обучающихся (квалиф рабочие, служащие)"
2021-01,41277.5,17.285714285714285,1.0,1.0,2021.0,17.107142857142858,35.8,3371915.939999998,3627.0,385.9,319.2,4919.0,1104.0,423.0,2692.0,6266873.67,4981257.31,874452.0,349851.86,170.14335674286215,35.02185846782732,40.898737201365215,44.50807142857147,47.742488687782824,7363595.5,1683250.6,159.0322580645161,167.48387096774192,305.85,658.45,791.35,53954.35,42348.3,21.9,55.22580645161289,204.41935483870967,185.45161290322585,153.09677419354844,17.72633333,100.41,109.7,8.8,3.8,79.4,99.1,55727.0,24652.0,92.8,74000.0,123.2,123.2,1720.4,44.6,1843.6,28.3,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-02,44544.642857142855,18.464285714285715,1.0,2.0,2021.0,14.5,35.8,3027961.046999997,3125.0,385.9,319.2,7552.0,1467.0,610.0,4287.0,35954195.05,19120032.200000007,1083866.67,15750296.179999998,170.14335674286215,35.02185846782732,41.54220858895703,45.076204379562064,48.12495901639346,7363595.5,1683250.6,108.17857142857142,114.92857142857142,452.45,689.65,1013.075,56150.6,43411.05,21.9,63.714285714285715,165.89285714285708,149.14285714285708,99.82142857142857,19.75035714,100.78,109.9,20.5,6.3,96.4,103.2,49615.0,24652.0,92.8,74000.0,123.2,123.2,1720.4,44.6,1843.6,28.3,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-03,44159.67741935483,19.645161290322577,1.0,3.0,2021.0,16.0,35.8,3250223.1360000013,4554.0,385.9,319.2,9328.0,2014.0,742.0,5035.0,641867147.04,22520319.14,7638910.91,610760916.99,170.14335674286215,35.02185846782732,42.12606557377047,45.52134328358207,48.32112540192927,7363595.5,1683250.6,136.3548387096774,113.45161290322581,477.8467,700.51,1085.823,57948.63,43853.17,21.9,68.48387096774194,165.1935483870968,155.9354838709677,107.0,17.85193548,100.82,107.5,11.0,6.7,110.5,108.1,41113.0,24652.0,92.8,74000.0,123.2,123.2,1720.4,44.6,1843.6,28.3,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-04,40206.66666666666,19.1,2.0,4.0,2021.0,15.5,46.5,2915430.9890000015,4591.0,592.4,501.9,10132.0,2377.0,886.0,5427.0,899993608.4100002,23117664.89000001,145948266.79,730866364.23,215.21247661898929,37.54535232742962,42.68641732283466,46.02802884615387,48.66808000000004,9582984.2,1827790.6,193.3,117.4333333333333,535.775,726.51,1104.12,58798.28,43870.64,13.0,72.5,168.3,159.83333333333331,109.0,17.2,100.41,117.0,3.1,6.4,101.6,141.7,36479.0,27893.0,91.6,73903.0,98.3,98.3,1755.4,51.0,1853.8,31.8,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-05,41600.0,15.0,2.0,5.0,2021.0,16.333333333333332,46.5,2760972.784,5087.0,592.4,501.9,8090.0,1910.0,678.0,4231.0,472163014.4299998,20035912.16,7171908.159999996,444955194.1099999,215.21247661898929,37.54535232742962,42.79729999999998,46.11574468085108,48.712449664429606,9582984.2,1827790.6,145.8709677419355,126.09677419354841,678.4,730.11,1080.955,59765.41,45029.83000000001,13.0,74.64516129032258,171.0645161290323,150.0322580645161,114.32258064516131,15.46064516,100.40999999999998,115.6,7.1,4.5,103.7,134.4,30141.0,27893.0,91.6,73903.0,98.3,98.3,1755.4,51.0,1853.8,31.8,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128657,43.0,14483.0
2021-06,44398.214285714275,18.321428571428573,2.0,6.0,2021.0,14.964285714285715,46.5,2690461.069000001,5737.0,592.4,501.9,10272.0,3245.0,1135.0,5144.0,228005741.27,57760040.64,11216662.99000001,159029037.6400001,215.21247661898929,37.54535232742962,43.05957031249998,46.48102362204726,48.66609022556396,9582984.2,1827790.6,157.36666666666667,130.66666666666669,796.95,699.8949999999999,1177.15,59250.08,45933.8,13.0,74.43333333333331,175.23333333333332,149.86666666666667,121.5666666666667,16.15166667,100.46,112.4,7.8,5.4,99.2,126.0,24718.0,27893.0,91.6,73903.0,98.3,98.3,1755.4,51.0,1853.8,31.8,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-07,46040.32258064517,19.548387096774192,3.0,7.0,2021.0,16.0,29.90000000000001,2809480.538000001,6733.0,763.5999999999997,635.9999999999999,9125.0,2018.0,742.0,4780.0,292089623.9300003,107089816.22,79905107.22999999,104409456.26,325.583646871091,63.406973899612076,43.36498644986456,46.58205714285719,48.68587896253611,14730167.2,3105810.1,169.83333333333331,126.8666666666667,511.31,705.2633,1088.69,54956.97,52520.98,90.5,74.2258064516129,181.23333333333332,165.9,101.5333333333333,16.326,100.5,112.2,7.9,5.7,103.4,115.1,23598.0,30117.0,95.7,73613.0,74.4,74.4,1785.7,52.020113851992406,1860.1,33.8,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-08,44701.66666666666,18.733333333333334,3.0,8.0,2021.0,16.033333333333335,29.90000000000001,2797803.909999999,4750.0,763.5999999999997,635.9999999999999,8712.0,1786.0,678.0,4542.0,298517784.10999966,74957508.96999997,123743121.51,99914680.28999996,325.583646871091,63.406973899612076,43.94838645418329,47.13329341317358,49.11017716535439,14730167.2,3105810.1,140.8709677419355,142.70967741935482,377.0,629.09,878.115,50952.3,46095.34,90.5,75.93548387096773,181.70967741935482,146.6129032258065,127.19354838709681,16.22741935,99.99,105.7,5.9,5.5,100.8,110.3,21450.0,30117.0,95.7,73613.0,74.4,74.4,1785.7,52.020113851992406,1860.1,33.8,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-09,47825.94827586207,19.379310344827584,3.0,9.0,2021.0,15.172413793103447,29.90000000000001,2773350.158999999,5335.0,763.5999999999997,635.9999999999999,9187.0,2055.0,799.0,4780.0,878950911.1600003,93475095.77000004,122490764.05,660509244.7400002,325.583646871091,63.406973899612076,43.52701298701295,46.89832474226804,49.15040302267001,14730167.2,3105810.1,146.33333333333331,132.5333333333333,301.9,680.665,869.6,56370.75,44229.6,90.5,75.33333333333333,182.26666666666668,159.03333333333327,109.3333333333333,16.822,100.54,103.4,6.5,5.4,95.8,108.7,19629.0,30117.0,95.7,73613.0,74.4,74.4,1785.7,52.020113851992406,1860.1,33.8,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-10,49533.33333333334,10.366666666666667,4.0,10.0,2021.0,15.766666666666667,25.999999999999986,3019350.6670000018,4907.0,686.5000000000002,542.4000000000002,9539.0,2200.0,780.0,4618.0,588471417.8899999,80856760.5,109067809.48999996,398321317.8999996,257.09349230624167,60.60075042809744,43.655244897959136,47.11576754385965,49.33652977412736,11725498.800000004,3106340.0000000014,170.0645161290323,127.03225806451609,272.58,620.2100000000003,914.825,49996.85,41559.46,27.699999999999992,71.70967741935483,180.80645161290317,164.9032258064516,101.80645161290319,16.24580645,100.82,100.6,9.0,5.3,103.7,106.6,19163.0,33875.0,105.0,72961.0,70.1,70.1,1787.1,51.2,1857.1,35.5,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-11,47484.48275862068,14.06896551724138,4.0,11.0,2021.0,15.79310344827586,25.999999999999986,3119921.345000002,6109.0,686.5000000000002,542.4000000000002,9422.0,2531.0,824.0,4464.0,824720510.7200003,56385766.37999994,110581857.16000009,655307838.8700004,257.09349230624167,60.60075042809744,44.000913242009176,47.43330769230752,51.5342521367521,11725498.800000004,3106340.0000000014,146.86666666666667,124.2333333333333,430.0,665.465,1003.12,55290.45,43992.81,27.699999999999992,64.46666666666667,192.53333333333327,152.86666666666667,80.03333333333333,17.047,100.87,100.2,7.0,5.4,94.5,106.5,20455.0,33875.0,105.0,72961.0,70.1,70.1,1787.1,51.2,1857.1,35.5,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2021-12,51820.967741935485,13.32258064516129,4.0,12.0,2021.0,16.0,25.999999999999986,3329173.444000004,6186.0,686.5000000000002,542.4000000000002,12073.0,3607.0,1274.0,5678.0,1396489832.9699993,225187567.59000003,484292716.3899999,680310334.4199996,257.09349230624167,60.60075042809744,43.95293859649116,47.489333333333256,52.90652173913036,11725498.800000004,3106340.0000000014,129.3870967741935,134.4516129032258,274.7333,631.7367,889.4933,51844.36,58496.57,27.699999999999985,70.55172413793103,215.3225806451613,133.80310631874156,95.87096774193549,16.05032258,100.45,99.7,9.9,6.4,119.4,103.8,20889.0,33875.0,105.0,72961.0,70.1,70.1,1787.1,51.2,1857.1,35.5,449578.4751693002,3442.8,94.0,18.682167042889393,100.42821670428893,60581.0,6760.0,8.6,2.4,6257635.0,60581.0,10686.0,1318.0,19383.42663656885,23170.846501128668,43.0,14483.0
2022-01,52553.571428571435,16.928571428571427,1.0,1.0,2022.0,17.392857142857142,95.8,3316438.4980000025,6759.0,898.4000000000003,762.7,5794.0,1676.0,608.0,2702.0,20013047.53,5359301.65,13629370.45,1024375.43,190.58600117674823,41.67777098684186,44.20743961352658,47.7300259740259,53.66485074626864,8792933.5,2262779.0,176.7741935483871,185.6129032258065,268.0,661.46,986.78,53128.8,46813.01,22.0,57.83333333333334,215.258064516129,201.9354838709677,166.741935483871,16.262,100.99,101.7,4.6,4.6,84.4,100.7,18139.0,27811.0,100.2,73066.0,59.0,59.0,1760.288618346546,52.5,1738.1,35.4,449578.4751693002,3469.667667044168,107.0333522083805,18.682167042889393,100.42821670428893,67420.31710079273,9936.991506228766,-4.178199320498302,3.649433748584372,5206649.190826727,67420.31710079273,11156.646659116648,1459.82899207248,19383.42663656885,23170.846501128668,43.82678369195923,14086.429218573046
2022-02,51871.428571428565,24.42857142857143,1.0,2.0,2022.0,14.5,95.8,3010488.5429999973,4901.0,898.4000000000003,762.7,8991.0,2626.0,924.0,4008.0,48169977.45999999,33302733.410000004,10659125.24,4208118.8100000005,190.58600117674823,41.67777098684186,44.50027160493823,48.101973333333284,54.626164383561665,8792933.5,2262779.0,138.17857142857142,126.5357142857143,322.75,684.96,753.135,49240.0,46840.05,22.0,65.60714285714286,195.0,168.39285714285708,106.1071428571429,16.87571429,100.45,104.5,4.2,5.5,96.3,101.8,17489.0,27811.0,100.2,73066.0,59.0,59.0,1760.288618346546,52.5,1738.1,35.4,449578.4751693002,3469.667667044168,107.0333522083805,18.682167042889393,100.42821670428893,67420.31710079273,9936.991506228766,-4.178199320498302,3.649433748584372,5206649.190826727,67420.31710079273,11156.646659116648,1459.82899207248,19383.42663656885,23170.846501128668,43.82678369195923,14086.429218573046
2022-03,50648.3870967742,14.64516129032258,1.0,3.0,2022.0,16.0,95.8,3298730.267999997,4629.0,898.4000000000003,762.7,10030.0,3558.0,1342.0,4590.0,445131350.468072,71191309.73637474,64774055.41071961,307245004.02397144,190.58600117674823,41.67777098684186,44.35935754189939,47.918749999999974,54.58566563467493,8792933.5,2262779.0,150.258064516129,115.22580645161293,209.2333,614.6667,586.0333,51234.95,46527.77,22.0,58.935483870967744,204.7741935483871,187.9677419354839,90.54838709677419,13.21645161,106.59,104.4,6.0,6.2,105.2,100.4,17200.0,27811.0,100.2,73066.0,59.0,59.0,1760.288618346546,52.5,1738.1,35.4,449578.4751693002,3469.667667044168,107.0333522083805,18.682167042889393,100.42821670428893,67420.31710079273,9936.991506228766,-4.178199320498302,3.649433748584372,5206649.190826727,67420.31710079273,11156.646659116648,1459.82899207248,19383.42663656885,23170.846501128668,43.82678369195923,14086.429218573046
2022-04,49305.172413793094,11.137931034482758,2.0,4.0,2022.0,15.20689655172414,15.299999999999995,2981199.655999998,4333.0,642.1999999999998,534.8,2802.0,1156.0,419.0,1471.0,445131350.468072,71191309.73637474,64774055.41071961,307245004.02397144,200.16203226861091,37.45127977324029,44.16638418079094,47.80990769230773,53.86789473684208,9135189.2,2006065.5,145.66666666666669,113.6333333333333,213.25,629.7,567.65,53466.07,46094.4,39.4,61.13333333333333,148.3,160.63333333333333,99.7,12.60933333,101.82,99.0,6.9,7.0,93.0,98.6,17939.0,31858.0,104.1,72902.0,59.3,59.3,1760.288618346546,52.2,1790.1,37.6,449578.4751693002,3469.667667044168,107.0333522083805,18.682167042889393,100.42821670428893,67420.31710079273,9936.991506228766,-4.178199320498302,3.649433748584372,5206649.190826727,67420.31710079273,11156.646659116648,1459.82899207248,19383.42663656885,23170.846501128668,43.82678369195923,14086.429218573046
2022-05,52808.33333333334,16.066666666666666,2.0,5.0,2022.0,16.5,15.299999999999995,2878733.5910000037,4640.0,642.1999999999998,534.8,2139.0,857.0,213.0,1029.0,445131350.468072,71191309.73637474,64774055.41071961,307245004.02397144,200.16203226861091,37.45127977324029,43.853421750663074,47.54675749318807,53.49993808049535,9135189.2,2006065.5,130.93548387096772,110.1290322580645,203.7,634.6,615.075,54077.58,47437.95,39.4,60.58064516129032,153.0,135.6774193548387,98.45161290322581,11.81870968,99.97,96.9,7.1,4.6254117317261185,102.5,98.9,16706.0,31858.0,104.1,72902.0,59.3,59.3,1760.288618346546,52.2,1790.1,37.6,449578.4751693002,3469.667667044168,107.0333522083805,18.682167042889393,100.42821670428893,67420.31710079273,9936.991506228766,-4.178199320498302,3.649433748584372,5206649.190826727,67420.31710079273,11156.646659116648,1459.8289920724806,19383.42663656885,23170.846501128668,43.82678369195923,14086.429218573046
2022-06,54754.31034482759,16.275862068965516,2.0,6.0,2022.0,15.137931034482758,15.299999999999995,2599842.072999999,4268.0,642.1999999999998,534.8,4414.0,1595.0,322.0,1930.0,445131350.468072,71191309.73637474,64774055.41071961,307245004.02397144,200.16203226861091,37.45127977324029,43.4324038461538,47.0249514563107,53.32618181818177,9135189.2,2006065.5,137.16666666666669,113.2666666666667,415.6,682.4667,732.9767,57551.4,45775.3,39.4,62.06666666666667,132.3666666666667,141.0,105.2333333333333,12.96266667,100.15,76.4,5.2,5.7,100.9,101.0,16453.0,31858.0,104.1,72902.0,59.3,59.3,1760.288618346546,52.2,1790.1,37.6,449578.4751693002,3469.667667044168,107.0333522083805,18.682167042889393,100.42821670428893,67420.31710079273,9936.991506228766,-4.178199320498302,3.649433748584372,5206649.190826727,67420.31710079273,11156.646659116648,1459.82899207248,19383.42663656885,23170.846501128668,43.82678369195923,14086.429218573046
2022-07,52556.66666666666,14.566666666666665,3.0,7.0,2022.0,16.233333333333334,74.9,2686860.852999999,4173.0,631.7000000000003,475.0,6039.0,1726.0,417.0,2699.0,445131350.468072,71191309.73637474,64774055.41071961,307245004.02397144,244.7978216655976,53.06780862675551,42.77340277777782,46.12895104895108,52.80977611940297,10413486.429836683,2479970.1474874374,143.86666666666667,102.8333333333333,268.5,683.53,798.4,56432.4,49091.5,38.2,62.67741935483871,131.4666666666667,143.83333333333331,87.43333333333334,13.742,99.74,84.8,6.2001585108397546,6.158075987010528,106.9,102.0,31979.531169500253,26589.888717156104,97.07959814528593,81765.3560020608,100.55121071612572,100.55121071612572,1760.288618346546,52.020113851992406,1855.8724368882026,25.33508500772798,449578.4751693002,3469.667667044168,107.0333522083805,18.682167042889393,100.42821670428893,67420.31710079273,9936.991506228766,-4.178199320498302,3.649433748584372,5206649.190826727,67420.31710079273,11156.646659116648,1459.8289920724806,19383.42663656885,23170.846501128668,43.82678369195923,14086.429218573046
2022-08,54825.862068965514,19.48275862068965,3.0,8.0,2022.0,16.137931034482758,74.9,2745410.8119999967,5321.0,631.7000000000003,475.0,8780.0,2387.0,531.0,3704.0,445131350.468072,71191309.73637474,64774055.41071961,307245004.02397144,244.7978216655976,53.06780862675551,43.69790322580641,47.469834710743825,53.28120943952803,10413486.429836683,2479970.1474874374,127.258064516129,121.83870967741942,253.85,667.15,734.525,58591.69,50243.9,38.2,61.903225806451616,137.4516129032258,142.70967741935482,108.09677419354841,11.45,99.16,107.8,5.537253802481251,6.967126936286538,101.9,101.3,31979.531169500253,26589.888717156104,97.07959814528593,81765.3560020608,100.55121071612572,100.55121071612572,1760.288618346546,52.020113851992406,1855.8724368882026,25.33508500772798,449578.4751693002,3469.667667044168,107.0333522083805,18.682167042889393,100.42821670428893,67420.31710079273,9936.991506228766,-4.178199320498302,3.649433748584372,5206649.190826727,67420.31710079273,11156.646659116648,1459.82899207248,19383.42663656885,23170.846501128668,43.82678369195923,14086.429218573046
2022-09,52116.071428571435,19.214285714285715,3.0,9.0,2022.0,15.857142857142858,74.9,2756912.579999996,4808.0,631.7000000000003,475.0,10493.0,3159.0,696.0,4230.0,445131350.468072,71191309.73637474,64774055.41071961,307245004.02397144,244.7978216655976,53.06780862675551,43.65875324675321,47.73824146981633,53.74274052478125,10413486.429836683,2479970.147487437,131.8666666666667,109.0333333333333,334.0,668.8149999999998,752.0,58483.4,49796.05,38.2,58.86666666666667,133.1333333333333,142.03333333333333,94.4,12.63333333,99.74,111.9,4.351171738370058,6.869534802378454,95.2,97.2,31979.531169500253,26589.888717156104,97.07959814528593,81765.3560020608,100.55121071612572,100.55121071612572,1760.288618346546,52.020113851992406,1855.872436888202,25.33508500772798,449578.4751693002,3469.667667044168,107.0333522083805,18.682167042889393,100.42821670428893,67420.31710079273,9936.991506228766,-4.178199320498302,3.649433748584372,5206649.190826727,67420.31710079273,11156.646659116648,1459.82899207248,19383.42663656885,23170.846501128668,43.82678369195923,14086.429218573046
2022-10,48708.33333333334,11.0,4.0,10.0,2022.0,16.0,32.55376909886273,2977195.096265378,5018.025920749024,983.4768205278407,853.9581741027736,10616.918120760214,2982.998255252284,944.4122608050124,4760.653909351142,541623470.8160722,140277303.6303095,127149455.9064834,261945171.2921497,219.6523517266103,53.44588450245638,44.56073343254776,48.33666225982883,52.546937590209616,9912674.860321987,2837167.6212480627,159.0076062915339,121.81287248687543,275.9735896880873,630.3800750238984,795.8686546519931,53862.49710010281,43845.427046400335,38.8758683981639,66.75616256789459,179.9578367546312,167.08683809274746,104.35572911268787,15.641152097031254,100.66713212258335,102.53932321112104,6.5262092424556055,5.901318422332709,103.82933085521748,105.420953725307,23623.7315368696,34048.558487021226,102.2845446200482,72092.1392455899,78.88773319377266,78.88773319377266,1761.2975957043438,51.24432437976695,1821.678326548902,35.70332640586029,454173.5580876293,3448.685328020525,98.13237202305609,19.213950499532594,100.71033053803572,61766.25637538598,7749.649585638688,2.647073667632741,3.106507485443044,6859917.91576508,61766.25637538598,11156.646659116648,1339.829122538256,19933.001162011864,23817.947865194623,41.25202474172971,14546.521538923633
2022-11,,,4.0,11.0,2022.0,15.5,32.538660616330795,3022993.459635598,5303.255274796985,983.3626936108467,853.7107645227424,10314.95998562121,2874.755826687646,909.5585167772476,4576.834545930655,1091473416.0769103,182047758.46047425,156837444.98218977,774276057.9867692,219.61762545276093,53.39902530882543,44.65776007758657,48.400431622614974,54.660372964556046,9912672.573028872,2837005.7633326375,143.01928037700654,120.59588684039906,266.0874666683971,644.6793475407926,683.3268890535333,54488.80045477096,44980.28378463668,38.84386459741851,64.48905257525864,191.1046184756176,155.38949425271514,97.88844253328337,16.038930203684593,100.82763771633705,102.51163662759804,7.3323444444207455,5.7933037177739966,99.82856426833295,106.14290916257644,24887.26043705899,34022.563941162814,102.28443965697254,72225.28048456009,78.8017337097966,78.8017337097966,1761.294982856548,51.24331971534879,1821.6505116605624,35.5264092048017,454169.312429768,3448.6805463319206,98.29169768858304,19.213412996710318,100.7103305333202,61858.02840763815,7730.690730701297,3.0614577400749354,3.1034903353773973,6853593.642836545,61858.02840763815,11156.646659116648,1339.1489868600843,19932.485138287,23810.42739042149,41.24981330331861,14546.087790538855
2022-12,,,4.0,12.0,2022.0,15.754098360655734,32.52370865245849,3250347.3988843183,5359.945859136627,983.2490246461812,853.4649504550972,12793.301947343052,3175.7514116095062,1046.222927634712,5671.650860996922,2039500548.2210329,308263768.5915421,485547491.3367083,1273608330.3218133,219.5827440325564,53.35169736328971,44.68133299863783,48.408929163416936,55.406952076226034,9912670.286138928,2836843.469489513,137.1906302892358,128.27281969037088,259.5218790695391,626.7939456665794,659.6997522285268,52463.9563213583,45013.85915684871,38.811539652835776,68.52721630406761,211.8847210349361,148.99277936481332,101.74827610992482,15.54378074884475,100.88397200738369,101.00917430651384,10.281755794155456,6.522370997403411,118.59214490446749,105.10261556924452,25728.82816915189,33996.83098139084,102.28433465492162,72351.80398216558,78.71494373654394,78.71494373654394,1761.2923690299592,51.24231689410503,1821.6226574929346,35.35478307284897,454165.07211288146,3448.6757625935907,98.44299311032476,19.212877131784715,100.71033052860464,61945.150426363405,7711.403444769008,3.128059814485977,3.100446799408189,6847365.636096406,61945.150426363405,11156.646659116648,1338.4550586524497,19931.9701975583,23802.959106357765,41.247594315803696,14545.654925705669
2023-01,,,1.0,1.0,2023.0,16.0,35.909513413203065,3179386.202456685,5132.75641766682,460.0787508786844,390.21018596723917,6125.4716715702625,1791.2710167024775,568.6469121585286,2703.4104919231618,10038369.668094186,5236548.6260977695,1982970.3483963208,1880623.21624974,179.3341615309343,38.898391410766884,44.17490516682639,48.11823419422545,55.4039526936869,8194137.137404134,2064614.1040887958,170.10855248581018,171.3968846646712,299.309283138722,651.1923896334173,1013.9396467530521,53936.77047382877,48464.36954395827,20.521284087916666,59.91398155392372,215.7876883774352,196.39112075678082,157.61419577172188,15.144342398947186,100.99869257628092,102.0451064817989,5.364380096897363,4.386458448712609,83.277683428892,102.96335727503299,27735.0096814243,28633.3883965856,98.83428823141857,71338.371689592,77.03418854199431,77.03418854199431,1756.3083922935525,48.38939310086786,1811.5751052347625,36.112850225138565,456334.8108645767,3440.0632158330686,92.34696546253979,18.851206684636132,100.42671237048306,58989.604271838456,8594.782597143672,-1.6796874685560614,2.9454670566021246,7422766.609634037,58989.604271838456,11674.353411830029,1406.4561689224329,19867.85415708604,24591.17025603753,41.24818851446016,14615.409001693877
2023-02,,,1.0,2.0,2023.0,14.5,35.87614872912007,2953433.337671588,4318.9438918100595,460.0159186026764,390.0256783431013,8824.722658164563,2326.001174441771,730.8159630507297,3745.530222857594,53354298.73567351,22030211.04344559,2246877.217696576,19280399.541986234,179.28944699677692,38.88285930926197,44.25080775007115,48.10069816355785,55.49138034190429,8194133.320155175,2064387.3646384324,120.05356312247996,123.50910877013656,360.0919477553012,681.1624216574503,917.2097293337677,53936.50144537542,47377.4075989475,20.51295485565557,64.99701366907243,190.67349646515441,168.62357055861705,105.30769084938534,15.40364097724146,100.88792487186964,104.85450769032612,3.2916152894108213,7.583592896540527,97.6141292798389,102.96295565470207,31335.792249158065,28603.986459046602,98.83416448643328,71365.75515586183,76.93790967943369,76.93790967943369,1756.307642171057,48.386955457267675,1811.5312053489324,36.02400089921918,456330.58287576464,3440.055601948815,93.14766178306766,18.85069892188549,100.4267123686052,59734.69712335493,8618.58090921,-1.8482372852031639,2.941557376866493,7413797.027382635,59734.69712335493,11674.352341470307,1405.54922279444,19867.35023451456,24574.801879245664,41.24520977252683,14614.521490119294
