year_month,avg_salary,count_in_day,quarter,month,year,split,из_нежилых_Промышленные_здания_quarter,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_нежилых_коммерческие_здания_quarter,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Челябинская область_Индекс потребительских цен на товары и услуги,Челябинская область_Индекс промышленного производства (по месяцам),Челябинская область_Коэффициент ликвидации организаций (по месяцам),Челябинская область_Коэффициент рождаемости организаций на  организаций по субъектам Российской Федерации,Челябинская область_Оборот розничной торговли (в % к пред месяцу),Челябинская область_Объем платных услуг населению,Челябинская область_Численность зарегистрированных безработных (по месяцам),Челябинская область_Cреднедушевые денежные доходы,Челябинская область_Индекс производства продукции сельского хозяйства (поквартально),Челябинская область_Количество организаций,Челябинская область_Уровень безработицы (по методологии МОТ),Челябинская область_Численность безработных (МОТ),Челябинская область_Численность занятых (по обследованиям),Челябинская область_Численность принятых работников (по кварталам),Челябинская область_Численность рабочей силы,Челябинская область_Численность требуемых работников на вакантные рабочие места,Челябинская область__ВРП на душу населения,Челябинская область__Численность населения на  январ,Челябинская область_Динамика инвестиций в ОК (%),Челябинская область_Доля инвестиций в ОК к ВРП,Челябинская область_Индекс физического объема ВРП,Челябинская область_Количество активных предприятий,Челябинская область_Количество умерших предприятий,Челябинская область_Коэффициент миграционного прироста,Челябинская область_Коэффициент напряженности на рынке труда,Челябинская область_Наличие основных фондов,Челябинская область_Показатели предпринимательской активности _акти,Челябинская область_Показатели предпринимательской активности _рос,Челябинская область_Показатели предпринимательской активности _уга,Челябинская область_Потребительские расходы в среднем на душу населения,Челябинская область_Потребность в работниках,Челябинская область_Степень износа ОФ,"Челябинская область_Численность обучающихся (квалиф рабочие, служащие)"
2023-03,,,1.0,3.0,2023.0,16.0,35.843152479457224,2980932.840881317,4680.590332518596,459.9533390600135,389.8424132868523,10732.907603407151,2880.3640579640514,887.7568928027423,4309.687945280414,795152411.4714544,20557235.428444054,10712700.215996513,746383808.8341607,179.2445388469558,38.867152635043176,44.865291180651944,48.42229374340868,55.30045964921484,8194129.503580614,2064160.034902644,151.25464981462372,119.35998194580557,275.39106769384625,643.2284804973051,863.4469007641806,53936.23226305718,47040.77247267396,20.50453125895142,64.99577875070845,189.71709087189208,176.19318462778736,103.36249392850759,15.045107831643234,100.88269475044608,102.63452146212951,4.311191228299673,6.682453424489311,108.82839644501448,104.28258698734275,33445.08679482852,28574.886110744512,98.83404069543508,72305.03244630154,76.84075506590084,76.84075506590084,1756.3068917657688,48.384522398925505,1811.4872440687275,35.93714967577519,456326.3601752364,3440.0479848104164,95.77254301435076,18.850192683982772,100.42671236672741,60543.27390874693,8591.834785799452,2.522271628820491,2.937615538028052,7404964.4919314915,60543.27390874693,11674.352339349687,1404.6242816637377,19866.847359257958,24558.55333760711,41.2422208833641,14613.63581612782
2023-04,,,2.0,4.0,2023.0,15.5,49.49139180436028,2933497.1532238717,4694.389902647296,544.448589910869,460.51824908595637,8148.674978060344,1978.4162292163685,612.8869883539728,3777.0059069347603,480424367.69690615,26592235.61216307,75473989.0037386,391344558.0053392,203.3900413341588,34.91140934368982,45.44996934552122,48.95350097494556,54.70020947638612,9527332.871866152,1972595.5900643456,153.18059173462842,117.69821900307751,273.7033705783682,643.2203649066487,884.2282070975291,53935.96292674201,47049.88345482997,20.703815619166864,64.51432507786562,158.488535839384,170.38138046136683,101.85083808111987,15.044831929533474,100.8475351098249,99.34273405095408,5.845390340424026,7.284197283248577,97.5698799520135,105.58151542812472,33243.871360541496,31995.354451954063,98.7903507807238,72488.68299334311,78.60091998917214,78.60091998917214,1751.1461162167209,52.543339657659615,1809.532228421224,40.286251268300035,456322.14275307616,3440.040364415786,97.34134571981683,18.84968796410807,100.42671236484959,60760.715663457624,8564.036125874056,2.9069019220758925,2.933641141660724,7396265.886174075,60760.715663457624,11674.352326611057,1403.6808030088152,19866.345528054644,24542.42331992696,41.239221795032975,14612.751974018309
2023-05,,,2.0,5.0,2023.0,16.0,49.4277426315639,2877172.58182825,5187.281338212653,544.3199161461673,460.3641601832633,6630.367208472532,1844.3931487742834,615.5506523892407,3034.992553862804,582720772.7562218,27019897.53329485,75328696.82678348,500602710.3681483,203.36291879136382,34.8969736854612,45.39580693536848,49.007468941363726,54.908040932094316,9527329.3268439,1972548.9899503118,137.66062162461336,114.05685343477958,279.0781683892744,643.2122419696078,698.199793360307,53889.31731101285,48283.25452507667,20.66968057012447,64.51280038614779,163.451598848987,143.86958625045602,104.30546561341723,15.044555727132273,100.63166203268305,101.16700630777493,4.457447156971839,4.933274506859702,104.87197066760343,104.87258890193894,30007.106136136226,31952.81821207813,98.79014531702973,72623.18074089721,78.48085991934836,78.48085991934836,1751.1424059742596,52.54125719363316,1809.4989200761293,40.19292776996069,456317.9305993935,3440.032740762837,97.69373694617356,18.849184755443595,100.42671236297177,60963.217739160325,8535.80213567981,3.3979628808336235,2.92963378272956,7387698.186823301,60963.217739160325,11674.352316826582,1402.7182239360686,19865.844737656535,24526.410534069637,41.23621245523937,14611.869958113177
2023-06,,,2.0,6.0,2023.0,15.5,49.36483306662589,2687544.683924416,5116.981312087225,544.1917827756258,460.21105909979934,8423.707205189654,2827.446495847507,819.6849683122423,4088.236455596939,432331774.8816,66333951.20478179,31251275.10540461,325758006.9365618,203.32032626061303,34.882372995665854,45.83692209900407,49.41972247682337,55.18968292478219,9527325.782447133,1972502.259892796,144.18182565063367,118.39561088755028,461.8990386560244,675.6055566816166,781.586560916973,55634.5844364206,47366.66348351416,20.635237350235254,64.99206479199097,163.33255730884497,149.47092025364805,107.81263499991293,15.044279223949113,100.7146242953008,101.31070341960621,3.987951781305549,5.697062696832905,101.25519765170205,105.58085969088634,27594.17635998848,31910.73940026518,98.7899397772338,72751.69286427017,78.35975072765652,78.35975072765652,1751.1386943448174,52.53917859227143,1809.4655646552526,40.10163450635425,456313.7237043222,3440.025113849478,98.02324465496305,18.84868305121227,100.42671236109392,61152.46444438434,8507.136548351638,3.992433507047736,2.9255930494531315,7379258.4609081475,61152.46444438434,11674.352307042107,1401.7359584727308,19865.344984829007,24510.51370661388,41.23319281133107,14610.989762758289
2023-07,,,3.0,7.0,2023.0,16.0,75.10351909852693,2806435.00157239,5131.109930469816,780.8241311266758,622.8727248861933,9782.458605155707,2828.010897522048,811.0328575412619,4210.040665531848,307041507.69443196,76081906.12205787,98270844.85426216,126766735.83648492,307.5744415551669,51.79376006586885,45.769184350431566,49.51940579347763,55.18366233516756,14761286.197689442,2846510.4974008943,166.3498419558061,115.79473750962477,298.1365413808723,674.5227313966061,851.0576169968858,54575.428600402745,50793.22012371153,35.54312126017685,64.9908237283439,175.67818446128373,167.59328827658112,104.50733567735176,15.044002419492395,100.85992958898923,99.68274053502293,4.865579506803898,6.438770427771045,106.16149926681324,102.31021702536074,27177.672070118624,30936.562406156783,92.658639548681,71694.26430022926,76.39582769370631,76.39582769370631,1756.3038873134867,53.73623732806736,1810.441074939157,37.319066815109636,456309.5220580209,3440.017483673617,98.3323063614563,18.848182844677503,100.4267123592161,61329.87524137108,8478.034782347186,4.75316737834851,2.921518523162483,7370943.862426093,61329.87524137108,11674.35229418613,1400.7333964308477,19864.846266350865,24494.731582515124,41.230162810294686,14610.111382322808
2023-08,,,3.0,8.0,2023.0,16.0,75.00988313647322,2794770.8942906456,5130.837374190744,780.7199458413243,622.5890196403215,10958.909384219938,2780.5059258761235,805.9486290780702,4679.834098635832,430863019.02097327,85948259.01175955,74915568.33107628,225782533.6150931,307.5328392532145,51.70690789905712,45.42555375960014,49.771116505446436,55.296865462702684,14761283.458676685,2846192.746934338,134.092812665307,133.5506002490045,281.61412160630795,637.7383137118524,782.70500472403,53934.88403886606,49395.93936452673,35.52763226142112,64.98958112120876,176.04583355023084,151.19831478445792,114.61216697095236,15.043725313269467,100.48799565120608,106.03152858722672,3.5969281098237187,6.023260084630532,102.1913609725385,102.94829156566252,26913.70172955453,30896.581761117435,92.65844662223213,71858.76023464803,76.27547992424863,76.27547992424863,1756.3031354918319,53.73466614977619,1810.3968260031186,37.10001553957932,456305.3256506726,3440.009850233161,98.6229968479148,18.84768412914287,100.42671235733826,61496.65758160146,8448.476024472797,5.7493161027146895,2.9174097781565203,7362751.62914334,61496.65758160146,11674.352284400726,1399.7099021967272,19864.348579014186,24479.0629247752,41.22712239875255,14609.234811199109
2023-09,,,3.0,9.0,2023.0,15.5,74.91731659083442,2814776.272077478,5130.565344736375,780.6161746289175,622.3071871727027,11531.224897587495,3495.9642492581816,948.606743697404,4392.598355838232,520747593.3850472,125128304.85932332,74784953.2147053,336487626.9036192,307.49104429879475,51.61926596680195,45.44963948405198,49.722608763952024,55.320614760800545,14761280.720146045,2845874.162735987,138.52562572309657,123.88712964184612,370.2003572572387,660.5219208733711,801.0580923621711,54323.99008193192,47387.18475571173,35.51196160898611,64.9883369677043,174.18267697847972,158.70592057904759,110.96740231728056,15.043447904786587,100.18641775325277,104.96252312553548,3.920767135767424,5.9117177688264695,96.47627381784056,103.65656222294326,25934.113093637105,30857.02423641951,92.65825362428541,72087.53515878296,76.15406655156106,76.15406655156106,1756.3023833864233,53.733097845804046,1810.3525149238305,36.8871404896423,456301.134472485,3440.0022135260133,98.89709682288252,18.84718689795181,100.42671235546041,61653.84714158224,8418.454948713144,7.109421312797129,2.9132663815537434,7354679.079535289,61653.84714158224,11674.352274578065,1398.6648132801697,19863.85191962431,24463.50651411916,41.22407152295956,14608.360043802637
2023-10,,,4.0,10.0,2023.0,16.0,34.39542758087879,2975580.3309594323,5073.5907163508555,1005.8191770740492,884.099830285941,11806.979669159882,3461.606668540673,1024.6875476778646,4943.0659283843215,596013500.2517233,149751163.16216907,146550663.8201905,286680114.22810054,213.3599348244527,49.69407197902712,45.9385746279533,49.80287237550159,55.02887231038396,9923131.827272153,2789433.098198254,167.0034717734665,126.09378786362616,305.61705437650875,626.8721346486701,847.5078672358189,53674.71079345048,45352.23785819709,36.12413478899613,66.24596616137553,191.91074017285075,176.9279134548077,105.85658956829334,15.535975702725036,100.79449156497655,102.88639452537159,4.8768958987544035,6.167278745286198,104.19441221448808,105.74133145098442,24755.932903337784,35765.436668238035,102.05502297157408,70601.65094233997,73.53570098350912,73.53570098350912,1757.3083230592251,51.79422869180574,1805.918667440607,39.6727993832368,457541.9604793541,3439.7595811839074,96.4036727959625,19.2183077054949,100.70882196144386,60778.39733424395,8075.6435312021,8.665702189571098,2.908373717486052,7409084.449880136,60778.39733424395,11674.352259120904,1374.6762657445688,20176.752051326166,24688.854135221205,40.38066337869457,14717.496955475717
2023-11,,,4.0,11.0,2023.0,15.5,34.37082680175938,3021353.7801915808,5361.924289073872,1005.660244981931,883.7553159740687,11460.474566766487,3329.9115995385523,986.3274448123352,4751.64505543589,1200169968.2235804,194273845.60836864,180468144.1078212,846818514.955065,213.31114813579296,49.62844484814679,46.03505250408409,49.86487429236636,57.232008870256365,9923128.61838505,2789206.946725528,150.18114417386238,124.82165758142987,294.4154531452324,641.0901701217673,727.4254902437434,54298.775394335076,46521.68121080997,36.07808220204684,63.995868875109174,203.72802640125752,164.49691908803018,99.29460415637324,15.931018545378208,100.95518677561674,102.8585163871733,5.439438575769336,6.053419133723838,100.17947543870987,106.46539926293924,26075.273476621427,35730.952656433066,102.05487531640965,70752.37679982455,73.4251386971724,73.4251386971724,1757.304963025725,51.792721942052935,1805.879723528948,39.4399538585295,457535.6028106814,3439.7528863539287,96.58424977852043,19.217508654679218,100.70882195484528,60882.59167190034,8050.088997315543,9.14514060516158,2.904491318329407,7398617.925674674,60882.59167190034,11674.352093640715,1373.5197646486304,20175.98158418841,24678.413837173423,40.37696222520096,14716.890811687355
2023-12,,,4.0,12.0,2023.0,16.0,34.346479978283114,3248584.3223862294,5419.18741679715,1005.5019502119104,883.4130210616503,14201.017925910779,3672.015632660948,1133.9099115097188,5887.590166172105,2240936568.2981358,328851137.99027634,557797773.3024098,1392009150.4828715,213.2621433127085,49.56216008139621,46.05581988676399,49.86994513474365,58.00353246418271,9923125.41006355,2788980.1858863723,144.0320679288179,132.75450912828916,286.90792277285254,623.302723398075,702.0458384307962,52280.9395447863,46552.014657015665,36.031563760629865,68.00281631873037,225.80413726337719,157.68284686807038,103.2081364443182,15.4391418411693,101.01157887860128,101.35087366736694,7.56907638704026,6.814129394553173,119.00889057185269,105.42186415370793,26952.147765348145,35696.81406254782,102.054727606385,70896.10601483932,73.31355924981706,73.31355924981706,1757.3016017334849,51.791217951597226,1805.8407246086106,39.21399445041574,457529.2531299632,3439.746188653921,96.75631234759605,19.21671203182327,100.70882194824664,60981.8438265132,7978.641822693467,9.106639531554775,2.9005749377967995,7388309.812591528,60981.8438265132,11674.348431552758,1372.339626501788,20175.21273078585,24668.045312803726,40.373248419586346,14716.285898868911
2024-01,,,1.0,1.0,2024.0,16.0,37.912684550937406,3177661.53927558,5189.434728227211,470.4716678382458,403.86273245904886,6793.366005884312,2067.5887708780965,615.9762945902343,2806.0131149039535,11021738.890792247,5584335.501463694,2274425.5800755853,2054111.0674996881,174.15968792979083,36.119011834691904,45.53033867204757,49.56683347108849,57.99029204474162,8202778.924884961,2029730.844906554,178.55643806286702,177.36788923031432,330.618566277444,647.5635844501254,1078.6780735261977,53748.56117704524,50115.72908791653,19.042568175833324,59.45520121168325,229.8863213910698,207.79031154667544,159.87290656080862,15.042335238342993,101.12643109153713,102.39021296359778,3.9172561162768362,4.581944598283479,83.57024457185601,103.2760287300396,29048.512101780387,30059.235495731988,98.6123843085581,69922.01891113815,71.71773567749291,71.71773567749291,1752.3281662405589,48.90727172104143,1795.868881543453,40.01927533770783,459712.978712215,3431.1540197913373,90.78605039393474,18.825103353792958,100.42520803667715,58084.74953625519,8886.20754117713,-8.721393035917227,2.7545604679225493,8005332.414451056,58084.74953625519,12188.673628783785,1444.7963567661793,20110.067917344622,25482.204307245032,40.37228277169024,14786.690802032648
2024-02,,,1.0,2.0,2024.0,15.0,37.868198305493415,2951831.1705621164,4366.591855746747,470.3878914702352,403.6320979288767,9778.267189797476,2680.2514680522136,791.2239445760948,3887.236267429113,58538620.01134704,23485300.46516839,2573125.27712072,21045451.22297936,174.10379476209408,36.08794763168207,45.60510733062824,49.54514576077686,58.071762936492526,8202774.344186207,2029458.75756612,125.99105896943425,127.79937744091907,397.4338955106021,677.3648433149003,975.4621616672093,53748.238342901204,48987.15949868436,19.02590971131114,64.49899314747465,203.06381612630315,178.363927266497,106.81501637060902,15.299828999051824,101.01550984624355,105.20901538065227,2.3832305788216424,7.920311475848633,97.9569551358067,103.27554678564249,32813.99031144758,30022.483073808256,98.61221931524435,69967.29113758034,71.59738709929209,71.59738709929209,1752.3266659955682,48.90434654872121,1795.8140066861654,39.88600134882877,459706.6367289969,3431.144502436019,91.5941106963292,18.8243417096536,100.42520803292152,58830.70340468999,8922.367643969197,-8.884481240182478,2.7498688522397923,7991878.041073953,58830.70340468999,12188.672635652125,1443.435938601744,20109.31203348741,25462.5622550948,40.36781465879024,14785.625788143154
2024-03,,,1.0,3.0,2024.0,16.0,37.82420330594296,2979315.6828417564,4732.18066503719,470.30445208001794,403.4030166085655,11882.289124088578,3313.546086946077,960.6353392041136,4472.225534336498,871795043.6871817,21907602.597925406,12249594.868994767,814195254.7562412,174.04765957481774,36.05653428324453,46.23490398409268,49.872768973321975,57.86203807174464,8202769.7642967375,2029185.961883172,158.70455536709687,123.49415743999823,303.7047569251283,639.6407224700055,917.9961259552257,53747.91532411932,48634.573709010954,19.00906251790284,64.49744949951967,201.9788621142897,186.32203500619724,104.84021418482807,14.943655189699085,101.01025966726142,102.98142575455543,3.0934294739596084,6.978066780611639,109.21049555626811,104.59910438481131,35016.608493535656,29986.10763843064,98.61205426058012,70906.32327019649,71.47594383237606,71.47594383237606,1752.3251651849914,48.9014268787106,1795.7590550859095,39.755724513662784,459700.3026782044,3431.1349810130205,94.19610353554731,18.823582352799534,100.42520802916587,59639.15284315878,8890.372688820065,-2.380814100524823,2.7451386456336624,7978629.237897239,59639.15284315878,12188.672633687966,1442.0485269430915,20108.55772060252,25443.06400512853,40.36333132504615,14784.56297935338
2024-04,,,2.0,4.0,2024.0,15.5,52.214239755450365,2931905.6571272938,4746.084853970943,556.6783078930429,476.49099878127527,9013.59372257543,2272.27028652046,662.8587354424659,3919.007383668451,526362212.8358749,28329520.973244604,86173922.59675759,426632342.094174,197.47882369174357,32.37153891413935,46.83391009459995,50.416237039341404,57.22424065450514,9537378.039832687,1939125.680128692,160.69451680259013,121.76310467282171,301.604494104491,639.6309837612176,939.7977588719116,53747.59212054112,48639.50518224495,19.184578743000237,64.01937094234604,168.67707167876802,180.12942758940034,103.30521426806652,14.943324107167372,100.97504213178988,99.67841756369265,4.15446840850883,7.605246604060722,97.91234994001684,105.90189428515586,34799.84563264978,33569.02534234487,98.56842093686855,71104.13375506064,73.0811039870066,73.0811039870066,1747.1753394600653,53.10417457207453,1793.809637894965,44.529376902450046,459693.97654496407,3431.1254555197334,95.75973500453075,18.8228252729875,100.42520802541023,59865.166237473415,8857.018931868248,-1.8526728851719145,2.740369369992869,7965581.329261113,59865.166237473415,12188.672621863894,1440.633309010033,20107.804973797545,25423.707983912347,40.35883269254946,14783.502368821968
2024-05,,,2.0,5.0,2024.0,16.0,52.13467828945488,2875611.5726564974,5244.351672765816,556.5238993754009,476.28554691101766,7327.959010590666,2114.991435967854,665.4008698523207,3148.7406923285052,637999651.9193327,28775564.06105981,85883338.24284735,545405710.9841979,197.43813987755107,32.34266759768212,46.774599792421476,50.468180389539405,57.43195698888354,9537373.608554875,1939032.4799006232,144.38575937825897,117.9846746114947,307.2875578523658,639.6212362367687,741.8497417003838,53701.054622025695,49909.966787615,19.143616684149364,64.01754131228464,173.90319769797398,152.06175314607339,105.79312233935221,14.94299266428593,100.75888271024405,101.50875788471865,3.1361707354577577,5.1499117602895526,105.23996333450434,105.19073612742369,31406.127363363463,33517.98185449375,98.56817438043564,71253.33318184756,72.93703190321803,72.93703190321803,1747.1708871691117,53.10157149204144,1793.765226768172,44.389391654941036,459687.65831444005,3431.1159259535466,96.12656797666862,18.822070459990798,100.42520802165458,60076.22064567098,8823.14075736592,-1.2060608492753264,2.7355605392754714,7952729.78023495,60076.22064567098,12188.672612782568,1439.1894404383297,20107.053788200377,25404.49264088357,40.35431868285905,14782.443949735813
2024-06,,,2.0,6.0,2024.0,15.5,52.05604133328236,2686086.491386624,5173.226640109032,556.370139330751,476.0814121330657,9302.276273586203,3237.2619944633425,885.6219619746907,4240.981940795919,473022568.7021333,70620906.48717268,35579494.18048554,354696904.1887492,197.38237186589032,32.31346621809141,47.2255979922561,50.88907190421143,57.716864584939486,9537369.178058913,1938939.0197855919,151.19698463460062,122.46118027610457,508.19807731204855,671.8319458520207,830.196421833946,55440.16804552575,48958.02696702832,19.10228482028231,64.49280705112285,173.7211875229044,157.94184050729604,109.34848730549663,14.942660860466134,100.84193644295121,101.65284410352746,2.775903562611098,5.946328371041131,101.61039530340406,105.90107461360792,28875.720449985594,33467.487280318215,98.56792773268057,71396.26599962052,72.79170087318779,72.79170087318779,1747.1664332137811,53.09897324033929,1793.7207528736703,44.252451759531354,459681.3479718332,3431.106392311848,96.47048722297325,18.821317903643823,100.42520801789892,60273.97762733736,8788.744649979904,-0.4093926984414429,2.730711659343758,7940070.191362221,60273.97762733736,12188.67260370031,1437.7160422807406,20106.304158959098,25385.41644793666,40.349789216996605,14781.387715309946
2024-07,,,3.0,7.0,2024.0,16.0,79.17939887315866,2804912.2333585843,5187.4589435908065,798.2655081689011,644.2909061077414,10793.950326186852,3233.0163462830706,875.8394290495145,4366.848798638219,335715165.08924264,80972502.50774097,111725807.62282772,137945375.62472743,298.5698388972048,47.955863453420626,47.15231611219677,50.98808011878785,57.70096253434407,14776845.696534164,2798006.7368810726,174.41090038551926,119.759650012833,327.7730827617445,670.7534142457578,903.715233993772,54384.65790060412,52494.940247423045,32.88624252035367,64.491255721564,186.7931348372672,177.04660659099707,105.99433684936096,14.942328695118078,100.98741198623655,100.01928864202749,3.3483692602058457,6.719464868531562,106.53379912017591,102.6204340507215,28435.00648414235,32439.674887388144,92.4503674584172,70374.70628329628,70.93499323244758,70.93499323244758,1752.319156280427,54.30827848675902,1794.676343673947,41.148833518887045,459675.04550238117,3431.096854592021,96.79389453204037,18.820567593841684,100.42520801414324,60459.8387695361,8753.82591747237,0.6034598984680759,2.72582222779498,7927598.293639137,60459.8387695361,12188.672591769136,1436.2121992672414,20105.556081241873,25366.477899018144,40.34524421544203,14780.333658787367
2024-08,,,3.0,8.0,2024.0,16.0,79.06235392059152,2793254.3864359683,5187.131876055919,798.1265944550987,643.9362745504019,12082.364076329904,3174.011851752247,869.9229436171054,4853.600918362998,470789268.89316815,91443634.03263932,85057081.25143296,245547415.59211168,298.5074354442763,47.85164085324657,46.794852783441755,51.24361685482962,57.80977704750185,14776841.588015025,2797625.4363212055,140.56461043546315,138.11047775136086,309.37824321261587,634.1728921398155,830.8850094480597,53746.29745508998,51046.23904679009,32.85526452284224,64.48970246264507,187.12562752934,159.686952149561,116.24101516530337,14.941996167650563,100.61499456400759,106.38941073403342,2.4453921647355776,6.2848901269457995,102.54963316704624,103.26036445707815,28154.04207546544,32391.698113340917,92.45013594667853,70551.96391291876,70.79057590909834,70.79057590909834,1752.3176526371185,54.30618358237078,1794.621032503898,40.87501942447415,459668.7508913589,3431.08731279145,97.09883627243477,18.81981952053976,100.42520801038759,60634.99747893424,8718.358005199945,1.9310925333390578,2.720891733787824,7915309.94371501,60634.99747893424,12188.67258268688,1434.6769579534775,20104.809550236852,25347.67550973023,40.34068359812881,14779.281773438928
2024-09,,,3.0,9.0,2024.0,15.5,78.94664573854301,2813248.83976997,5186.8054407106765,797.9882328385568,643.5839839658786,12703.337346381242,3984.957099109818,1023.410115546106,4555.1967116764645,568633285.4667294,133086378.53665416,84795851.018691,365730249.7832668,298.44474301264665,47.746470534540386,46.81623168589203,51.19005606772196,57.8251210406421,14776837.480219064,2797243.1352831842,145.1845847795265,128.1050617446837,406.4007145144774,656.8274010917139,850.1161847243422,54133.987602414905,48965.97713356759,32.823923217972215,64.4881472707645,185.0880137490841,167.57456077206356,112.54258622993405,14.941663277471106,100.313022191566,105.31669750071396,2.6311507036511355,6.167576653239705,96.81441072676084,103.97070277867908,27124.735712364527,32344.229083703412,92.44990434914247,70792.01701369285,70.64487986187328,70.64487986187328,1752.316148426301,54.30409251040793,1794.565643654788,40.608925612052865,459662.4641240775,3431.077766907516,97.38707055910173,18.819073673753174,100.4252080066319,60800.478425895315,8682.33531044613,3.747377480047777,2.715919657864492,7903201.119302934,60800.478425895315,12188.67257357016,1433.1093246160578,20104.06456115204,25329.007816942987,40.33610728443934,14778.232052563166
2024-10,,,4.0,10.0,2024.0,16.0,36.237086062894846,2973965.565653486,5129.1555119526865,1028.1615336202576,914.2414864691084,12997.041217559556,3940.215081829063,1104.9628345507165,5125.477947417502,650403529.6873747,159225022.69402865,165951871.73389763,311415057.1640513,207.06751792229502,45.94225945559785,47.31641582335883,51.26908249117435,57.5108070305583,9933588.794222318,2741698.5751484456,174.9993372553991,130.3747032403769,335.2605190649302,623.364194273442,899.1470798196449,53486.924486798125,46859.04866999384,33.37240117982837,65.73576975485646,203.8636435910703,186.76898881686782,107.35745002389879,15.430799308418806,100.92185100736977,103.23346583962214,3.2275825550532002,6.4332390682396845,104.55949357375867,106.06170917666182,25888.134269805963,37482.314849454866,101.82550132309996,69347.57899019476,68.1836687732456,68.1836687732456,1753.3190504141064,52.344133003844526,1790.1590083323115,43.642272360613305,460910.36287107883,3430.8338343472888,94.9491741530237,19.196344889782882,100.70731338485201,59947.229244250855,8389.409829475668,5.796328605032705,2.710239949529059,7958250.983995193,59947.229244250855,12188.672559223138,1412.5281831490051,20420.50294064047,25559.7604052478,39.50930201565943,14888.47237202781
2024-11,,,4.0,11.0,2024.0,15.5,36.20299298718796,3019714.1007475625,5420.593303350762,1027.9577963530153,913.7998674253952,12605.989147911765,3785.0673723894574,1063.0963728474228,4926.455564941127,1308866520.3702517,206499932.7562632,204098843.23345265,919360971.9233607,207.00467081882496,45.857864387468176,47.41234493058162,51.32931696211774,59.80364477595669,9933584.66374123,2741408.130118419,157.3430079707182,129.04742832246077,322.7434396220675,637.500992702742,771.5240914339536,54108.7503338992,48063.078636983264,33.31229980667517,63.50268517495971,216.35143432689742,173.6043439233453,100.70076577946313,15.82310688707182,101.08273583489643,103.2053961467485,3.5465327071179282,6.313534549673681,100.53038660908682,106.787889363302,27263.28651618385,37439.34137170333,101.82531097584676,69510.03752705503,68.04854368454822,68.04854368454822,1753.3149431949028,52.3421241687571,1790.108935397333,43.353498512257296,460901.89319159463,3430.8252263759364,95.14408120751177,19.19528429097383,100.70731337637035,60059.84719955778,8357.399983931347,6.359613103833192,2.705492301281417,7943642.208512804,60059.84719955778,12188.672405635007,1410.8953167013754,20419.47803008983,25546.400283925366,39.50411114708332,14887.693832835857
2024-12,,,4.0,12.0,2024.0,16.0,36.169251304107725,3246821.2458881414,5478.428974457673,1027.7548757776392,913.3610916682032,15608.733904478508,4168.27985371239,1221.5968953847255,6103.529471347281,2442372588.3752394,349438507.38901055,630048055.2681112,1510409970.6439295,206.9415425928606,45.77262279950267,47.430306774890155,51.330961106070355,60.60011285213939,9933580.533988172,2741116.9022832317,150.87350556839996,137.2361985662074,314.29396647616574,619.811501129571,744.3919246330656,52097.922768214296,48090.17015718262,33.25158786842395,67.47841633339316,239.72355349181825,166.37291437132748,104.66799677871157,15.334502933493853,101.13918574981884,101.69257302822008,4.856396979925067,7.105887791702932,119.42563623923787,105.74111273817131,28175.467361544404,37396.797143704796,101.82512055784836,69665.33092037201,67.91217476309015,67.91217476309015,1753.3108344370112,52.340119009089406,1790.0587917242858,43.07320582798252,460893.4341470448,3430.8166147142515,95.33024408228376,19.194226910191098,100.70731336788867,60167.37970136967,8263.486827668501,6.1811295112667635,2.7007030761854107,7929253.989086651,60167.37970136967,12188.669006692246,1409.228943585123,20418.455264013402,25533.13151924969,39.498902523369004,14886.916872032154
