year_month,avg_salary,count_in_day,quarter,month,year,split,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,из_коммерческих_торговые_площади_quarter,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Нижегородская область_Индекс потребительских цен на товары и услуги,Нижегородская область_Индекс промышленного производства (по месяцам),Нижегородская область_Коэффициент ликвидации организаций (по месяцам),Нижегородская область_Коэффициент рождаемости организаций на  организаций по субъектам Российской Федерации,Нижегородская область_Оборот розничной торговли (в % к пред месяцу),Нижегородская область_Объем платных услуг населению,Нижегородская область_Численность зарегистрированных безработных (по месяцам),Нижегородская область_Cреднедушевые денежные доходы,Нижегородская область_Индекс производства продукции сельского хозяйства (поквартально),Нижегородская область_Количество организаций,Нижегородская область_Уровень безработицы (по методологии МОТ),Нижегородская область_Численность безработных (МОТ),Нижегородская область_Численность занятых (по обследованиям),Нижегородская область_Численность принятых работников (по кварталам),Нижегородская область_Численность рабочей силы,Нижегородская область_Численность требуемых работников на вакантные рабочие места,Нижегородская область__ВРП на душу населения,Нижегородская область__Численность населения на  январ,Нижегородская область_Динамика инвестиций в ОК (%),Нижегородская область_Доля инвестиций в ОК к ВРП,Нижегородская область_Индекс физического объема ВРП,Нижегородская область_Количество активных предприятий,Нижегородская область_Количество умерших предприятий,Нижегородская область_Коэффициент миграционного прироста,Нижегородская область_Коэффициент напряженности на рынке труда,Нижегородская область_Наличие основных фондов,Нижегородская область_Показатели предпринимательской активности _акти,Нижегородская область_Показатели предпринимательской активности _рос,Нижегородская область_Показатели предпринимательской активности _уга,Нижегородская область_Потребительские расходы в среднем на душу населения,Нижегородская область_Потребность в работниках,Нижегородская область_Степень износа ОФ,"Нижегородская область_Численность обучающихся (квалиф рабочие, служащие)"
2018-11,41885.0,16.266666666666666,4.0,11.0,2018.0,15.5,1642819.0127077226,2667.5929203539818,792.7000000000003,689.8000000000003,5821.0,34390.90378006873,1291.0,587.0,3089.0,215491617.67000008,22815882.670000017,133865963.31000008,56534782.69000006,290.13619055142993,115.64735807695213,43.68,40.7,43.9,12241813.0,5099663.0,133.34485671191553,101.43804600301658,6.731029529130088,68.57004887585533,126.1053823529412,118.84695475113121,86.30246380090496,17.02963142417044,100.2,101.1,7.5,7.1,101.9,100.5,6192.0,34815.0,100.6,88896.0,73.2,73.2,1687.1,48.3,1760.3,20.3,465830.1,3234.8,103.0,17.3,102.1,73756.0,10717.0,-11.57,2.2,3068010.0,73756.0,18382.0,4030.0,25998.0,30702.0,50.2,10622.0
2018-12,42900.0,12.9,4.0,12.0,2018.0,15.5,1642819.0127077226,2667.5929203539818,792.7000000000003,689.8000000000003,6399.0,34390.90378006873,1288.0,593.0,3501.0,431009066.36000013,44851555.93,155610589.64,228567107.79,290.13619055142993,115.64735807695213,43.66,40.66,45.12,12241813.0,5099663.0,133.34485671191553,101.43804600301658,6.731029529130088,68.57004887585533,126.1053823529412,118.84695475113121,86.30246380090496,17.02963142417044,100.7,101.6,24.5,7.4,111.0,101.8,6495.0,34815.0,100.6,88896.0,73.2,73.2,1687.1,48.3,1760.3,20.3,465830.1,3234.8,103.0,17.3,102.1,73756.0,10717.0,-11.57,2.2,3068010.0,73756.0,18382.0,4030.0,25998.0,30702.0,50.2,10622.0
2019-01,45454.16666666666,14.266666666666667,1.0,1.0,2019.0,16.5,1642819.0127077226,1707.0,636.2,540.5,2985.0,34390.90378006873,770.0,361.0,1663.0,19290005.46,5308345.74,7045076.86,6812738.86,266.29515858463697,104.46166873494415,44.08,41.1,45.63,11376573.0,4770068.0,133.34485671191553,101.43804600301658,1.9,68.57004887585533,126.1053823529412,118.84695475113121,86.30246380090496,17.02963142417044,101.19,93.7,8.3,3.5,81.5,101.8,7132.0,30662.0,103.4,88813.0,72.6,72.6,1679.5,47.4,1752.2,22.0,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-02,42083.92857142857,17.857142857142858,1.0,2.0,2019.0,14.5,1642819.0127077226,1491.0,636.2,540.5,4101.0,34390.90378006873,986.0,415.0,2202.0,65646361.49,4762302.299999999,33991445.56,26799717.63000001,266.29515858463697,104.46166873494415,44.3,41.28000000000001,45.63,11376573.0,4770068.0,69.107,93.89299999999999,1.9,68.57004887585533,84.10700000000001,102.464,94.214,16.93428571,100.34,104.7,8.7,8.7,98.7,102.6,7930.0,30662.0,103.4,88813.0,72.6,72.6,1679.5,47.4,1752.2,22.0,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-03,43233.87096774193,17.0,1.0,3.0,2019.0,16.0,1642819.0127077226,1595.0,636.2,540.5,3991.0,34390.90378006873,950.0,422.0,2161.0,74748348.05,9187409.900000002,37517754.75,27921479.4,266.29515858463697,104.46166873494415,44.3,41.27,45.73,11376573.0,4770068.0,88.065,91.387,1.9,68.57004887585533,92.54800000000002,95.935,101.581,16.20354839,100.32,101.7,2.4,7.5,109.0,101.0,8256.0,30662.0,103.4,88813.0,72.6,72.6,1679.5,47.4,1752.2,22.0,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-04,43658.333333333336,20.666666666666668,2.0,4.0,2019.0,15.5,1642819.0127077226,1490.0,465.3,384.5,4093.0,34390.90378006873,962.0,400.0,2241.0,94430629.5,9012319.639999997,50196733.03,35176916.83,279.8951867927454,103.40912621359224,44.33,41.25,45.12,12037359.0,4615494.0,125.26700000000001,97.333,11.5,68.57004887585533,91.867,103.43299999999999,93.867,16.983,100.4,109.0,17.3,7.5,98.1,102.2,8255.0,33886.0,103.1,86094.0,70.7,70.7,1683.1,46.6,1753.8,25.7,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-05,44057.258064516136,15.709677419354836,2.0,5.0,2019.0,16.0,1642819.0127077226,1150.0,465.3,384.5,3233.0,34390.90378006873,681.0,298.0,1783.0,74881797.56,10712345.329999998,27475302.96,36607431.27,279.8951867927454,103.40912621359224,44.33,41.26,44.21,12037359.0,4615494.0,94.71,99.12899999999999,11.5,68.57004887585533,95.0,92.71,99.03200000000001,14.76677419,100.47,105.5,4.4,5.4,104.5,100.4,7976.0,33886.0,103.1,86094.0,70.7,70.7,1683.1,46.6,1753.8,25.7,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-06,42041.66666666666,16.133333333333333,2.0,6.0,2019.0,15.5,1642819.0127077226,2090.0,465.3,384.5,3704.0,34390.90378006873,958.0,366.0,1894.0,337695295.74999994,12842645.510000005,35873474.129999995,288936714.11,279.8951867927454,103.40912621359224,44.93,41.93999999999999,44.57,12037359.0,4615494.0,96.6,105.367,11.5,68.57004887585533,106.633,87.633,106.56700000000001,14.70566667,99.87000000000002,107.2,28.6,5.9,100.8,102.4,7639.0,33886.0,103.1,86094.0,70.7,70.7,1683.1,46.6,1753.8,25.7,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-07,44387.096774193546,17.677419354838708,3.0,7.0,2019.0,16.0,1642819.0127077226,1910.0,550.9000000000002,412.8,3965.0,148.0,797.0,333.0,2159.0,136911568.06000006,26937806.41,72932736.54000002,36948124.10999996,295.2702108087388,108.30616407650926,44.96,42.03,44.53,12839333.0,4831899.0,129.167,100.333,14.1,68.57004887585533,94.367,111.4,98.7,15.405999999999999,100.3,118.6,6.4,5.8,101.7,99.2,7500.0,33037.0,101.8,84488.0,70.5,70.5,1685.8,49.42415940224159,1756.3,26.2,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-08,44979.03225806452,17.193548387096776,3.0,8.0,2019.0,16.0,1642819.0127077226,1728.0,550.9000000000002,412.8,4312.0,299.0,1002.0,389.0,2299.0,453883020.91,19211176.629999995,90639561.22,343955562.06,295.2702108087388,108.30616407650926,45.02,41.96,44.68,12839333.0,4831899.0,94.09700000000001,112.742,14.1,68.57004887585533,106.839,93.71,108.54800000000002,15.58612903,99.63,100.8,7.0,6.4,101.0,103.3,7479.0,33037.0,101.8,84488.0,70.5,70.5,1685.8,49.42415940224159,1756.3,26.2,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-09,44386.66666666666,16.766666666666666,3.0,9.0,2019.0,15.5,1642819.0127077226,1932.0,550.9000000000002,412.8,4474.0,646.0,1171.0,471.0,2299.0,244850589.6900001,34927798.34,115018095.51,92430112.09000002,295.2702108087388,108.30616407650926,44.98,41.95,44.63,12839333.0,4831899.0,94.73299999999999,103.7,14.1,68.57004887585533,97.833,97.26700000000001,103.0,15.09933333,99.75,113.3,23.1,6.1,95.8,107.3,6836.0,33037.0,101.8,84488.0,70.5,70.5,1685.8,49.42415940224159,1756.3,26.2,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-10,44741.93548387097,19.677419354838708,4.0,10.0,2019.0,16.0,1642819.0127077226,1733.0,842.6999999999997,677.9000000000002,5102.0,1434.0,1125.0,463.0,2645.0,241482660.6900001,35989344.58,151234818.45999998,53906426.85000002,274.1036098603373,107.3663508490635,45.24,42.06,45.19,11971932.0,4910579.0,129.871,100.90299999999999,9.9,68.57004887585533,94.161,111.516,99.29,15.36354839,100.24,111.6,10.4,7.8,99.7,104.1,6661.0,37666.0,108.7,83275.0,71.9,71.9,1681.2,51.6,1753.0,26.3,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-11,44518.33333333334,17.8,4.0,11.0,2019.0,15.5,1642819.0127077226,1674.0,842.6999999999997,677.9000000000002,5274.0,2272.0,1257.0,503.0,2710.0,569753627.3500001,35617970.84,327032918.76,206935089.04999992,274.1036098603373,107.3663508490635,45.24,42.06000000000001,45.18999999999999,11971932.0,4910579.0,114.333,95.633,9.9,68.57004887585533,112.833,117.73299999999999,96.633,16.098,100.32,98.3,10.1,7.0,100.4,103.3,6823.0,37666.0,108.7,83275.0,71.9,71.9,1681.2,51.6,1753.0,26.3,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2019-12,44833.87096774193,13.225806451612904,4.0,12.0,2019.0,16.0,1906249.0,1685.0,842.6999999999997,677.9000000000002,6888.0,2945.0,1489.0,549.0,3485.0,1243883227.0099998,411322154.11,543785455.53,242273974.38000008,274.1036098603373,107.3663508490635,45.35,42.11,46.83,11971932.0,4910579.0,108.53299999999999,97.3,9.9,78.13,126.333,115.46700000000001,97.5,13.91709677,100.16,93.4,14.4,6.2,112.4,104.3,7142.0,37666.0,108.7,83275.0,71.9,71.9,1681.2,51.6,1753.0,26.3,505460.2,3214.6,105.1,18.3,103.6,68732.0,10436.0,20.0,1.9,5632296.0,68732.0,24358.0,1781.0,27747.0,38751.0,41.6,10544.0
2020-01,46141.66666666666,23.83333333333333,1.0,1.0,2020.0,16.5,1737947.0,1746.0,912.0,645.0,3503.0,3860.0,844.0,307.0,1739.0,23026900.51,3664806.45,6770302.52,10953920.9,251.85199023943886,97.57842385516508,45.34,42.11,46.93999999999999,11009290.0,4581307.0,83.71,91.87100000000001,3.1,63.61,100.161,101.065,95.09700000000001,15.62483871,100.66,102.4,11.9,5.4,84.0,107.5,13685.0,32111.0,99.5,82119.0,72.4,72.4,1669.1,47.5,1741.5,26.2,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-02,44086.20689655173,30.75862068965517,1.0,2.0,2020.0,15.0,1664615.0,1584.0,912.0,645.0,4974.0,4585.0,1263.0,467.0,2478.0,171429792.17000002,9148427.61,7694673.24,144418752.04999998,251.85199023943886,97.57842385516508,45.31,42.11,47.07,11009290.0,4581307.0,95.75,92.0,3.1,73.41,101.929,114.036,98.321,15.91678571,100.01,99.9,8.8,6.3,101.1,105.3,7785.0,32111.0,99.5,82119.0,72.4,72.4,1669.1,47.5,1741.5,26.2,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-03,43284.16666666666,19.5,1.0,3.0,2020.0,15.566666666666665,1730991.0,1493.0,912.0,645.0,6025.0,5551.0,1426.0,509.0,2947.0,79237705.40999998,13194926.42,21389887.61,44624789.22,251.85199023943886,97.57842385516508,45.31000000000001,42.1,46.84,11009290.0,4581307.0,120.677,88.387,3.1,70.35,122.065,106.29,68.452,14.49032258,100.98,101.9,11.5,7.4,110.4,97.8,7648.0,32111.0,99.5,82119.0,72.4,72.4,1669.1,47.5,1741.5,26.2,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-04,43774.137931034486,10.0,2.0,4.0,2020.0,15.655172413793107,1535936.0,1989.0,419.09999999999985,345.0,4038.0,7072.0,698.0,278.0,2114.0,100893998.54000002,9160768.679999996,38146843.70999999,51957264.51000002,211.53035455585209,81.63618243980505,45.27,42.05,45.93,9247402.0,3740842.0,88.56700000000002,62.7,2.5,41.93,86.0,33.8,18.467,21.945999999999998,101.14,78.4,7.5,4.3,68.6,62.5,20731.0,31473.0,99.7,81478.0,81.0,81.0,1653.9,32.0,1734.9,32.1,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-05,43918.51851851852,15.481481481481481,2.0,5.0,2020.0,16.185185185185187,1370929.0,2259.0,419.09999999999985,345.0,3736.0,7876.0,1121.0,411.0,1823.0,101443977.42000002,11598254.940000005,42361600.97,47389099.87000001,211.53035455585209,81.63618243980505,45.22999999999999,42.0,45.72,9247402.0,3740842.0,107.161,79.968,2.5,51.97,111.355,53.806000000000004,24.0,20.67354839,100.26,84.0,6.5,3.3,108.8,65.9,36549.0,31473.0,99.7,81478.0,81.0,81.0,1653.9,32.0,1734.9,32.1,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-06,43034.48275862069,20.96551724137931,2.0,6.0,2020.0,15.586206896551724,1339534.0,2171.0,419.09999999999985,345.0,5300.0,9064.0,1543.0,584.0,2537.0,89448044.56,19599189.1,49960568.63000001,19792426.19,211.53035455585209,81.63618243980505,45.49,42.26,45.82,9247402.0,3740842.0,121.4,104.23299999999999,2.5,66.93,133.4,103.46700000000001,41.633,18.49266667,100.35,87.1,6.0,4.4,113.3,74.9,48761.0,31473.0,99.7,81478.0,81.0,81.0,1653.9,32.0,1734.9,32.1,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-07,46898.33333333334,21.53333333333333,3.0,7.0,2020.0,16.4,1445792.0,1677.0,461.90000000000015,375.20000000000016,6715.0,10848.0,2105.0,776.0,3112.0,200333267.06,17844140.239999995,109501892.23000002,71252254.94999999,288.33834889802023,100.46273358631058,46.11,42.88,46.64,12864696.0,4677210.0,167.63299999999995,102.23299999999999,4.8,72.16,129.967,135.5,84.23299999999998,18.62266667,100.34,87.9,11.7,5.9,109.4,82.1,57395.0,32598.0,108.3,79952.0,83.5,83.5,1653.0,49.42415940224159,1736.5,33.0,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-08,45468.790322580644,22.193548387096772,3.0,8.0,2020.0,16.0,1482307.0,1949.0,461.90000000000015,375.20000000000016,7662.0,12845.0,2462.0,884.0,3507.0,213459462.14,18098381.320000008,71460424.25999998,123815862.92000002,288.33834889802023,100.46273358631058,46.3,43.06,46.56,12864696.0,4677210.0,130.25799999999998,119.935,4.8,71.94,136.903,119.774,100.03200000000001,18.30580645,99.7,94.0,8.3,5.2,98.8,87.5,62041.0,32598.0,108.3,79952.0,83.5,83.5,1653.0,49.42415940224159,1736.5,33.0,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-09,45214.758620689645,25.655172413793107,3.0,9.0,2020.0,15.620689655172415,1526681.0,1520.0,461.90000000000015,375.20000000000016,9178.0,15779.0,2590.0,829.0,4181.0,394571776.46,59132800.64999999,76308282.58999997,259030828.58000004,288.33834889802023,100.46273358631058,46.3,43.05,46.47,12864696.0,4677210.0,130.7,108.93299999999999,4.8,75.9,130.033,130.433,100.333,19.07333333,100.14,102.3,15.4,5.6,96.4,95.3,62929.0,32598.0,108.3,79952.0,83.5,83.5,1653.0,49.42415940224159,1736.5,33.0,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-10,47212.90322580645,20.83870967741936,4.0,10.0,2020.0,16.0,1697823.0,1534.0,761.3000000000003,672.3999999999999,10086.0,18986.0,3128.0,1011.0,4414.0,268490103.51,71254855.06,58781303.87000001,136622794.89,265.5825599641336,101.04179169070976,46.21,43.0,46.01,11847638.0,4669478.0,166.645,101.806,15.1,74.9,130.58100000000002,133.774,84.09700000000002,18.48612903,100.64,96.1,16.6,6.1,102.5,94.7,60861.0,38517.0,104.1,78321.0,83.0,83.0,1653.4,50.2,1736.4,34.9,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-11,48150.0,19.33333333333333,4.0,11.0,2020.0,15.5,1731663.0,1930.0,761.3000000000003,672.3999999999999,8582.0,21927.0,2260.0,724.0,3852.0,321246547.93000007,68537638.22999999,80599129.84000002,163202902.11,265.5825599641336,101.04179169070976,46.2,42.97,46.05,11847638.0,4669478.0,148.8,98.2,15.1,67.07,146.233,130.267,65.567,20.91333333,100.84,104.3,8.0,5.8,95.4,96.8,58462.0,38517.0,104.1,78321.0,83.0,83.0,1653.4,50.2,1736.4,34.9,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2020-12,45972.22222222222,15.111111111111109,4.0,12.0,2020.0,15.703703703703706,1897063.0,2180.0,761.3000000000003,672.3999999999999,9976.0,25731.0,2573.0,825.0,4334.0,1482850698.13,162117356.07999998,322989214.19999987,622977268.73,265.5825599641336,101.04179169070976,46.25,43.03,46.57999999999999,11847638.0,4669478.0,124.3,107.2,15.1,70.97,183.36700000000002,129.1,69.433,18.56645161,100.57,108.6,13.5,5.4,113.9,101.1,56105.0,38517.0,104.1,78321.0,83.0,83.0,1653.4,50.2,1736.4,34.9,497418.6,3203.0,116.7,23.4,96.0,63923.0,8660.0,3.9,1.8,5857122.0,63923.0,12633.0,1208.0,26132.0,53713.0,42.5,11014.0
2021-01,47638.33333333334,21.2,1.0,1.0,2021.0,16.233333333333334,1783280.0,2420.0,519.2,443.3,4295.0,28338.0,1349.0,382.0,1776.0,14278323.77,3823457.44,227969.6,10194916.73,226.8670008718396,88.56342772403076,46.81000000000001,43.75,46.84,10408658.0,4180489.0,101.194,100.806,3.3,58.55,141.903,115.645,74.806,19.31,100.8,93.4,9.0,4.1,84.1,90.9,47893.0,31648.0,100.5,77291.0,81.6,81.6,1647.1,44.8,1728.6,37.3,489482.30653789005,3176.5,100.4,19.618499257057948,100.62659732540865,59158.0,8493.0,14.1,1.2,6197508.0,59158.0,10197.0,2587.0,26632.73476968797,40893.75482912332,44.2,11213.0
2021-02,48451.071428571435,25.75,1.0,2.0,2021.0,14.5,1744716.0,2327.0,519.2,443.3,7113.0,29802.0,2105.0,577.0,2962.0,222009788.19,8048044.380000001,12380486.84,51597317.48,226.8670008718396,88.56342772403076,47.46999999999999,44.46,47.33,10408658.0,4180489.0,134.571,105.60700000000001,3.3,66.61,140.429,134.857,83.5,21.51142857,100.67,92.3,9.0,5.5,97.0,95.6,33141.0,31648.0,100.5,77291.0,81.6,81.6,1647.1,44.8,1728.6,37.3,489482.30653789005,3176.5,100.4,19.618499257057948,100.62659732540865,59158.0,8493.0,14.1,1.2,6197508.0,59158.0,10197.0,2587.0,26632.73476968797,40893.75482912333,44.2,11213.0
2021-03,48475.8064516129,28.12903225806452,1.0,3.0,2021.0,16.0,1820167.0,2259.0,519.2,443.3,8314.0,33514.0,2253.0,647.0,3502.0,89590479.48999998,14470768.239999998,15901649.2,59011382.63,226.8670008718396,88.56342772403076,47.83,44.96,47.44,10408658.0,4180489.0,156.32299999999995,100.355,3.3,71.45,143.194,137.548,94.258,19.13241935,100.81,105.7,11.2,6.9,109.0,106.1,22745.0,31648.0,100.5,77291.0,81.6,81.6,1647.1,44.8,1728.6,37.3,489482.30653789005,3176.5,100.4,19.618499257057948,100.62659732540865,59158.0,8493.0,14.1,1.2,6197508.0,59158.0,10197.0,2587.0,26632.73476968797,40893.75482912333,44.2,11213.0
2021-04,51087.5,25.4,2.0,4.0,2021.0,15.5,1624400.0,2273.0,571.8,456.2,9169.0,36450.0,2596.0,710.0,3775.0,110531513.42000002,19563375.860000007,12761505.140000002,76510589.87000002,279.0894317048853,90.77765749406342,48.09,45.32,47.68,13063246.0,4332515.0,217.667,104.06700000000001,4.6,74.73,146.167,141.167,93.26700000000001,18.99733333,100.45,134.9,4.5,6.1,103.1,162.2,18225.0,36407.0,100.1,76770.0,77.8,77.8,1655.2,49.7,1733.0,39.8,489482.30653789005,3176.5,100.4,19.618499257057948,100.62659732540865,59158.0,8493.0,14.1,1.2,6197508.0,59158.0,10197.0,2587.0,26632.73476968797,40893.75482912332,44.2,11213.0
2021-05,46967.741935483864,17.161290322580644,2.0,5.0,2021.0,16.0,1528800.0,2497.0,571.8,456.2,7564.0,40828.0,2401.0,684.0,2969.0,84493735.62,23934524.370000005,33958770.19,26558696.78999999,279.0894317048853,90.77765749406342,48.2,45.32,47.75,13063246.0,4332515.0,168.19400000000005,108.581,4.6,73.42,148.516,132.548,99.03200000000001,17.46483871,100.96,123.4,2.3,4.3,102.9,150.7,15779.0,36407.0,100.1,76770.0,77.8,77.8,1655.2,49.7,1733.0,39.8,489482.30653789005,3176.5,100.4,19.618499257057948,100.62659732540865,59158.0,8493.0,14.1,1.2,6197508.0,59158.0,10197.0,2587.0,26632.73476968797,40893.75482912333,44.2,11213.0
2021-06,47035.714285714275,25.32142857142857,2.0,6.0,2021.0,14.714285714285715,1478020.0,3096.0,571.8,456.2,9339.0,45379.0,3630.0,1032.0,3523.0,528993918.2000001,53156590.22999998,115334197.68999998,360368670.73,279.0894317048853,90.77765749406342,48.6,45.31,47.75,13063246.0,4332515.0,177.1,118.167,4.6,77.4,158.63299999999995,139.6,97.23300000000002,17.65533333,100.63,127.1,14.8,5.8,102.6,132.8,13189.0,36407.0,100.1,76770.0,77.8,77.8,1655.2,49.7,1733.0,39.8,489482.30653789005,3176.5,100.4,19.618499257057948,100.62659732540865,59158.0,8493.0,14.1,1.2,6197508.0,59158.0,10197.0,2587.0,26632.73476968797,40893.75482912333,44.2,11213.0
2021-07,51721.290322580644,26.677419354838708,3.0,7.0,2021.0,16.0,1583703.0,3183.0,574.5999999999998,354.70000000000016,7554.0,49004.0,1667.0,486.0,3116.0,329835007.63999987,30925029.70000001,64638288.95000002,84108880.44999993,310.6872010160164,106.54503228494065,48.77,45.4,47.88,14677899.0,5115227.0,185.167,104.93299999999999,5.2,80.23,150.233,132.6,81.833,17.70466667,100.39,118.8,16.2,4.7,105.6,123.3,12428.0,38666.0,81.9,74681.0,66.4,66.4,1675.8,49.42415940224159,1742.2,44.0,489482.30653789005,3176.5,100.4,19.618499257057948,100.62659732540865,59158.0,8493.0,14.1,1.2,6197508.0,59158.0,10197.0,2587.0,26632.73476968797,40893.75482912333,44.2,11213.0
2021-08,48548.3870967742,24.741935483870968,3.0,8.0,2021.0,16.0,1604906.0,3811.0,574.5999999999998,354.70000000000016,7369.0,54757.0,1802.0,522.0,2953.0,155551224.5700002,60831765.69999999,55168545.5,38959598.840000026,310.6872010160164,106.54503228494065,49.26,45.65,48.09,14677899.0,5115227.0,158.0,121.90299999999999,5.2,81.13,156.387,132.484,107.645,18.16096774,100.07,116.0,13.6,5.4,101.2,112.5,11398.0,38666.0,81.9,74681.0,66.4,66.4,1675.8,49.42415940224159,1742.2,44.0,489482.30653789005,3176.5,100.4,19.618499257057948,100.62659732540865,59158.0,8493.0,14.1,1.2,6197508.0,59158.0,10197.0,2587.0,26632.73476968797,40893.75482912333,44.2,11213.0
2021-09,49141.66666666666,25.7,3.0,9.0,2021.0,15.5,1633298.0,3717.0,574.5999999999998,354.70000000000016,7977.0,58474.0,2476.0,688.0,3047.0,213993761.38999987,85352887.14000002,45760441.44999998,56847356.74000001,310.6872010160164,106.54503228494065,49.04,45.34,48.06000000000001,14677899.0,5115227.0,170.567,112.633,5.2,81.27,157.3,131.5,96.9,19.047,100.39,110.4,13.6,4.7,97.8,105.2,9897.0,38666.0,81.9,74681.0,66.4,66.4,1675.8,49.42415940224159,1742.2,44.0,489482.30653789005,3176.5,100.4,19.618499257057948,100.62659732540865,59158.0,8493.0,14.1,1.2,6197508.0,59158.0,10197.0,2587.0,26632.73476968797,40893.75482912332,44.2,11213.0
