year_month,avg_salary,count_in_day,quarter,month,year,split,Полный_плановый_объем_потребления_электроэнергии_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Кол-во_выпущенных_специалистов_сварочного_производства_и_сварщиков_year,Ростовская область_Индекс потребительских цен на товары и услуги,Ростовская область_Индекс промышленного производства (по месяцам),Ростовская область_Коэффициент ликвидации организаций (по месяцам),Ростовская область_Коэффициент рождаемости организаций на организаций по субъектам Российской Федерации,Ростовская область_Оборот розничной торговли (в % к пред месяцу),Ростовская область_Объем платных услуг населению,Ростовская область_Численность зарегистрированных безработных (по месяцам),Ростовская область_Cреднедушевые денежные доходы,Ростовская область_Индекс производства продукции сельского хозяйства (поквартально),Ростовская область_Количество организаций,Ростовская область_Уровень безработицы (по методологии МОТ),Ростовская область_Численность безработных (МОТ),Ростовская область_Численность занятых (по обследованиям),Ростовская область_Численность принятых работников (по кварталам),Ростовская область_Численность рабочей силы,Ростовская область_Численность требуемых работников на вакантные рабочие места,Ростовская область__ВРП на душу населения,Ростовская область__Численность населения на январ,Ростовская область_Динамика инвестиций в ОК (%),Ростовская область_Доля инвестиций в ОК к ВРП,Ростовская область_Индекс физического объема ВРП,Ростовская область_Количество активных предприятий,Ростовская область_Количество умерших предприятий,Ростовская область_Коэффициент миграционного прироста,Ростовская область_Коэффициент напряженности на рынке труда,Ростовская область_Наличие основных фондов,Ростовская область_Показатели предпринимательской активности _акти,Ростовская область_Показатели предпринимательской активности _рос,Ростовская область_Показатели предпринимательской активности _уга,Ростовская область_Потребительские расходы в среднем на душу населения,Ростовская область_Потребность в работниках,Ростовская область_Степень износа ОФ,"Ростовская область_Численность обучающихся (квалиф рабочие, служащие)"
2021-01,48581.03448275862,23.82758620689655,1.0,1.0,2021.0,16.724137931034484,1748302.2169999997,952.9174311926604,523.3,5305.0,24352.0,1859.0,783.0,2396.0,19717674.94,17583779.59,74060.12,2059835.23,392.8922806933188,149.72107100769847,44.4075166666664,48.872243713732956,47.90246223564961,18442964.1,7147485.1,100.45161290322581,99.03225806451613,1182.525,17650.0,76.80645161290323,142.3548387096774,126.35483870967742,83.19354838709677,19.73548387,859.0,100.52,109.9,6.9,2.4,75.5,99.8,101297.0,27687.0,100.4,74465.0,101.3,101.3,2009.2,45.6,2110.6,44.1,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-02,49494.642857142855,29.464285714285715,1.0,2.0,2021.0,14.5,1587773.6359999997,952.9174311926604,523.3,7910.0,25356.0,2783.0,1077.0,3515.0,48202483.55,18631817.91,26023900.74,3546764.9,392.8922806933188,149.7210710076985,44.60227386934686,49.130227272727396,47.772095639943636,18442964.1,7147485.1,128.92857142857142,106.92857142857143,1381.85,20179.15,82.36666666666666,161.0,156.46428571428572,91.96428571428572,21.80357143,859.0,100.64,108.7,8.2,4.5,98.2,100.1,91307.0,27687.0,100.4,74465.0,101.3,101.3,2009.2,45.6,2110.6,44.1,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-03,50500.0,32.4,1.0,3.0,2021.0,16.1,1707464.1919999986,952.9174311926604,523.3,10178.0,27603.0,3272.0,1275.0,4384.0,574169760.31,133260909.72,428415449.51,12493401.080000002,392.8922806933188,149.72107100769847,45.08833009708787,49.54857798165175,47.54145811789011,18442964.1,7147485.1,165.32258064516128,111.45161290322581,1437.71,25173.2,78.90322580645163,157.19354838709674,161.80645161290326,92.64516129032258,19.11032258,859.0,100.92,115.5,11.1,5.7,108.3,105.9,54241.0,27687.0,100.4,74465.0,101.3,101.3,2009.2,45.6,2110.6,44.1,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-04,50223.33333333334,29.13333333333333,2.0,4.0,2021.0,15.5,1511368.067999997,952.9174311926604,748.5,10763.0,31150.0,3458.0,1270.0,4659.0,521908496.55,12312781.78,226216391.38,283332923.39000005,264.36183439856416,112.2291929739724,45.63269090909154,49.973292517007025,47.916286072772806,12717678.7,5399103.4,179.03333333333333,116.7,1664.635,19415.9,83.1,160.4,169.33333333333334,97.4,19.18533333,859.0,100.66,119.3,13.2,5.4,98.9,172.6,41679.0,32619.0,102.9,73363.0,80.6,80.6,2058.7,51.9,2139.3,48.5,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-05,49366.66666666666,19.233333333333334,2.0,5.0,2021.0,16.233333333333334,1415808.156,952.9174311926604,748.5,8448.0,34811.0,2696.0,998.0,3563.0,419339685.84000015,35196651.50999999,333805487.85,49781095.12000001,264.36183439856416,112.2291929739724,45.952808219178344,50.305176282051704,48.1238020086086,12717678.7,5399103.4,165.16129032258058,118.48387096774192,1632.94,15534.22,84.48387096774194,163.09677419354838,146.3548387096774,111.06451612903228,17.68967742,859.0,100.62999999999998,111.5,6.6,3.5,101.6,160.2,34075.0,32619.0,102.9,73363.0,80.6,80.6,2058.7,51.9,2139.3,48.5,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-06,51828.33333333334,26.1,2.0,6.0,2021.0,15.5,1460885.746999999,952.9174311926604,748.5,10780.0,37490.0,3958.0,1321.0,4412.0,453350906.6199999,29665963.5,371426464.76999986,52113478.34999997,264.36183439856416,112.2291929739724,46.16579427083322,50.61278097982742,48.28341430499318,12717678.7,5399103.4,181.23333333333332,124.23333333333332,1473.56,17713.44,82.38709677419354,179.43333333333337,159.26666666666668,113.43333333333334,17.61433333,859.0,100.7,111.6,4.9,4.6,101.3,128.4,29274.0,32619.0,102.9,73363.0,80.6,80.6,2058.7,51.9,2139.3,48.5,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-07,53790.32258064517,26.225806451612907,3.0,7.0,2021.0,16.0,1720656.1149999998,952.9174311926604,967.7,9385.0,38750.0,2282.0,818.0,3892.0,1478915566.89,28254015.07999999,961229871.63,489140641.08,436.97270960454597,140.84406260832012,46.578906250000436,50.78148667601704,48.48957382039527,21359560.4,6847476.5,176.6,119.9,1262.58,16496.04,86.43333333333334,174.23333333333332,175.23333333333332,100.5,18.38866667,859.0,100.16,105.0,7.5,4.2,108.0,110.9,25625.0,37468.0,107.9,72527.0,80.8,80.8,2066.1,51.90542540073982,2146.9,51.5,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-08,50943.548387096766,25.806451612903228,3.0,8.0,2021.0,16.0,1652006.3089999985,952.9174311926604,967.7,8798.0,41782.0,2559.0,943.0,3786.0,545432668.5600004,46612779.19,413793432.40999985,85032906.06000006,436.97270960454597,140.84406260832012,46.85205673758801,51.268593073593074,48.782401392111645,21359560.4,6847476.5,161.19354838709674,128.6451612903226,1170.215,15347.2,80.2258064516129,168.09677419354838,159.61290322580646,104.93548387096772,19.08,859.0,100.18,105.3,8.8,4.4,107.4,107.9,23328.0,37468.0,107.9,72527.0,80.8,80.8,2066.1,51.90542540073982,2146.9,51.5,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-09,50675.0,26.266666666666666,3.0,9.0,2021.0,15.5,1387656.586,952.9174311926604,967.7,9830.0,42569.0,2975.0,1014.0,3930.0,475770630.17999935,36825353.41000002,362697610.47000027,76247666.29999995,436.97270960454597,140.84406260832012,46.4293846153846,51.37416361416287,48.580317880794496,21359560.4,6847476.5,184.4,122.26666666666668,1257.885,14543.0,73.93333333333334,172.13333333333333,166.1,110.73333333333332,19.37966667,859.0,100.72,116.7,8.6,4.7,97.0,107.2,20990.0,37468.0,107.9,72527.0,80.8,80.8,2066.1,51.90542540073982,2146.9,51.5,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-10,52783.87096774193,17.548387096774196,4.0,10.0,2021.0,16.0,1584074.1660000002,952.9174311926604,1108.4000000000003,10753.0,45689.0,3506.0,1155.0,4211.0,764917337.54,90202319.43,556244518.81,118467449.04999997,396.82576449107114,167.03187637813298,46.712425373135346,51.49657446808426,48.96965583174015,19689644.20000001,8341652.300000003,175.45161290322582,119.90322580645164,1348.255,14395.27,76.6896551724138,172.61290322580646,172.70967741935485,100.25806451612905,18.48645161,859.0,101.37,103.9,19.1,4.4,98.1,110.2,18952.0,41584.0,111.1,70966.0,80.8,80.8,2053.3,57.3,2134.1,52.2,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-11,54608.33333333334,21.466666666666665,4.0,11.0,2021.0,15.5,1634935.5230000017,952.9174311926604,1108.4000000000003,10450.0,45008.0,3672.0,1156.0,4016.0,1660303980.9700005,493050488.36,929866091.39,237390451.47,396.82576449107114,167.03187637813298,47.208827160494,51.90892644135254,49.53321528425021,19689644.20000001,8341652.300000003,195.7,118.66666666666669,1304.81,16967.2,71.77347273723343,180.2,171.93333333333337,74.1,19.12633333,859.0,100.91,106.9,7.0,3.8,97.7,109.8,17783.0,41584.0,111.1,70966.0,80.8,80.8,2053.3,57.3,2134.1,52.2,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2021-12,56116.93548387097,18.41935483870968,4.0,12.0,2021.0,16.0,1796709.7680000018,952.9174311926604,1108.4000000000003,13954.0,48972.0,4691.0,1444.0,5041.0,5079629033.330001,231685725.06,2290621441.9300013,2557321866.34,396.82576449107114,167.03187637813298,47.91680387409141,52.46358715596357,51.31857280617203,19689644.20000001,8341652.300000003,173.64516129032262,123.45161290322581,1165.1,20347.85,71.77347273723343,208.7419354838709,134.04251574853083,88.51612903225808,17.214000000000002,859.0,100.85,94.4,9.7,4.7,113.4,105.2,17320.0,41584.0,111.1,70966.0,80.8,80.8,2053.3,57.3,2134.1,52.2,387141.41587068327,4181.5,114.00000000000001,17.96539309331374,100.5357825128582,53850.0,6972.0,36.0,1.3,7444950.0,53850.0,7802.0,1975.9999999999998,26015.742101396034,49301.620132255695,40.2,22908.0
2022-01,58209.67741935483,24.0,1.0,1.0,2022.0,16.0,1830282.7700000003,952.9174311926604,976.3,7212.0,47472.0,2801.0,856.0,2462.0,3117798.46,1116606.89,2280804.47,-279612.9,397.2613125076993,178.09274129624518,48.51080459770154,53.013619718309535,52.230329835082905,20133918.0,9309881.4,145.74193548387098,111.06451612903228,100768.0,47207.0,62.0,147.1290322580645,154.93548387096774,102.51612903225808,17.86548387,808.0,100.62,114.8,13.8,3.0,78.5,103.8,15437.0,30925.0,115.0,69613.0,76.1,76.1,2017.4782560706399,50.2,2136.7,51.7,387141.41587068327,4200.54293598234,100.88747240618105,17.96539309331374,100.5357825128582,60096.715231788075,8344.460816777042,22.708995584988962,2.1517660044150104,6081274.866445918,60096.71523178807,15278.118653421632,2655.171081677704,26015.742101396034,49301.620132255695,39.32610375275939,22783.416114790292
2022-02,54567.857142857145,37.607142857142854,1.0,2.0,2022.0,14.5,1602099.7900000003,952.9174311926604,976.3,9404.0,45635.0,3734.0,1099.0,3285.0,122918945.2,4730382.7,88195059.07000001,29993503.43,397.2613125076993,178.09274129624524,48.398244274809656,52.8865242165244,52.43315270935931,20133918.0,9309881.4,196.14285714285717,116.17857142857143,103563.0,107959.51228099175,62.12903225806453,188.17857142857144,186.4642857142857,102.5,18.47375,808.0,100.81000000000002,108.8,11.8,4.7,98.7,103.5,14364.0,30925.0,115.0,69613.0,76.1,76.1,2017.4782560706399,50.2,2136.7,51.7,387141.41587068327,4200.54293598234,100.88747240618105,17.96539309331374,100.5357825128582,60096.715231788075,8344.460816777042,22.708995584988962,2.1517660044150104,6081274.866445918,60096.71523178807,15278.118653421632,2655.171081677704,26015.742101396034,49301.620132255695,39.32610375275939,22783.416114790292
2022-03,54870.967741935485,23.032258064516128,1.0,3.0,2022.0,16.0,1740630.0870000003,952.9174311926604,976.3,11348.0,48749.0,4992.0,1501.0,3909.0,746214440.6334504,104292159.8775828,431480384.2778477,208564406.3586159,397.2613125076993,178.09274129624518,48.35355871886172,52.928042609853726,52.162921478060476,20133918.0,9309881.4,194.0,105.54838709677419,776.0,107959.51228099175,65.83333333333333,176.03225806451616,175.83870967741936,79.2258064516129,14.53419355,808.0,106.78,101.6,5.9,4.8,106.3,104.9,13360.0,30925.0,115.0,69613.0,76.1,76.1,2017.4782560706399,50.2,2136.7,51.7,387141.41587068327,4200.54293598234,100.88747240618105,17.96539309331374,100.5357825128582,60096.715231788075,8344.460816777042,22.708995584988962,2.1517660044150104,6081274.866445918,60096.71523178807,15278.118653421632,2655.171081677704,26015.742101396034,49301.620132255695,39.32610375275939,22783.416114790292
2022-04,52524.0,21.03448275862069,2.0,4.0,2022.0,15.20689655172414,1501815.6990000003,952.9174311926604,764.0,2979.0,53679.0,1478.0,397.0,1046.0,746214440.6334504,104292159.8775828,431480384.2778477,208564406.3586159,263.6561941878945,132.99895098577423,48.033131548312454,52.915605633802535,51.94861618798994,13284005.6,6897242.0,150.4,111.2,6727.0,107959.51228099175,63.32258064516129,117.46666666666668,169.9,89.86666666666666,14.842666669999998,808.0,102.31,97.8,8.1,4.4,90.9,104.0,14025.0,37361.0,113.3,68088.0,77.8,77.8,2017.4782560706399,49.0,2157.6,54.6,387141.41587068327,4200.54293598234,100.88747240618105,17.96539309331374,100.5357825128582,60096.715231788075,8344.460816777042,22.708995584988962,2.1517660044150104,6081274.866445918,60096.71523178807,15278.118653421632,2655.171081677704,26015.742101396034,49301.620132255695,39.32610375275939,22783.416114790292
2022-05,59704.03225806452,23.548387096774192,2.0,5.0,2022.0,16.0,1424398.2519999978,952.9174311926604,764.0,2796.0,55474.0,1578.0,329.0,834.0,746214440.6334504,104292159.8775828,431480384.2778477,208564406.3586159,263.6561941878945,132.99895098577423,48.00334319526689,52.69480865224597,51.823183925811215,13284005.6,6897242.0,137.61290322580643,107.25806451612905,6613.0,107959.51228099175,62.12903225806453,119.29032258064517,152.22580645161293,93.87096774193549,14.64935484,808.0,100.71,102.1,11.7,3.8806549351482857,101.5,104.9,13719.0,37361.0,113.3,68088.0,77.8,77.8,2017.4782560706399,49.0,2157.6,54.6,387141.41587068327,4200.54293598234,100.88747240618105,17.96539309331374,100.5357825128582,60096.715231788075,8344.460816777042,22.708995584988962,2.1517660044150104,6081274.866445918,60096.71523178807,15278.118653421632,2655.171081677704,26015.742101396034,49301.620132255695,39.32610375275939,22783.416114790292
2022-06,57479.625,25.535714285714285,2.0,6.0,2022.0,16.285714285714285,1485308.8099999984,952.9174311926604,764.0,4994.0,51696.0,2605.0,544.0,1511.0,746214440.6334504,104292159.8775828,431480384.2778477,208564406.3586159,263.6561941878945,132.99895098577423,47.89875549048377,52.75726114649662,51.80631419939535,13284005.6,6897242.0,168.86666666666662,115.26666666666668,9978.0,107959.51228099175,59.7,115.2,153.73333333333332,100.33333333333331,14.59,808.0,99.67,82.9,15.5,4.9,102.5,106.6,13531.0,37361.0,113.3,68088.0,77.8,77.8,2017.4782560706399,49.0,2157.6,54.6,387141.41587068327,4200.54293598234,100.88747240618105,17.96539309331374,100.5357825128582,60096.715231788075,8344.460816777042,22.708995584988962,2.1517660044150104,6081274.866445918,60096.71523178807,15278.118653421632,2655.171081677704,26015.742101396034,49301.620132255695,39.32610375275939,22783.416114790292
2022-07,54033.87096774193,24.0,3.0,7.0,2022.0,16.0,1588497.4460000002,952.9174311926604,874.5000000000003,7494.0,53207.0,3435.0,692.0,2273.0,746214440.6334504,104292159.8775828,431480384.2778477,208564406.3586159,380.9756753355832,143.9820002789184,47.956575342466316,52.70417457305475,51.82433862433839,17445316.62160835,6737921.5933087785,142.13333333333333,101.43333333333334,104338.0,107959.51228099175,55.29032258064516,112.76666666666668,157.9,73.06666666666666,17.487000000000002,808.0,99.59,86.5,9.887456144347746,4.556431402925228,107.2,102.8,33962.22010050251,31373.806532663315,103.0759296482412,79414.84773869348,98.53085427135679,98.53085427135679,2017.4782560706399,51.90542540073982,2120.7241206030153,39.967336683417095,387141.41587068327,4200.54293598234,100.88747240618105,17.96539309331374,100.5357825128582,60096.715231788075,8344.460816777042,22.708995584988962,2.1517660044150104,6081274.866445918,60096.71523178807,15278.118653421632,2655.171081677704,26015.742101396034,49301.620132255695,39.32610375275939,22783.416114790292
2022-08,56995.161290322576,27.12903225806452,3.0,8.0,2022.0,16.0,1686911.4679999975,952.9174311926604,874.5000000000003,10078.0,56254.0,3981.0,811.0,3004.0,746214440.6334504,104292159.8775828,431480384.2778477,208564406.3586159,380.9756753355832,143.9820002789184,47.957248677249204,52.66307992202704,52.07305936073044,17445316.62160835,6737921.5933087785,193.54838709677415,118.32258064516131,10677.0,107959.51228099175,52.22222222222222,116.70967741935483,152.32258064516128,94.90322580645164,13.46709677,808.0,99.7,103.9,12.823354094226431,5.456421229605288,106.5,106.1,33962.22010050251,31373.806532663315,103.0759296482412,79414.84773869348,98.53085427135679,98.53085427135679,2017.4782560706399,51.90542540073982,2120.7241206030153,39.967336683417095,387141.41587068327,4200.54293598234,100.88747240618105,17.96539309331374,100.5357825128582,60096.715231788075,8344.460816777042,22.708995584988962,2.1517660044150104,6081274.866445918,60096.71523178807,15278.118653421632,2655.171081677704,26015.742101396034,49301.620132255695,39.32610375275939,22783.416114790292
2022-09,55752.25,25.13333333333333,3.0,9.0,2022.0,15.5,1432092.0210000009,952.9174311926604,874.5000000000003,10812.0,55547.0,3698.0,811.0,3407.0,746214440.6334504,104292159.8775828,431480384.2778477,208564406.3586159,380.9756753355832,143.9820002789184,47.87538745387467,52.866435124508676,52.621899371068686,17445316.62160835,6737921.5933087785,163.26666666666668,106.7,10884.0,107959.51228099175,59.7,113.6,156.23333333333332,83.33333333333333,15.23,808.0,99.96,107.9,9.396097005859103,4.690359389176804,100.0,106.3,33962.22010050251,31373.806532663315,103.0759296482412,79414.84773869348,98.53085427135679,98.53085427135679,2017.4782560706399,51.90542540073982,2120.7241206030153,39.967336683417095,387141.41587068327,4200.54293598234,100.88747240618105,17.96539309331374,100.5357825128582,60096.715231788075,8344.460816777042,22.708995584988962,2.1517660044150104,6081274.866445918,60096.71523178807,15278.118653421632,2655.171081677704,26015.742101396034,49301.620132255695,39.32610375275939,22783.416114790292
2022-10,55825.0,15.083333333333336,4.0,10.0,2022.0,16.0,1589269.4020350631,1367.0724241870544,1257.2227191589195,12028.904906091668,37418.66795250628,4284.8123998130495,1195.3293672454527,4284.910487695769,950399735.9561619,129140977.09768036,597745480.9843843,145905570.74059695,359.1061395366915,154.141979695182,48.39942787164746,53.35612384245751,51.4419965323903,18107626.408469614,8010776.347745784,168.12923994781417,114.86193629325615,2008.4278754952195,26420.747732980162,68.18485992059813,163.70522232720532,176.67862433984448,95.59446832824386,18.162390411872405,851.6252722768007,101.08900870466513,105.87560038424593,11.649990606737287,4.08916608387398,102.02476703132477,111.08333797279602,27007.592845142564,43650.90275044866,106.02154623471512,68571.05575080798,81.77568670330908,81.77568670330908,2027.8780970937576,56.145627348007224,2129.994122534822,54.28431662035553,391924.87837863987,4191.650547729553,118.25882533343847,18.185591533000267,100.30345097546218,56933.28503513944,7731.4397277166545,43.5887172292268,1.5260954418664294,8442386.482819157,56406.04666903133,12890.92128717279,2302.339769660385,26230.37886728612,52836.83397823217,39.457746451911405,23034.716242359696
2022-11,,,4.0,11.0,2022.0,15.5,1592225.1358778325,1366.781677563505,1256.6401697741471,11330.553549030255,38588.43557745541,3833.2119011872933,1129.9909917386806,4005.3101592918324,1463782363.7966914,307354959.10784036,654314424.7082669,208470520.98584333,358.9775430487119,154.14120770293704,48.656633917138,53.61840656237298,51.81546334700997,18107617.71682281,8006434.287994219,187.87776202881213,116.78841808880068,1913.5245116914448,21730.11310672631,69.59696023445078,174.4942479308692,172.5782669153048,83.00253627419207,18.484404815105094,851.6184611033742,101.05660195357805,105.87560038424593,13.758161676502073,4.440969146001068,100.62092041433752,110.71648626500084,26760.73469871525,43610.45703913518,106.01875452230637,68518.45140478342,81.66538559742678,81.66538559742678,2027.8744992717925,56.14415314339035,2129.9912772053203,54.10006025466954,391921.3077477055,4191.868978465429,118.21882036992186,18.184991427132555,100.30317571591698,56922.929857759125,7730.654427383014,43.360215824486396,1.5191167619880082,8431093.447029822,56393.965628754304,12870.920693529548,2299.281181196776,26230.323679128105,52804.775816372676,39.45773442955135,23034.48946400689
2022-12,,,4.0,12.0,2022.0,15.754098360655734,1757806.3344599174,1366.4922939461587,1256.0617417527926,13236.34243864911,42831.75045352538,4066.3916296291095,1276.1042425325513,4815.73212100497,4736852730.762102,363609643.5267465,2092287500.4387558,2405718589.303655,358.84823788961677,154.1404362456043,48.83694497866783,53.97335861003887,53.26422900799618,18107609.02703667,8002125.677901488,163.38054817240447,117.39820750746999,1760.3046825578494,40109.16081101914,70.11828674569973,193.37878611413223,148.01850951138476,89.63855045790207,17.521293298615422,851.6116590875432,101.20711666503004,105.87560038424593,11.33219755267273,4.218899655672393,118.99465549621866,108.10593569806791,26349.91158728348,43570.42889698148,106.01596823391505,68465.40092402928,81.55396543777125,81.55396543777125,2027.8709029349786,56.14268150018443,2129.988432894367,53.92020337342539,391917.74335316266,4192.07556198179,118.17919266806211,18.184392751987183,100.3029002225515,56912.516768737194,7729.8667630195105,43.14083665634464,1.5119914528326226,8420009.681648085,56381.81702489538,12850.440701920847,2296.11900874868,26230.26852879062,52773.06293246397,39.45772240405741,23034.26294843521
2023-01,,,1.0,1.0,2023.0,16.0,1650177.8013292004,898.9074811893342,776.9013396342116,6908.87366513989,55800.607769457165,2548.387366450523,788.5084458129134,2436.965908036845,8314096.998765858,1930238.5829131573,2463754.4091276857,3041139.549449842,349.5790764596562,150.95732594560045,48.440694273835824,54.00371711732234,53.7518332296205,17767715.307805274,7830297.244623157,157.86118289902416,114.0737554440902,2150.8072708981117,50640.52283305863,67.50743875813072,159.58233530084073,166.0406497304101,90.78159356112782,17.835329003338433,844.1453342233763,100.8547299199028,114.00228904613121,10.826508017002457,2.9127105253452776,74.25607497127622,108.62537284968344,29816.05662847833,31654.648133501152,107.82471912321195,67037.19054008914,76.40584119747173,76.40584119747173,2022.4423969405689,48.138065398929214,2122.670862702471,54.38888567004489,389808.6829957258,4185.051541525811,123.52318806066961,18.415907731022827,101.73990604242813,59062.59900517494,7770.595290320762,53.919132123324715,1.408768311954908,9136787.333478948,57754.1088344672,23084.28964948877,2313.787962986348,26229.902582709103,55405.84478631201,39.26452517101536,23165.14393895962
2023-02,,,1.0,2.0,2023.0,14.5,1604306.185306468,898.6914282313629,776.6086383226619,8913.60517427379,53525.95245406554,3799.337430414753,981.6032545961447,3157.326778985263,72408344.51682787,6035168.277441089,39130418.25965758,14631847.460198745,349.467801228593,150.95690076590054,48.51127870253523,54.01321285492717,53.741993569170674,17767705.57925787,7826848.734090082,152.14014071832747,112.87050487884486,2476.0143449507304,66294.15940843054,67.50214966109283,180.38614354651162,180.4710952806578,90.94058010692352,17.834950620086364,844.1316624640448,100.97508302536072,111.46522035161207,12.767088060138063,4.410014381804504,100.99559523516369,108.1950385597583,32086.227151513507,31610.033869635885,107.82122000149393,66956.54566597346,76.31102039573551,76.31102039573551,2022.4413792657144,48.13637311099368,2122.6684375579503,54.289828620092614,389976.7177075355,4185.693699717577,123.46728236310474,18.41467351805413,101.73936125969004,59046.52402973703,7769.489446673235,53.555045117660036,1.400783904118326,9120918.267397748,57735.28579081439,23173.254079324615,2310.0277064594793,26229.82915123081,55374.51525795142,39.26451713475736,23164.683938761227
2023-03,,,1.0,3.0,2023.0,16.0,1604281.9967697703,898.4763919818222,776.3179342141078,11522.193023592266,57058.66963622665,4449.007854196574,1125.0979204713906,3609.593389761812,674173097.3907375,56803112.77676153,366455850.2718712,73334761.08625133,349.35589599511724,150.95647587856044,48.478106021306715,53.95039583470143,52.93022117120913,17767695.852793552,7823425.773572807,194.86471283708667,108.39531354947785,1715.2827096467695,67457.84613859617,66.50615445045482,176.026864967877,186.47521795280116,90.91716879963171,16.352940261274213,844.118009248981,101.25596868237578,112.46665601675647,13.067228643200481,4.4562628292892335,110.36116945793717,109.41684155445671,31569.069977010742,31565.915523915977,107.81772762901308,66875.26521468526,76.21518933345571,76.21518933345571,2022.4403620080316,48.13468377583774,2122.6660132800307,54.19266074096264,389929.4083179657,4186.417116600361,123.41190564715127,18.41344230030485,101.73881601744127,59029.96086293712,7768.380343284215,53.20545876932038,1.3926367104793251,9105344.131707808,57716.06053201579,23146.827099176175,2306.2891418420086,26229.75577009171,55343.50568091651,39.26450909640155,23164.22447657229
