year_month,avg_salary,count_in_day,quarter,month,year,split,Полный_плановый_объем_потребления_электроэнергии_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Кол-во_выпущенных_специалистов_сварочного_производства_и_сварщиков_year,Ростовская область_Индекс потребительских цен на товары и услуги,Ростовская область_Индекс промышленного производства (по месяцам),Ростовская область_Коэффициент ликвидации организаций (по месяцам),Ростовская область_Коэффициент рождаемости организаций на организаций по субъектам Российской Федерации,Ростовская область_Оборот розничной торговли (в % к пред месяцу),Ростовская область_Объем платных услуг населению,Ростовская область_Численность зарегистрированных безработных (по месяцам),Ростовская область_Cреднедушевые денежные доходы,Ростовская область_Индекс производства продукции сельского хозяйства (поквартально),Ростовская область_Количество организаций,Ростовская область_Уровень безработицы (по методологии МОТ),Ростовская область_Численность безработных (МОТ),Ростовская область_Численность занятых (по обследованиям),Ростовская область_Численность принятых работников (по кварталам),Ростовская область_Численность рабочей силы,Ростовская область_Численность требуемых работников на вакантные рабочие места,Ростовская область__ВРП на душу населения,Ростовская область__Численность населения на январ,Ростовская область_Динамика инвестиций в ОК (%),Ростовская область_Доля инвестиций в ОК к ВРП,Ростовская область_Индекс физического объема ВРП,Ростовская область_Количество активных предприятий,Ростовская область_Количество умерших предприятий,Ростовская область_Коэффициент миграционного прироста,Ростовская область_Коэффициент напряженности на рынке труда,Ростовская область_Наличие основных фондов,Ростовская область_Показатели предпринимательской активности _акти,Ростовская область_Показатели предпринимательской активности _рос,Ростовская область_Показатели предпринимательской активности _уга,Ростовская область_Потребительские расходы в среднем на душу населения,Ростовская область_Потребность в работниках,Ростовская область_Степень износа ОФ,"Ростовская область_Численность обучающихся (квалиф рабочие, служащие)"
2023-04,,,2.0,4.0,2023.0,15.5,1529481.0515739613,1003.739157341844,807.1845510414012,9170.930256071542,62700.87443297736,3715.447498439837,1065.2251425078405,3314.7890648191883,693393704.3747939,43174641.780211866,465410273.1741871,219275972.8442312,254.01768070814583,118.72852474680514,48.930886832702704,53.72173060408645,52.66231784121253,13301004.642688636,6456485.849343598,170.9850193847101,114.19263915755162,2901.122930762079,65059.0594978637,66.49970391985424,124.07465337447435,181.8633912908634,90.00019338669321,17.83419522580771,844.1043745404808,101.09849957126282,113.38070436929137,15.522258337267006,4.674233748158729,99.93590809413237,112.46534361641392,35384.37090724963,36420.007964035474,105.2522375086598,65994.40757842774,77.43761073697156,77.43761073697156,2022.439345167264,51.5710686275785,2137.2614476575714,57.43564575757825,389933.1266308482,4188.567507035908,123.35705044032606,18.41221406688489,101.73827031503815,59013.25043903424,7767.2679657191175,52.869523706144285,1.384321701460391,9090056.780081982,57696.6884695661,23118.729204304247,2302.4534313845993,26229.682439240078,55312.81117887532,39.264501055947115,23163.7655514495
2023-05,,,2.0,5.0,2023.0,16.0,1432878.5484034412,1003.6264717753309,806.9934653837026,6934.886936195952,62324.85104329505,3318.472320678189,936.0238674752827,2749.966430729457,516940852.06908464,35075292.54387589,390381940.64360136,115243338.90695232,253.9882279508075,118.72785175916223,49.536564191361464,54.78573217338419,52.743903849081754,13301002.830128916,6452601.620374681,148.74754112173562,111.86197548122108,2809.471381417001,42637.925137332015,67.4862033861194,130.65388227633622,162.88215166363602,94.0104269107172,17.83381821312331,844.0907583009417,100.87730988228917,110.31153967432505,7.75267961106722,3.1998506241922207,104.15842280286022,110.91879833099514,34556.0300882187,36382.591573148384,105.24999918818857,65940.29751330361,77.31287401034149,77.31287401034149,2022.438328743155,51.56926492822033,2137.257364812392,57.061209624256236,389928.3783982034,4188.785418014975,123.3027094102036,18.41098880695689,101.73772415189913,58996.5120929224,7766.1522994579955,52.546455621242416,1.3758336381300418,9075048.363471018,57677.25881233652,23090.048105492708,2298.494282556661,26229.609158624215,55282.426974087575,39.26449301339325,23163.307162451747
2023-06,,,2.0,6.0,2023.0,15.5,1494147.3583595932,1003.5142848122757,806.8036200940281,9822.653063533302,60147.83869752399,4424.880401210516,1013.6437620464096,3823.1515996714534,584476774.7797625,47339826.88243274,433937811.4948349,245709717.78861132,253.9585946420209,118.72717923764088,49.559716872364504,54.9986061692509,53.96694575647665,13301001.0179557,6448747.162233956,182.4386203841599,118.35489700587841,2504.314224634935,41770.19975485975,67.48086146915249,161.432529289943,164.4327940858435,100.4823748474866,17.833441655640332,844.0771604928636,101.00248301453394,102.80245028616928,11.819860785406313,3.8034096264430666,105.79131436502644,111.8693270262073,33209.48256398769,36345.55908596385,105.24776512350834,65885.71022176529,77.18686908978394,77.18686908978394,2022.4373127354493,51.567464367821906,2137.2532834316726,56.697193557175986,389925.12585220416,4188.992751712295,123.22922024769701,18.409766509735896,101.73717752743985,58979.685070257256,7765.033329894931,52.23552915975031,1.3671670611954456,9060311.31666574,57657.725699128016,23060.789873327347,2294.4013610617208,26229.53592819253,55252.348384925615,39.2644849687391,23162.849308640103
2023-07,,,3.0,7.0,2023.0,16.0,1597945.3484087272,1003.402593150703,993.3357167061844,11524.63284728951,53654.212415615475,3933.317595807653,882.076538248739,3699.679822030573,822674047.5184202,94192089.6218646,479695679.9991053,372665458.86732817,405.87636895171204,160.55219174841048,49.91534829935299,54.935365082588866,53.9782360456489,21344611.90674937,8381870.521819226,155.00776505792598,113.63451293827835,2120.7420336944197,115536.22837415426,67.47550622357255,163.87183939548763,182.37560379260051,90.9168328538171,17.83306555253485,844.0635810788472,100.54011363439925,100.22552231989359,10.745119098059616,4.0835128927902336,107.75777097249563,110.56939791857404,32822.27956312567,39848.41277966752,108.11420093889248,66431.79633536849,76.87460396021588,76.87460396021588,2022.4362971438918,53.51318733417205,2125.2484136617777,55.73473049287982,389921.6222774276,4189.190293765157,123.14451314210524,18.40854716448901,101.73663044107495,58962.70860904969,7763.911042337383,51.93607248211686,1.3583162792931704,9045838.345581573,57638.04325982426,23030.950005454506,2290.1683995344397,26229.462747893493,55222.57082346959,39.26447692198385,23162.39198907784
2023-08,,,3.0,8.0,2023.0,16.0,1604161.4223298202,1003.2913935177304,992.8354367361546,11307.239120045193,57598.91252849253,4551.627713647674,1093.3719070097402,4140.475550026622,822026716.0832117,50196833.18432333,464543619.71340495,258521009.50025883,405.7838900493178,160.5510517859417,50.04480919264832,54.884693197799606,54.22982412426162,21344600.23466981,8378329.553172464,188.96401204333145,121.87846653775976,3140.3796393419457,115492.17417320333,67.47013759943296,160.86701356804582,162.80229610027232,105.24762594986272,17.832689902984953,844.0500200215947,100.44610262622595,107.29573114121258,10.304070700549348,3.873805533733748,107.99375729508085,110.1284758979776,32788.044720175065,39808.593679949925,108.1107320629722,66360.82755313124,76.7235490562626,76.7235490562626,2022.4352819682251,53.51180518564108,2125.247609471475,55.500246585031356,389918.16917276685,4189.378751069929,123.06063499064426,18.407330760535192,101.73608289221998,58945.70207543712,7762.785422005548,51.647462418161965,1.3492753565252815,9031622.4152206,57618.30071717712,23000.484206324778,2285.793536758691,26229.38961767564,55193.08979317459,39.26446887312672,23161.93520283042
2023-09,,,3.0,9.0,2023.0,15.5,1440601.236201843,1003.1806826692464,992.3386416870944,12368.928583548672,58433.601357677726,4221.8063510081065,1092.9147041920444,3982.3061390842977,984156385.3785046,104111944.58518855,464333830.1042271,244441811.85781023,405.6908594513025,160.54991261549688,49.735382423804026,55.08881435782768,54.14569885923793,21344588.565087885,8374814.249116803,176.1300828994114,115.80645015406542,2963.425810098204,115448.62930990373,67.46475554653722,165.7393730954689,175.26532306600586,110.45509167726296,17.8323147061707,844.0364772839093,100.617144712688,115.76576377196442,10.131033452724347,3.9366495999110955,99.9854712378518,110.98822955604288,32605.885913240625,39769.17694390506,108.10726983945568,66289.25675112942,76.57102557191956,76.57102557191956,2022.4342672081946,53.5104254114588,2125.246805567009,55.27116128529397,389914.7132332667,4189.558761691908,122.9775736841941,18.40611728724478,101.73553488028756,58928.604691837405,7761.656454031709,51.369120138341465,1.3400380991834382,9017656.738269314,57598.45218287826,22969.386334872444,2281.2963664250938,26229.316537487568,55163.90088660706,39.26446082216683,23161.478948965472
2023-10,,,4.0,10.0,2023.0,16.0,1598707.861529165,1402.125207235246,1303.770543837015,13466.868811066535,43220.12675904932,4884.657823738797,1239.9612424570998,4475.1159322003705,1045348650.3296944,128917791.28230871,642971590.9668572,170435109.75394315,345.73382335681856,154.7737941940471,50.058573036710214,55.59125844646374,53.55801699372815,18130783.24094757,8330204.451493016,181.28936275040763,117.91208317958036,2487.4780142892664,28243.01243947395,67.11188707509693,172.6623807376389,188.69622235055562,95.73640015275858,18.289960271920467,858.4133857488195,101.25683206648846,107.22971750524479,12.555319288441668,3.783567114452186,102.55492120458507,113.00920361879056,29766.082123909415,45880.58790689894,107.21291783019112,64431.311129379974,75.51397047233864,75.51397047233864,2032.858636258067,56.71216650076807,2134.535769698888,59.543223784722244,392723.1476279686,4189.549352682876,122.96689351266777,18.437259835833817,101.70832465021127,58425.28567366829,7582.635499506886,51.145639253708104,1.25316048035516,9242535.069765398,57011.37009378601,22761.55665143898,2263.5567105351092,26337.57045131541,55788.071890765685,39.39588909383434,23191.32551675355
2023-11,,,4.0,11.0,2023.0,15.5,1601676.4715631614,1401.7522828890988,1303.0233172198396,12671.67480292315,44494.94430467104,4363.648108920979,1172.0523503362242,4182.448998117436,1608812922.9689815,306823701.3346262,703510420.5137013,243034199.1312204,345.5684049699963,154.7728032995457,50.319844897385465,55.8567146950075,53.93956494656503,18130772.070617974,8324631.914089234,202.4883752624576,119.88287475259621,2361.04312694703,23220.295231373737,68.50032817786834,183.99839458775668,184.2507971766289,83.12575725343777,18.61416050652432,858.4020144369234,101.2243483081206,109.04238368514444,14.820438575454705,4.106998685532637,101.1435534254565,112.63322253272324,29470.942659287182,45828.63420311379,107.20898019295984,64360.966422362275,75.37195703408092,75.37195703408092,2032.8540104453346,56.71020144335238,2134.5321114588182,59.29914451293261,392718.36093442515,4189.800093873938,122.90046075407002,18.436361535010427,101.70793881307388,58411.22122159522,7581.626289335896,50.77046404505887,1.2433194843755828,9223909.941731326,56995.059982227634,22734.442523478487,2259.2172250512326,26337.47854654309,55740.55808563868,39.395869008191816,23191.008517614464
2023-12,,,4.0,12.0,2023.0,16.0,1768235.3895733412,1401.3811060378616,1302.2813735661528,14787.736737547202,49305.18788524349,4622.680136409748,1323.45745170404,5027.930622294155,5202333577.835576,362981059.95540696,2248620981.9033546,2799142565.9845376,345.40207451139327,154.77181309158897,50.50157767097182,56.218673351508414,55.440287004247686,18130760.90267961,8319102.274858156,176.0042878078045,120.50196814064353,2164.1195044150722,42844.090243001,69.01198754811571,203.8639224959739,157.97380076761334,89.77160643651825,17.644216291597157,858.3906584054547,101.37508962746064,101.48756354181559,12.201570394669568,3.899628476502284,119.6124557305372,109.97478168131563,28996.17969367851,45777.21636206754,107.20505018270997,64290.022471569726,75.228501394036,75.228501394036,2032.849386542023,56.70823979725849,2134.5284545282507,59.06083472620595,392795.48873870913,4190.038007736936,122.83465220147755,18.43546537086164,101.70755264761328,58397.56714891667,7580.614040217727,50.41006725891057,1.2332709488683742,9205627.628345236,56979.025339398824,22681.868185968775,2257.7799134831034,26337.38670473607,55693.551220187735,39.395848917312975,23190.69188515811
2024-01,,,1.0,1.0,2024.0,16.0,1659963.458772267,921.809351486668,805.4017861789488,7710.810497709836,64129.21553891434,2893.081049675785,817.6779277505511,2543.954544049127,9124470.193457322,1926901.2372175432,2646704.3482553726,3531791.709174763,336.4392020336117,151.57545341455142,50.087143880265856,56.24253347601748,55.94036097282737,17790430.184756596,8139446.959497544,169.98043031417734,117.08299475914812,2634.9484063471677,54074.04566611729,66.44093026335504,168.1960835964224,177.14581558985248,90.91632956207138,17.960382045564007,850.8604456311682,101.02209487985421,117.03219760602586,11.651809620402947,2.6908881566815968,74.64143329503496,110.50049713291125,32785.57078559792,33251.17776020138,109.03295883094928,62928.02864810697,70.44112159662897,70.44112159662897,2027.4065378104972,48.622581748661524,2127.194483603295,59.53332850506733,391077.7679469009,4183.047838011461,128.21977245769375,18.669884663778525,101.7221133854807,60451.644335338875,7620.314348384914,62.87869818498706,1.1450244159398772,9982706.000218423,58286.77474820736,36508.0287890684,2573.099810281491,26336.98282336564,58457.95711334018,39.20294658927133,23322.372726751542
2024-02,,,1.0,2.0,2024.0,15.0,1613815.1221519469,921.5392852892037,805.0115177635493,9938.326209128549,61416.90490813107,4307.506145622129,1017.8043394615263,3295.435705313684,79409106.27577049,6024732.082929308,42018238.73287676,16961206.360264994,336.2908350588609,151.57481564500162,50.155470368812374,56.244713652473926,55.9227215842912,17790418.024072334,8134848.945453444,163.74592536320552,115.84147160398152,3023.096517426097,70763.77426053816,66.43431889205768,190.07921531976746,192.4745000638438,91.07553538065994,17.959927985661515,850.8422166187262,101.14262453804108,112.40216709221724,13.734176120276127,4.072017258165404,101.5194940439546,110.06005141301108,35255.533939391884,33197.64064356306,109.02829333532524,62831.254799168164,70.31469386098068,70.31469386098068,2027.4045024607879,48.620466388742116,2127.1912500772664,59.384742930138906,391194.6210422665,4183.71922906893,128.13591391131493,18.668341897567657,101.72145964626161,60432.23868278178,7618.987336007885,62.33256767649006,1.134378538824435,9958902.401096623,58264.10033430028,36673.5739341395,2567.6491033794805,26336.8726761482,58410.96282079928,39.202930516755316,23321.820726513462
2024-03,,,1.0,3.0,2024.0,16.0,1613786.095907909,921.2704899772776,804.623912285477,12834.231628310716,65368.33927245329,5037.511781294861,1166.4638939618542,3766.9120677141736,738834183.0576501,56704872.96901538,393334944.68983895,84856643.67150159,336.14162808089316,151.57417831399144,50.11654573332696,56.171653993194205,55.07077108542182,17790405.86599194,8130284.998097076,209.63577893304927,111.24224000218149,2087.4269461956924,71980.50767324523,65.45269079309908,185.44352325826716,198.80960112275002,91.05207264808737,16.467465649092766,850.8240123319746,101.42395302356368,108.44657983436493,14.050842964800726,4.112525658578467,110.9334033495246,111.300209865348,34661.837471263425,33144.69862869917,109.02363683868413,62733.71825762233,70.18691911127428,70.18691911127428,2027.4024679454221,48.61835471979719,2127.1880177067083,59.238991111443966,391158.47892168607,4184.470988448287,128.05284883738642,18.666802875381066,101.720805355565,60412.528141275136,7617.65641194106,61.808188153980566,1.1235156139724334,9935541.197561713,58241.15396773189,36642.464431555294,2562.075595681339,26336.76260443955,58364.44845524692,39.20291444004371,23321.269371886752
2024-04,,,2.0,4.0,2024.0,15.5,1538537.5433609434,1029.1500204164356,836.5268265621021,10205.412820089428,71722.7488659547,4201.559373049796,1104.2701710094082,3458.736331023985,759370938.6957526,43099961.36776482,499340162.0705264,253281959.8210774,244.37916722839714,119.21418724580587,50.579984794508285,55.926011175819035,54.784880274326184,13318003.685377268,6708904.361679496,183.86460756422093,117.1852783151033,3519.366896143118,69396.66187232963,65.4449501563784,130.682640082282,193.82678258172692,90.13372010671976,17.95902151252713,850.8058327206412,101.2661994855154,106.51144052636677,16.683387505900512,4.311350622238092,100.45386214119853,114.39841233969672,38822.84508869955,38234.009955044334,106.42835626298971,61886.210104570324,71.27201342121445,71.27201342121445,2027.400434263887,52.08883578447311,2141.8137371890853,62.742774909093896,391158.3392690248,4186.648252879072,127.97056602715087,18.665267583606123,101.72015051268383,60392.682856212996,7616.321558862941,61.30428555921645,1.1124289352805214,9912610.170122972,58218.06291050826,36608.77895701118,2556.3284580394566,26336.65260816209,58318.40670218514,39.20289835913485,23320.71866173941
2024-05,,,2.0,5.0,2024.0,16.0,1441358.844806885,1028.9809920666662,836.2401980755542,7709.858670244941,71186.36527470704,3747.9630942375848,970.2286409703394,2868.9552409726093,565741435.1836268,35014613.06081385,418670167.04040205,132887600.4036904,244.32026171372053,119.21334601125228,51.20139928094268,57.026010119050426,54.86263829301965,13318000.060257835,6704049.07546835,159.88217901766484,114.7871467708812,3397.737072125501,45464.96392166502,66.41438604834089,137.58152045446974,173.53849687565915,94.1498860794989,17.95856909730585,850.7876777345892,101.04461976457834,107.89623824759407,8.329019416600831,2.949813280240277,104.69802850357529,112.82255799719415,37887.03610586243,38187.23946643549,106.42499878228284,61814.06335107148,71.11609251292684,71.11609251292684,2027.39840141567,52.0865811602754,2141.8088377748695,62.293451549107466,391152.22644308035,4186.8931493759355,127.88905448196891,18.663736008696123,101.71949511691894,60372.7620616454,7614.982759349595,60.81968343186365,1.1011115175067223,9890097.545206528,58194.871237407715,36574.38197842715,2550.39033114845,26336.542687238307,58272.830395003526,39.2028822740271,23320.1685949421
2024-06,,,2.0,6.0,2024.0,15.5,1502985.9067191882,1028.812711622083,835.9554301410421,10910.204084711071,68599.677395048,4991.4564814526175,1050.5725144556916,3987.981919605744,639222251.0737151,47257918.21691929,465193484.85725236,282855029.2186069,244.2609950961474,119.21250535935054,51.220678254245215,57.239951192005186,56.12757731355797,13317996.435911402,6699231.002792445,196.01057410165316,121.44312734509012,3019.6913369524023,44524.487193574685,66.40770865213224,169.95448349770177,175.1322548383537,100.63141636163992,17.95811722832628,850.7695473238182,101.16997735271192,93.32109404951716,12.69314771387508,3.5042620330538337,106.33914295628306,113.78665878275913,36385.179076785236,38140.9488574548,106.42164768526251,61741.28029568706,70.95858636222994,70.95858636222994,2027.3963694002593,52.084330459777384,2141.8039401180067,61.856632268611186,391147.1741565055,4187.12671953977,127.78765882336961,18.662208137169863,101.71883916756975,60352.73485521371,7613.6399958739175,60.353293739625464,1.0895560815939276,9867991.97499861,58171.55541713239,36539.29240776232,2544.249683409694,26336.43284159078,58227.712511260586,39.20286618471882,23319.619170368125
2024-07,,,3.0,7.0,2024.0,16.0,1607393.250817454,1028.6451741297242,1029.1196458827303,12788.95941674741,61106.31862342321,4431.635191615306,914.1148073731084,3858.6157864366883,899133654.4033904,94029092.3858195,514041048.8288071,428302466.1791602,390.32819862529504,161.20826425817208,51.583569324029284,57.16655559212297,56.13213346695942,21371882.183436714,8706390.79575897,166.46803965574077,116.59314117284796,2549.82305054163,123112.94446731676,66.40101459515732,172.48467474953904,194.17858283457844,91.0516695131098,17.9576659045997,850.7514414384633,100.706818179199,94.4775376690306,11.534142917671542,3.7602154713482814,108.31554194499128,112.46174739821757,35936.13547575078,41808.7659745844,109.31893458518995,62230.995419210616,70.62952475225906,70.62952475225906,2027.3943382171426,54.049107978649474,2129.7727067205396,60.76841311609978,391141.9494142339,4187.3497796984275,127.67471601591582,18.660683955611272,101.7181826639345,60332.57032538839,7612.29325080486,59.90410872317528,1.0777550390575603,9846282.51837236,58148.0919076857,36503.511460704416,2537.895998013607,26336.323071142222,58183.04616907655,39.202850091208354,23319.070386893407
2024-08,,,3.0,8.0,2024.0,16.0,1613641.4065799697,1028.4783746802648,1028.4942959201933,12536.478240090386,65507.36879273879,5122.2554272953475,1132.964883762175,4317.713325039933,897838991.532973,50109956.19540416,497606855.1489623,296642567.34367853,390.18948027170387,161.2068963032095,51.712711682381325,57.10630647357216,56.38658888779282,21371867.593337256,8701669.504229952,202.84924387144886,125.04486712738137,3765.2245491774324,123024.83606541491,66.39430381498282,169.28505034879228,173.2820115553833,105.40369698931022,17.957215125139825,850.7333600287932,100.61262828278248,107.79113552296178,11.05610605082402,3.5650740449783305,108.55250875409702,112.01059487247198,35874.25366421007,41758.992099937415,109.31430941729624,62142.284441414035,70.44825886751512,70.44825886751512,2027.3923078658097,54.0472651139415,2129.7710983399334,60.47530823128921,391136.7650489741,4187.563065796435,127.56287848063609,18.659163450668984,101.71752560531044,60312.327705819625,7610.942506406656,59.47119362724297,1.0657004753670418,9824958.6228309,58124.52477208384,36466.97280895243,2531.319481725342,26336.213375815438,58138.82462363404,39.20283399349404,23318.522243396503
2024-09,,,3.0,9.0,2024.0,15.5,1449110.4514036854,1028.3123084075391,1027.8733021088678,13701.514300258408,66365.90203651658,4745.612702016213,1132.3720562880665,4152.167366901157,1074228986.1713398,103931729.29279432,497187275.93060654,280049686.50137234,390.0499343746806,161.20552929867574,51.38838132801374,57.31119359114669,56.29200452970295,21371853.006359857,8696982.432155736,188.9934991321561,118.80860020542057,3543.4447626227543,122937.74633881572,66.38757624886317,174.37471968284734,186.48709742134102,110.61886459657869,17.95676488896271,850.7153030452125,100.78393089086002,113.55945304732384,10.865969899589588,3.620811999888869,100.50256548542215,112.88234433406427,35651.06309588876,41709.72117988133,109.30969311927423,62052.82093891178,70.26523068630347,70.26523068630347,2027.3902783457488,54.04542541503179,2129.7694905310027,60.18895160661746,391131.58343156974,4187.767243411511,127.4521300720373,18.657646609055973,101.7168679909935,60291.976066266434,7609.587744838051,59.05368020751219,1.0533841322445838,9804010.10740397,58100.830446500084,36429.675620429996,2524.51570076487,26336.10375553334,58095.041263782725,39.202817891574256,23317.97473875857
2024-10,,,4.0,10.0,2024.0,16.0,1608146.3210232668,1437.1779902834369,1350.318368515111,14904.832716041406,49021.58556559238,5484.503247664542,1284.5931176687466,4665.32137670497,1140297564.7032268,128694605.46693708,688197700.9493303,194964648.7672893,332.3615071769457,155.40560869291218,51.717718201773,57.82639305046998,55.67403745506598,18153940.07342554,8649632.555240251,194.4494855530011,120.96223006590458,2966.528153083313,30065.277145967735,66.0389142295957,181.6195391480725,200.71382036126656,95.87833197727328,18.417530131968526,865.2014992208383,101.42465542831178,108.95908565851644,13.460647970146045,3.4779681450303905,103.08507537784538,114.93506926478508,32524.57140267625,48110.27306334921,108.40428942566713,60291.566507951975,69.25225424136822,69.25225424136822,2037.839175422376,57.27870565352892,2139.0774168629546,64.80213094908895,393966.7627030399,4187.781442281784,127.41757491986678,18.68892813866738,101.68968693956876,59804.34073564975,7433.831271297118,58.70256127818944,0.9802255188438912,10042683.65671164,57531.98433613016,36274.97358050487,2509.4881884104725,26444.762035344702,58739.309803299206,39.334031735757286,23347.934791147403
2024-11,,,4.0,11.0,2024.0,15.5,1611127.80724849,1436.7228882146921,1349.4064646655322,14012.796056816045,50401.45303188668,4894.084316654665,1214.1137089337676,4359.5878369430375,1753843482.1412716,306292443.5614121,752706416.3191353,277597877.27659744,332.1592668912808,155.4043988961543,51.98305587763292,58.09502282764206,56.06366654612008,18153926.424413145,8642829.540184248,217.09898849610286,122.97733141639178,2808.5617422026153,24710.477356021158,67.40369612128589,193.50254124464416,195.9233274379531,83.24897823268346,18.74391619794354,865.1855677704724,101.39209466266315,109.676165342483,15.882715474407338,3.773028225064204,101.66618643657549,114.5499588004456,32181.150619859127,48046.811367092414,108.39920586361332,60203.481439941126,69.07852847073504,69.07852847073504,2037.8335216188761,57.276249743314416,2139.072945712316,64.49822877119568,393960.04340467433,4188.055066955019,127.32471436619039,18.687731642888306,101.68919052484262,59786.921192510665,7432.598151288779,58.180712265631364,0.9675222067631576,10016726.43643283,57511.7107910105,36240.851401862936,2502.3894478543552,26444.63341395808,58676.340354904685,39.33400358683228,23347.527571222035
2024-12,,,4.0,12.0,2024.0,16.0,1778664.4446867646,1436.2699181295636,1348.501005379513,16339.131036445295,55778.62531696159,5178.968643190388,1370.8106608755286,5240.12912358334,5667814424.90905,362352476.38406754,2404954463.367954,3192566542.6654205,331.95591113316965,155.4031899375736,52.16621036327582,58.46398809297797,57.6163450004992,18153912.778322566,8636078.871814828,188.62802744320462,123.60572877381705,2567.934326272295,45579.019674982854,67.90568835053168,214.34905887781548,167.92909202384192,89.90466241513445,17.767139284578892,865.1696577233664,101.54306258989125,106.68752437647774,13.070943236666407,3.5803572973321764,120.23025596485577,111.84362766456327,31642.44780007355,47984.0038271536,108.39413213150485,60114.64401911015,68.90303735030076,68.90303735030076,2037.827870149068,57.273798094332534,2139.0684761621333,64.2014660789865,394009.98892188375,4188.315280169488,127.23272496298931,18.686537989736085,101.68869368754214,59769.64864817761,7431.361317415944,57.67929786147647,0.9545504449041258,9991245.575042387,57491.50699321335,36163.56894512367,2495.898835251769,26444.504880681518,58614.039507911475,39.333975430568564,23347.120821881002
2025-01,,,1.0,1.0,2025.0,16.0,1669749.1162153338,944.7112217840013,833.9022327236859,8512.747330279784,72457.82330837152,3237.7747329010467,846.8474096881889,2650.9431800614084,9934843.388148785,1923563.8915219288,2829654.287383058,4022443.868899683,323.29932760756725,152.19358088350245,51.73359348669585,58.48134983471262,58.12888871603426,17813145.061707914,8448596.67437193,182.0996777293305,120.09223407420605,3119.089541796225,57507.568499175926,65.37442176857937,176.809831892004,188.2509814492948,91.05106556301493,18.085435087789573,857.5755570389606,101.18945983980561,117.74870720106549,12.477111223803435,2.4690657880179163,75.02679161879371,112.37562141613907,35755.0849427175,34847.70738690161,110.2411985386866,58818.866756124815,64.47640199578623,64.47640199578623,2032.3706786804266,49.10709809839384,2131.718104504119,64.67777134008978,392159.4168376797,4181.349776951145,133.08853934697552,18.923861596534238,102.92199407575391,61898.534628185946,7470.033406449067,71.83826424664943,0.8812805199248466,10828624.666957896,58862.82438395986,52529.937712339546,2627.2376708396346,26444.063064022168,61510.06944036832,39.14136800752729,23479.60151454347
2025-02,,,1.0,2.0,2025.0,14.5,1623324.0589974257,944.3871423470442,833.4143972044368,10963.047243983308,69307.8573621966,4815.6748608295065,1054.005424326908,3433.5446316421053,86409868.0347131,6014295.888417525,44906059.20609596,19290565.260331243,323.1138688891286,152.1927305241027,51.799662035089504,58.476214450020684,58.10344959941172,17813130.4688868,8442849.156816807,175.35171000808361,118.8124383291182,3570.178689901461,75233.3891126458,65.36648812302253,199.7722870930233,204.47790484702992,91.21049065439637,18.08490535123667,857.5527707734077,101.31016605072143,114.38367552046252,14.701264180414189,3.7340201345263058,102.04339285274551,111.92506426626385,38424.84072727026,34785.24741749024,110.23536666915652,58705.96393236285,64.31836732622584,64.31836732622584,2032.3676256558624,49.10455966649054,2131.7140625965826,64.47965724018522,392289.7637077834,4182.042144282335,132.97672795181282,18.922010277081192,102.92123137995365,61875.92216981032,7468.48522534253,71.11009023532009,0.8679731735305438,10796886.534795497,58836.391503274004,52748.00080468422,2619.9165241802075,26443.916201065585,61447.41038364714,39.14134389875328,23478.95751426572
