date,quarter,month,year,split,из_нежилых_Промышленные_здания_quarter,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_нежилых_коммерческие_здания_quarter,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month
2018-05-15,2,5,2018,15,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-16,2,5,2018,16,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-17,2,5,2018,17,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-18,2,5,2018,18,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-19,2,5,2018,19,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-20,2,5,2018,20,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-21,2,5,2018,21,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-22,2,5,2018,22,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-23,2,5,2018,23,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-24,2,5,2018,24,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-25,2,5,2018,25,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-26,2,5,2018,26,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-27,2,5,2018,27,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-28,2,5,2018,28,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-29,2,5,2018,29,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-30,2,5,2018,30,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-05-31,2,5,2018,31,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4737.0,950.0,548.0,3437.0,917395150.72,32321229.17,35230086.67999999,849543834.87,240.317691823201,56.73233817000438,38.50184265010348,41.5865324384786,42.28846064814825,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-01,2,6,2018,1,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-02,2,6,2018,2,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-03,2,6,2018,3,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-04,2,6,2018,4,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-05,2,6,2018,5,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-06,2,6,2018,6,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-07,2,6,2018,7,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-08,2,6,2018,8,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-09,2,6,2018,9,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-10,2,6,2018,10,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-11,2,6,2018,11,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-12,2,6,2018,12,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-13,2,6,2018,13,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-14,2,6,2018,14,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-15,2,6,2018,15,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-16,2,6,2018,16,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-17,2,6,2018,17,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-18,2,6,2018,18,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-19,2,6,2018,19,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-20,2,6,2018,20,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-21,2,6,2018,21,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-22,2,6,2018,22,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-23,2,6,2018,23,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-24,2,6,2018,24,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-25,2,6,2018,25,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-26,2,6,2018,26,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-27,2,6,2018,27,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-28,2,6,2018,28,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-29,2,6,2018,29,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-06-30,2,6,2018,30,49.5,2941454.6337067597,4849.364864864865,483.3,367.8,4955.0,884.0,490.0,3657.0,429460605.47,33640460.17,9610179.72999999,386209965.56999993,240.317691823201,56.73233817000438,39.98639053254442,43.17087719298244,43.73169014084501,9615700.1,2393321.9,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,28.3,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-07-01,3,7,2018,1,65.9,2941454.6337067597,4849.364864864865,708.0999999999999,426.4000000000001,4725.0,854.0,487.0,3426.0,138164641.27999997,73054043.16999999,18107227.27000001,47003370.83999992,389.9248368478608,70.9832431281098,39.66881720430104,42.91762114537445,43.5364406779661,16090326.900000002,3089029.3,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,42.900000000000006,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-07-02,3,7,2018,2,65.9,2941454.6337067597,4849.364864864865,708.0999999999999,426.4000000000001,4725.0,854.0,487.0,3426.0,138164641.27999997,73054043.16999999,18107227.27000001,47003370.83999992,389.9248368478608,70.9832431281098,39.66881720430104,42.91762114537445,43.5364406779661,16090326.900000002,3089029.3,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,42.900000000000006,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-07-03,3,7,2018,3,65.9,2941454.6337067597,4849.364864864865,708.0999999999999,426.4000000000001,4725.0,854.0,487.0,3426.0,138164641.27999997,73054043.16999999,18107227.27000001,47003370.83999992,389.9248368478608,70.9832431281098,39.66881720430104,42.91762114537445,43.5364406779661,16090326.900000002,3089029.3,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,42.900000000000006,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-07-04,3,7,2018,4,65.9,2941454.6337067597,4849.364864864865,708.0999999999999,426.4000000000001,4725.0,854.0,487.0,3426.0,138164641.27999997,73054043.16999999,18107227.27000001,47003370.83999992,389.9248368478608,70.9832431281098,39.66881720430104,42.91762114537445,43.5364406779661,16090326.900000002,3089029.3,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,42.900000000000006,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-07-05,3,7,2018,5,65.9,2941454.6337067597,4849.364864864865,708.0999999999999,426.4000000000001,4725.0,854.0,487.0,3426.0,138164641.27999997,73054043.16999999,18107227.27000001,47003370.83999992,389.9248368478608,70.9832431281098,39.66881720430104,42.91762114537445,43.5364406779661,16090326.900000002,3089029.3,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,42.900000000000006,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-07-06,3,7,2018,6,65.9,2941454.6337067597,4849.364864864865,708.0999999999999,426.4000000000001,4725.0,854.0,487.0,3426.0,138164641.27999997,73054043.16999999,18107227.27000001,47003370.83999992,389.9248368478608,70.9832431281098,39.66881720430104,42.91762114537445,43.5364406779661,16090326.900000002,3089029.3,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,42.900000000000006,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
2018-07-07,3,7,2018,7,65.9,2941454.6337067597,4849.364864864865,708.0999999999999,426.4000000000001,4725.0,854.0,487.0,3426.0,138164641.27999997,73054043.16999999,18107227.27000001,47003370.83999992,389.9248368478608,70.9832431281098,39.66881720430104,42.91762114537445,43.5364406779661,16090326.900000002,3089029.3,127.86912460052616,113.52621231115114,262.6702483098592,661.1672706338029,690.247512887324,54877.81695774648,43125.822669014095,42.900000000000006,66.98909575546352,145.29452330926193,133.8031063187416,100.13337347199416,15.552371041363985
