date,quarter,month,year,split,Полный_плановый_объем_потребления_электроэнергии_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Кол-во_выпущенных_специалистов_сварочного_производства_и_сварщиков_year
2018-01-12,1,1,2018,12,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-13,1,1,2018,13,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-14,1,1,2018,14,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-15,1,1,2018,15,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-16,1,1,2018,16,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-17,1,1,2018,17,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-18,1,1,2018,18,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-19,1,1,2018,19,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-20,1,1,2018,20,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-21,1,1,2018,21,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-22,1,1,2018,22,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-23,1,1,2018,23,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-24,1,1,2018,24,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-25,1,1,2018,25,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-26,1,1,2018,26,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-27,1,1,2018,27,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-28,1,1,2018,28,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-29,1,1,2018,29,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-30,1,1,2018,30,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
2018-01-31,1,1,2018,31,1556761.5010790739,682.3,621.9,3023.0,26878.79411764706,1074.0,518.0,1647.0,31337510.53,2184482.26,22659326.52,5965564.18,402.107958782148,148.93217476560142,39.15098814229262,42.35661605206064,40.07005347593546,16430294.5,5947027.0,133.2885959327237,106.04646358965182,8393.39981245722,107959.51228099175,71.77347273723343,133.86134389673379,134.04251574853083,90.2426495573536,17.210063792210605,773.0
