date,quarter,month,year,split,Полный_плановый_объем_потребления_электроэнергии_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Кол-во_выпущенных_специалистов_сварочного_производства_и_сварщиков_year
2019-02-25,1,2,2019,25,1556761.5010790739,807.3,739.5,4621.0,26878.79411764706,1525.0,811.0,2508.0,16732874.150000002,4909788.96,9914744.82,1899226.37,400.7589911186087,144.6585532281879,43.07010928961735,45.67131652661061,46.26529801324517,17676855.8,6694437.1,87.53571428571429,91.28571428571428,4582.3,48415.7,71.77347273723343,83.89285714285714,95.10714285714286,90.32142857142856,16.20571429,882.0
2019-02-26,1,2,2019,26,1556761.5010790739,807.3,739.5,4621.0,26878.79411764706,1525.0,811.0,2508.0,16732874.150000002,4909788.96,9914744.82,1899226.37,400.7589911186087,144.6585532281879,43.07010928961735,45.67131652661061,46.26529801324517,17676855.8,6694437.1,87.53571428571429,91.28571428571428,4582.3,48415.7,71.77347273723343,83.89285714285714,95.10714285714286,90.32142857142856,16.20571429,882.0
2019-02-27,1,2,2019,27,1556761.5010790739,807.3,739.5,4621.0,26878.79411764706,1525.0,811.0,2508.0,16732874.150000002,4909788.96,9914744.82,1899226.37,400.7589911186087,144.6585532281879,43.07010928961735,45.67131652661061,46.26529801324517,17676855.8,6694437.1,87.53571428571429,91.28571428571428,4582.3,48415.7,71.77347273723343,83.89285714285714,95.10714285714286,90.32142857142856,16.20571429,882.0
2019-02-28,1,2,2019,28,1556761.5010790739,807.3,739.5,4621.0,26878.79411764706,1525.0,811.0,2508.0,16732874.150000002,4909788.96,9914744.82,1899226.37,400.7589911186087,144.6585532281879,43.07010928961735,45.67131652661061,46.26529801324517,17676855.8,6694437.1,87.53571428571429,91.28571428571428,4582.3,48415.7,71.77347273723343,83.89285714285714,95.10714285714286,90.32142857142856,16.20571429,882.0
2019-03-01,1,3,2019,1,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-02,1,3,2019,2,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-03,1,3,2019,3,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-04,1,3,2019,4,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-05,1,3,2019,5,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-06,1,3,2019,6,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-07,1,3,2019,7,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-08,1,3,2019,8,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-09,1,3,2019,9,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-10,1,3,2019,10,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-11,1,3,2019,11,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-12,1,3,2019,12,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-13,1,3,2019,13,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-14,1,3,2019,14,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-15,1,3,2019,15,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-16,1,3,2019,16,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-17,1,3,2019,17,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-18,1,3,2019,18,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-19,1,3,2019,19,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-20,1,3,2019,20,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-21,1,3,2019,21,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-22,1,3,2019,22,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-23,1,3,2019,23,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-24,1,3,2019,24,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-25,1,3,2019,25,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-26,1,3,2019,26,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-27,1,3,2019,27,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-28,1,3,2019,28,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-29,1,3,2019,29,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-30,1,3,2019,30,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-03-31,1,3,2019,31,1556761.5010790739,807.3,739.5,4865.0,26878.79411764706,1774.0,899.0,2569.0,298610329.44,12533362.15,258939472.6,27014362.45,400.7589911186087,144.6585532281879,42.98751724137934,44.40348258706499,46.2561263736265,17676855.8,6694437.1,107.5483870967742,96.70967741935485,4585.65,49367.2,71.77347273723343,87.48387096774194,96.4516129032258,94.61290322580643,15.89483871,882.0
2019-04-01,2,4,2019,1,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-02,2,4,2019,2,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-03,2,4,2019,3,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-04,2,4,2019,4,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-05,2,4,2019,5,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-07,2,4,2019,7,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-08,2,4,2019,8,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-09,2,4,2019,9,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-10,2,4,2019,10,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-11,2,4,2019,11,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-12,2,4,2019,12,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-13,2,4,2019,13,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-14,2,4,2019,14,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-15,2,4,2019,15,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-16,2,4,2019,16,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-17,2,4,2019,17,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-18,2,4,2019,18,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-19,2,4,2019,19,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-20,2,4,2019,20,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-21,2,4,2019,21,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-22,2,4,2019,22,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-23,2,4,2019,23,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-24,2,4,2019,24,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-25,2,4,2019,25,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-26,2,4,2019,26,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-27,2,4,2019,27,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-28,2,4,2019,28,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-29,2,4,2019,29,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-04-30,2,4,2019,30,1556761.5010790739,932.4,837.2,5033.0,26878.79411764706,1771.0,932.0,2739.0,727439131.78,43473363.43,607090831.46,75459597.93,338.7356192785426,116.78587475080214,43.02667115903014,44.31407407407433,46.44131045241774,14836793.5,5446811.800000001,119.46666666666668,99.13333333333334,3809.95,47708.65,71.77347273723343,91.4,100.0,88.63333333333334,15.35666667,882.0
2019-05-01,2,5,2019,1,1556761.5010790739,932.4,837.2,3835.0,26878.79411764706,1413.0,704.0,2073.0,292770796.91,8439925.43,239071521.55000007,44666292.92,338.7356192785426,116.78587475080214,43.13845018450195,44.38289782244571,46.63081521739121,14836793.5,5446811.800000001,94.6774193548387,100.16129032258064,630.4667,31329.77,71.77347273723343,93.70967741935485,95.96774193548389,107.03225806451611,14.89935484,882.0
