date,Ростовская область,Московская область,Краснодарский край,Республика Башкортостан,Нижегородская область,Челябинская область
2017-01-01,14573,32526,15493,8225,11795,5296
2018-01-01,16290,32351,25271,11046,18382,8041
2019-01-01,27148,65777,33713,22597,24358,16250
2020-01-01,9835,25681,14643,10460,12633,9608
2021-01-01,7802,19223,12781,8966,10197,10686
