date,quarter,month,year,split,из_нежилых_Промышленные_здания_quarter,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_коммерческих_торговые_площади_quarter,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Кол-во_выпущенных_специалистов_сварочного_производства_и_сварщиков_year
2018-09-02,3,9,2018,2,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-03,3,9,2018,3,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-04,3,9,2018,4,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-05,3,9,2018,5,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-06,3,9,2018,6,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-07,3,9,2018,7,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-08,3,9,2018,8,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-09,3,9,2018,9,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-10,3,9,2018,10,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-11,3,9,2018,11,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-12,3,9,2018,12,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-13,3,9,2018,13,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-14,3,9,2018,14,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-15,3,9,2018,15,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-16,3,9,2018,16,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-17,3,9,2018,17,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-18,3,9,2018,18,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-19,3,9,2018,19,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-20,3,9,2018,20,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-21,3,9,2018,21,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-22,3,9,2018,22,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-23,3,9,2018,23,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-24,3,9,2018,24,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-25,3,9,2018,25,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-26,3,9,2018,26,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-27,3,9,2018,27,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-28,3,9,2018,28,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-29,3,9,2018,29,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-09-30,3,9,2018,30,17.599999999999994,2267575.7054920928,23150.166908563137,1787.0,35150.528380634394,1449.0,3884.0,446930571.8999999,82317403.36000001,139486255.24000007,221981954.1,895.2707122127154,277.6216396971211,45.8675,42.44499999999999,43.14,39716820.0,12038137.0,150.2002732044287,108.44420301415612,301.67265843621396,2186.2792263374486,1504.6311440329218,36971.79239506172,94335.01003292181,94237.30040329219,31.099999999999994,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-01,4,10,2018,1,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-02,4,10,2018,2,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-03,4,10,2018,3,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-04,4,10,2018,4,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-05,4,10,2018,5,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-06,4,10,2018,6,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-07,4,10,2018,7,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-08,4,10,2018,8,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-09,4,10,2018,9,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-10,4,10,2018,10,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-11,4,10,2018,11,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-12,4,10,2018,12,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-13,4,10,2018,13,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-14,4,10,2018,14,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-15,4,10,2018,15,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-16,4,10,2018,16,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-17,4,10,2018,17,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-18,4,10,2018,18,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-19,4,10,2018,19,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-20,4,10,2018,20,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-21,4,10,2018,21,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-22,4,10,2018,22,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-23,4,10,2018,23,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
2018-10-24,4,10,2018,24,32.89999999999999,2267575.7054920928,23150.166908563137,2693.9,35150.528380634394,1539.0,4218.0,536540523.1100001,83179801.19999999,384166859.52,68737380.38999999,942.4571331713656,280.1140347159343,45.96,42.5025,43.06999999999999,41701372.0,12116566.0,150.2002732044287,108.44420301415612,248.0,1033.3,591.6,28802.5,81061.1,63437.1,56.30000000000001,71.21905018158236,129.18984342990038,149.38127777625837,101.18777506567541,16.757099280816025,509.0
